State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
29,1,950100,29001950100,3694,94.04,0.08,0.11,0.3,0.0,4.11,13.2,12.45,66.38,21.17,white_alone
29,1,950200,29001950200,3024,91.9,0.26,0.17,1.32,0.2,5.16,13.06,12.67,67.89,19.44,white_alone
29,1,950300,29001950300,3247,95.32,1.02,1.02,0.95,0.0,1.29,42.38,9.95,78.01,9.79,white_alone
29,1,950400,29001950400,3765,88.71,2.39,0.0,4.67,0.0,2.28,13.73,3.72,80.29,15.22,white_alone
29,1,950501,29001950501,3893,78.99,10.04,0.0,5.81,0.0,0.62,29.49,5.32,71.72,22.22,white_alone
29,1,950502,29001950502,3070,89.58,6.45,0.0,0.91,0.0,0.0,18.03,7.79,73.42,14.14,white_alone
29,1,950900,29001950900,2605,91.9,3.22,0.0,0.65,0.0,4.22,33.28,10.63,81.34,8.02,white_alone
29,1,951000,29001951000,2170,82.44,6.22,0.0,3.13,0.0,3.5,100.0,5.44,94.24,0.0,white_alone
29,3,10100,29003010100,5801,88.24,2.88,0.0,0.16,0.0,5.71,5.56,3.0,79.85,15.82,white_alone
29,3,10201,29003010201,3597,99.22,0.5,0.11,0.0,0.0,0.0,8.64,3.7,73.76,18.79,white_alone
29,3,10202,29003010202,2893,100.0,0.0,0.0,0.0,0.0,0.0,6.33,10.51,68.65,20.84,white_alone
29,3,10300,29003010300,2383,95.64,0.08,1.22,0.0,0.0,2.35,8.64,9.4,72.26,18.34,white_alone
29,3,10400,29003010400,2880,93.09,0.0,0.0,4.1,0.0,2.05,11.91,9.76,62.57,25.87,white_alone
29,5,950100,29005950100,2851,96.74,0.53,0.04,0.14,0.0,1.54,13.18,10.56,65.45,22.83,white_alone
29,5,950200,29005950200,2329,95.79,0.26,2.02,0.0,0.0,1.37,8.75,6.4,68.53,22.97,white_alone
