,State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
642,01,039,961700,2,01,039,961700,2,10399617002,601,80.03,11.81,0.0,3.99,0.0,0.0,8.65,4.83,72.55,22.63,1
643,01,039,961700,3,01,039,961700,3,10399617003,1437,86.15,11.34,0.0,0.0,0.0,2.51,11.34,3.62,68.96,27.42,1
644,01,039,961800,1,01,039,961800,1,10399618001,1385,81.88,13.36,0.0,0.07,0.0,4.19,17.04,17.69,62.74,19.57,1
645,01,039,961800,2,01,039,961800,2,10399618002,1446,77.87,16.6,2.77,0.0,0.0,2.77,29.51,8.23,53.6,27.87,1
646,01,039,961900,1,01,039,961900,1,10399619001,902,73.5,12.08,0.0,0.0,0.0,8.98,2.88,3.22,88.58,8.2,1
647,01,039,961900,2,01,039,961900,2,10399619002,1309,83.96,13.67,0.0,0.0,0.0,0.08,17.49,18.64,64.55,16.65,1
648,01,039,962000,1,01,039,962000,1,10399620001,1224,96.0,0.0,0.0,3.76,0.0,0.0,32.76,16.91,61.52,21.57,1
649,01,039,962000,2,01,039,962000,2,10399620002,842,44.66,54.99,0.0,0.0,0.0,0.36,20.31,6.18,78.15,15.68,2
650,01,039,962000,3,01,039,962000,3,10399620003,1269,85.97,13.0,0.0,0.0,0.0,0.0,10.87,11.11,74.63,14.26,1
651,01,039,962000,4,01,039,962000,4,10399620004,432,48.61,51.39,0.0,0.0,0.0,0.0,44.64,1.16,87.27,11.57,2
652,01,039,962100,1,01,039,962100,1,10399621001,912,27.08,71.82,0.0,0.0,0.0,1.1,21.6,15.02,78.4,6.58,2
653,01,039,962100,2,01,039,962100,2,10399621002,1150,79.04,15.74,0.43,0.0,0.0,3.04,31.54,21.83,38.78,16.87,1
654,01,039,962300,1,01,039,962300,1,10399623001,709,93.23,0.28,0.0,0.0,0.0,1.97,18.58,11.99,73.91,14.1,1
655,01,039,962300,2,01,039,962300,2,10399623002,1977,97.67,0.51,0.0,0.0,0.0,1.82,13.11,7.18,82.45,10.37,1
656,01,039,962300,3,01,039,962300,3,10399623003,698,88.97,0.0,0.0,0.0,0.0,11.03,0.86,7.45,67.34,25.21,1
657,01,039,962400,1,01,039,962400,1,10399624001,782,80.56,18.41,0.0,0.0,0.0,0.0,17.14,8.82,55.24,34.02,1
658,01,039,962400,2,01,039,962400,2,10399624002,753,97.34,0.0,0.0,0.0,0.0,0.0,12.75,14.87,59.89,25.23,1
659,01,039,962400,3,01,039,962400,3,10399624003,543,95.03,4.97,0.0,0.0,0.0,0.0,8.47,4.97,75.32,19.71,1
660,01,039,962400,4,01,039,962400,4,10399624004,1033,97.68,0.0,0.0,0.0,0.0,0.0,16.44,0.0,53.82,46.18,1
661,01,039,962500,1,01,039,962500,1,10399625001,570,94.91,5.09,0.0,0.0,0.0,0.0,26.55,1.58,47.89,32.46,1
662,01,039,962500,2,01,039,962500,2,10399625002,859,71.59,24.56,0.0,0.0,0.0,3.84,19.67,11.41,71.59,17.0,1
663,01,039,962600,1,01,039,962600,1,10399626001,836,62.68,26.2,2.15,0.0,0.0,0.6,29.07,23.68,66.75,9.57,1
664,01,039,962600,2,01,039,962600,2,10399626002,682,76.98,12.17,0.0,0.0,0.0,0.0,24.19,24.78,53.37,21.85,1
665,01,039,962700,1,01,039,962700,1,10399627001,943,69.14,30.22,0.0,0.0,0.0,0.0,14.74,12.83,61.82,25.34,1
666,01,039,962700,2,01,039,962700,2,10399627002,627,58.53,40.03,0.0,0.0,0.0,1.44,41.41,21.21,48.01,30.78,1
667,01,039,962800,1,01,039,962800,1,10399628001,740,97.3,0.68,2.03,0.0,0.0,0.0,8.11,11.35,60.68,27.03,1
668,01,039,962800,2,01,039,962800,2,10399628002,904,95.91,1.99,0.0,0.0,0.0,0.22,13.16,12.61,70.91,16.48,1
669,01,039,962900,1,01,039,962900,1,10399629001,892,98.21,0.0,0.0,0.0,0.0,1.79,1.01,1.79,74.89,23.32,1
670,01,039,962900,2,01,039,962900,2,10399629002,1091,95.23,1.28,0.0,1.47,0.0,0.0,8.34,6.32,74.24,19.43,1
671,01,039,963000,1,01,039,963000,1,10399630001,1241,96.29,2.18,0.0,0.0,0.0,0.48,4.59,8.54,78.32,13.13,1
672,01,039,963000,2,01,039,963000,2,10399630002,686,76.24,5.39,0.0,2.33,4.66,8.02,27.99,19.68,69.83,10.5,1
673,01,039,963000,3,01,039,963000,3,10399630003,997,80.44,14.44,0.0,0.0,0.0,0.0,28.08,15.05,63.59,21.36,1
674,01,039,963000,4,01,039,963000,4,10399630004,658,90.88,8.66,0.0,0.46,0.0,0.0,46.2,6.69,55.47,37.84,1
675,01,041,963400,1,01,041,963400,1,10419634001,948,64.77,32.07,0.0,0.0,0.0,2.85,8.44,9.39,58.97,31.65,1
676,01,041,963400,2,01,041,963400,2,10419634002,888,69.71,29.39,0.0,0.0,0.9,0.0,15.57,10.7,75.0,14.3,1
677,01,041,963500,1,01,041,963500,1,10419635001,797,63.36,32.87,0.0,0.0,0.0,0.0,31.6,9.28,57.59,31.99,1
678,01,041,963500,2,01,041,963500,2,10419635002,1208,90.73,4.64,0.0,0.0,0.0,0.0,14.16,7.37,69.04,23.59,1
679,01,041,963600,1,01,041,963600,1,10419636001,678,89.53,3.1,0.0,0.0,0.0,6.05,22.86,1.47,67.26,31.27,1
680,01,041,963600,2,01,041,963600,2,10419636002,1437,77.45,19.9,2.3,0.0,0.0,0.0,10.77,11.48,59.64,28.88,1
681,01,041,963600,3,01,041,963600,3,10419636003,828,56.28,43.72,0.0,0.0,0.0,0.0,3.97,0.0,59.3,34.9,1
682,01,041,963700,1,01,041,963700,1,10419637001,1204,75.58,6.15,0.0,13.37,0.0,0.0,10.38,3.49,76.83,19.1,1
683,01,041,963700,2,01,041,963700,2,10419637002,735,73.2,26.8,0.0,0.0,0.0,0.0,16.05,7.21,74.69,18.1,1
684,01,041,963700,3,01,041,963700,3,10419637003,1044,56.9,30.56,0.0,0.0,0.0,1.63,7.2,8.24,63.98,12.36,1
685,01,041,963700,4,01,041,963700,4,10419637004,894,84.23,3.69,0.0,0.0,0.0,12.08,12.53,4.81,67.45,26.06,1
686,01,041,963800,1,01,041,963800,1,10419638001,1562,50.83,40.08,3.65,0.0,0.0,4.8,17.8,8.96,67.73,23.3,1
687,01,041,963900,1,01,041,963900,1,10419639001,1603,72.68,23.21,0.0,1.37,0.0,2.31,19.53,13.29,66.19,20.52,1
688,01,043,964100,1,01,043,964100,1,10439641001,2341,91.76,0.0,0.0,0.0,0.0,6.41,20.38,10.64,70.78,18.58,1
689,01,043,964100,2,01,043,964100,2,10439641002,781,92.96,0.0,0.0,0.0,0.0,4.99,34.06,38.67,52.24,9.09,1
690,01,043,964100,3,01,043,964100,3,10439641003,1370,100.0,0.0,0.0,0.0,0.0,0.0,21.53,23.8,58.03,18.18,1
691,01,043,964100,4,01,043,964100,4,10439641004,1082,100.0,0.0,0.0,0.0,0.0,0.0,15.9,17.19,65.62,17.19,1
692,01,043,964100,5,01,043,964100,5,10439641005,866,92.49,0.0,0.0,0.0,0.0,5.2,12.82,11.43,58.31,30.25,1
693,01,043,964201,1,01,043,964201,1,10439642011,1479,88.1,0.0,1.35,5.68,0.0,3.58,16.36,14.74,65.65,19.61,1
694,01,043,964201,2,01,043,964201,2,10439642012,819,90.35,3.3,0.0,0.0,0.0,0.0,0.0,6.84,83.88,9.28,1
695,01,043,964201,3,01,043,964201,3,10439642013,1469,99.18,0.0,0.0,0.0,0.0,0.82,4.83,7.76,82.57,9.67,1
696,01,043,964202,1,01,043,964202,1,10439642021,1247,98.56,0.0,0.0,0.0,0.0,0.0,9.06,5.77,73.22,21.01,1
697,01,043,964202,2,01,043,964202,2,10439642022,1097,97.54,0.0,0.0,0.0,0.0,2.46,19.96,10.76,78.67,10.57,1
698,01,043,964202,3,01,043,964202,3,10439642023,1071,98.97,0.0,0.0,0.0,0.0,0.0,7.47,7.66,63.49,28.85,1
699,01,043,964300,1,01,043,964300,1,10439643001,1176,51.87,0.0,2.55,0.0,0.0,31.8,11.48,38.95,44.56,16.5,1
700,01,043,964300,2,01,043,964300,2,10439643002,1667,94.0,0.18,0.0,1.68,0.0,1.92,2.65,7.62,76.54,15.84,1
701,01,043,964300,3,01,043,964300,3,10439643003,770,97.27,0.0,0.26,0.0,0.0,2.47,7.92,0.0,82.21,17.79,1
702,01,043,964300,4,01,043,964300,4,10439643004,923,98.16,0.0,0.0,0.0,0.0,0.0,3.48,12.78,60.56,26.65,1
703,01,043,964400,1,01,043,964400,1,10439644001,1826,93.1,0.0,0.0,0.0,0.0,3.23,10.41,10.3,67.8,21.91,1
704,01,043,964400,2,01,043,964400,2,10439644002,2209,96.47,0.0,0.0,0.0,0.0,1.36,12.32,7.33,68.67,23.99,1
705,01,043,964500,1,01,043,964500,1,10439645001,1884,99.58,0.0,0.0,0.0,0.0,0.42,15.07,10.14,78.03,11.84,1
706,01,043,964500,2,01,043,964500,2,10439645002,634,100.0,0.0,0.0,0.0,0.0,0.0,12.78,5.21,74.29,20.5,1
707,01,043,964500,3,01,043,964500,3,10439645003,1972,99.59,0.0,0.0,0.0,0.0,0.0,5.87,14.86,61.56,23.58,1
708,01,043,964600,1,01,043,964600,1,10439646001,1387,93.22,1.51,0.0,0.0,0.0,3.82,12.98,7.07,67.34,25.59,1
709,01,043,964600,2,01,043,964600,2,10439646002,1181,100.0,0.0,0.0,0.0,0.0,0.0,24.56,8.89,74.51,16.6,1
710,01,043,964600,3,01,043,964600,3,10439646003,1198,92.4,0.0,1.25,0.0,0.0,6.34,7.26,17.78,66.44,15.78,1
711,01,043,964700,1,01,043,964700,1,10439647001,1506,97.34,0.0,0.0,1.99,0.0,0.66,12.93,14.54,69.39,16.07,1
712,01,043,964700,2,01,043,964700,2,10439647002,1667,49.31,0.0,0.0,0.0,0.0,50.69,8.7,4.26,84.58,11.16,6
713,01,043,964700,3,01,043,964700,3,10439647003,2392,98.75,0.0,0.0,0.0,0.0,0.0,9.48,7.15,73.04,19.82,1
714,01,043,964800,1,01,043,964800,1,10439648001,784,86.35,0.0,0.0,0.0,0.0,12.37,0.0,6.76,64.8,28.44,1
715,01,043,964800,2,01,043,964800,2,10439648002,622,100.0,0.0,0.0,0.0,0.0,0.0,7.23,14.63,69.13,16.24,1
716,01,043,964800,3,01,043,964800,3,10439648003,1682,77.29,2.5,0.0,0.0,0.0,13.08,28.53,14.8,71.58,13.61,1
717,01,043,964800,4,01,043,964800,4,10439648004,1067,94.94,0.0,0.0,0.0,0.0,1.59,4.87,12.75,72.16,15.09,1
718,01,043,964901,1,01,043,964901,1,10439649011,835,93.17,0.0,0.0,0.0,0.0,0.0,12.46,5.27,85.75,8.98,1
719,01,043,964901,2,01,043,964901,2,10439649012,1238,96.93,3.07,0.0,0.0,0.0,0.0,16.4,5.65,87.64,6.7,1
720,01,043,964901,3,01,043,964901,3,10439649013,448,85.49,0.0,0.0,3.79,0.0,0.67,4.18,10.27,60.04,9.82,1
721,01,043,964901,4,01,043,964901,4,10439649014,1035,98.45,0.29,0.0,1.06,0.0,0.19,4.42,4.35,70.24,17.29,1
722,01,043,964902,1,01,043,964902,1,10439649021,1928,78.58,3.32,1.56,4.1,0.0,4.41,11.89,9.85,68.62,18.78,1
723,01,043,964902,2,01,043,964902,2,10439649022,1079,78.87,0.93,0.0,1.58,0.0,8.53,24.28,14.37,59.96,25.67,1
724,01,043,965001,1,01,043,965001,1,10439650011,1137,77.31,0.18,0.0,0.18,0.0,22.34,14.78,20.05,69.48,10.47,1
725,01,043,965001,2,01,043,965001,2,10439650012,1523,93.3,0.0,1.64,0.0,0.0,0.0,4.07,10.31,76.76,12.93,1
726,01,043,965002,1,01,043,965002,1,10439650021,907,76.85,0.0,0.0,0.0,0.0,23.15,4.19,7.83,78.28,13.89,1
727,01,043,965002,2,01,043,965002,2,10439650022,1283,87.37,0.0,0.08,0.0,0.0,0.62,2.14,0.0,75.45,19.41,1
728,01,043,965002,3,01,043,965002,3,10439650023,1402,85.24,6.7,0.0,0.0,0.0,7.56,30.39,16.26,40.09,18.05,1
729,01,043,965002,4,01,043,965002,4,10439650024,812,98.15,0.0,1.85,0.0,0.0,0.0,41.75,17.24,67.24,15.52,1
730,01,043,965100,1,01,043,965100,1,10439651001,1902,94.37,2.0,0.0,0.0,0.0,3.63,6.62,13.67,66.46,19.87,1
731,01,043,965100,2,01,043,965100,2,10439651002,1872,95.19,0.0,2.83,0.0,0.0,1.98,4.49,10.52,51.34,38.14,1
732,01,043,965200,1,01,043,965200,1,10439652001,1175,84.34,0.0,0.0,2.89,0.0,12.77,19.19,11.91,66.98,21.11,1
733,01,043,965200,2,01,043,965200,2,10439652002,1389,98.78,0.0,0.0,0.0,0.0,0.58,10.51,4.54,66.88,28.58,1
734,01,043,965300,1,01,043,965300,1,10439653001,1302,98.31,0.15,0.15,0.0,0.0,0.31,25.81,19.89,53.61,26.5,1
735,01,043,965300,2,01,043,965300,2,10439653002,2009,98.41,0.0,0.0,0.0,0.0,0.9,9.06,18.57,65.75,15.68,1
736,01,043,965300,3,01,043,965300,3,10439653003,1521,97.3,0.0,0.0,0.0,0.0,0.0,25.51,6.38,73.83,19.79,1
737,01,043,965401,1,01,043,965401,1,10439654011,1130,87.79,0.0,0.0,0.0,0.0,0.0,23.89,6.73,66.28,26.99,1
738,01,043,965401,2,01,043,965401,2,10439654012,1215,95.88,1.15,0.0,0.0,0.0,2.55,33.17,3.29,50.7,28.89,1
739,01,043,965401,3,01,043,965401,3,10439654013,947,81.1,18.9,0.0,0.0,0.0,0.0,4.72,5.7,78.88,15.42,1
740,01,043,965402,1,01,043,965402,1,10439654021,1221,95.25,4.75,0.0,0.0,0.0,0.0,9.01,4.91,72.48,22.6,1
741,01,043,965402,2,01,043,965402,2,10439654022,1064,94.92,0.19,0.0,0.0,0.0,4.89,19.92,16.17,64.19,19.17,1
742,01,043,965402,3,01,043,965402,3,10439654023,1438,99.58,0.0,0.0,0.0,0.0,0.0,15.79,19.89,59.74,20.38,1
743,01,043,965402,4,01,043,965402,4,10439654024,1050,92.76,2.86,0.0,0.0,0.0,0.0,5.33,14.95,52.95,32.1,1
744,01,043,965501,1,01,043,965501,1,10439655011,1685,83.38,16.02,0.0,0.12,0.0,0.0,13.89,9.02,71.34,19.64,1
745,01,043,965502,1,01,043,965502,1,10439655021,164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.44,47.56,1
746,01,043,965502,2,01,043,965502,2,10439655022,1480,77.16,0.74,1.15,0.0,0.0,9.8,5.54,28.78,42.36,28.85,1
747,01,043,965502,3,01,043,965502,3,10439655023,829,86.61,0.0,0.0,0.0,0.0,13.39,2.41,2.77,79.25,15.2,1
748,01,043,965502,4,01,043,965502,4,10439655024,1020,99.61,0.0,0.0,0.0,0.0,0.0,9.02,11.76,68.43,19.8,1
749,01,043,965600,1,01,043,965600,1,10439656001,1275,90.51,1.33,0.0,0.0,0.0,1.25,8.55,10.04,79.69,10.27,1
750,01,043,965600,2,01,043,965600,2,10439656002,432,98.38,0.0,0.0,0.0,0.0,1.62,5.56,4.63,56.48,38.89,1
751,01,043,965600,3,01,043,965600,3,10439656003,616,77.11,0.0,0.0,0.0,0.0,0.0,18.02,7.14,57.31,35.55,1
752,01,043,965700,1,01,043,965700,1,10439657001,796,98.12,0.0,0.0,0.0,0.0,0.38,13.09,7.66,73.62,18.72,1
753,01,043,965700,2,01,043,965700,2,10439657002,2017,93.21,0.84,0.0,0.0,0.0,4.91,8.33,9.37,67.18,23.45,1
754,01,045,020000,1,01,045,020000,1,10450200001,1640,80.49,10.24,0.0,0.0,0.0,6.89,16.4,0.73,51.4,11.46,1
755,01,045,020000,2,01,045,020000,2,10450200002,1231,63.93,15.11,3.49,1.87,0.0,6.9,14.3,0.0,57.03,20.47,1
756,01,045,020000,3,01,045,020000,3,10450200003,2844,58.72,6.89,0.0,4.89,0.0,21.38,32.18,0.0,27.85,24.82,1
757,01,045,020100,1,01,045,020100,1,10450201001,770,81.56,9.48,0.0,0.0,0.0,8.18,38.44,10.26,61.3,28.18,1
758,01,045,020100,2,01,045,020100,2,10450201002,1564,92.52,5.69,0.0,0.0,0.0,0.0,27.69,6.39,66.82,26.79,1
759,01,045,020100,3,01,045,020100,3,10450201003,911,77.5,8.23,0.0,0.0,0.0,3.18,3.73,7.03,52.69,40.29,1
760,01,045,020200,1,01,045,020200,1,10450202001,497,82.09,6.84,4.02,0.0,0.0,0.0,5.63,4.23,53.92,41.85,1
761,01,045,020200,2,01,045,020200,2,10450202002,1463,94.33,3.35,1.91,0.0,0.0,0.41,6.92,7.52,73.89,18.59,1
762,01,045,020300,1,01,045,020300,1,10450203001,1359,80.21,19.13,0.0,0.0,0.0,0.0,6.11,15.6,66.67,17.73,1
763,01,045,020300,2,01,045,020300,2,10450203002,1048,91.13,7.44,0.0,0.0,0.0,0.0,13.27,6.58,60.4,33.02,1
764,01,045,020400,1,01,045,020400,1,10450204001,1516,83.91,9.96,0.0,0.0,0.0,6.13,3.2,7.72,58.97,23.94,1
765,01,045,020400,2,01,045,020400,2,10450204002,967,94.21,2.59,1.14,0.0,0.0,2.07,18.51,15.51,60.5,23.99,1
766,01,045,020500,1,01,045,020500,1,10450205001,449,77.51,15.81,5.35,0.0,0.0,1.34,19.82,2.9,69.49,26.28,1
767,01,045,020500,2,01,045,020500,2,10450205002,759,43.21,56.79,0.0,0.0,0.0,0.0,55.07,10.28,71.01,18.71,2
768,01,045,020500,3,01,045,020500,3,10450205003,551,68.24,14.16,0.0,0.0,0.0,10.89,16.85,14.52,49.36,36.12,1
769,01,045,020700,1,01,045,020700,1,10450207001,948,5.38,94.62,0.0,0.0,0.0,0.0,67.72,18.67,52.11,29.22,2
770,01,045,020700,2,01,045,020700,2,10450207002,719,37.55,54.38,0.0,4.73,0.0,0.0,14.46,19.47,61.34,19.19,2
771,01,045,020700,3,01,045,020700,3,10450207003,593,47.05,52.95,0.0,0.0,0.0,0.0,12.31,5.73,60.71,31.03,2
772,01,045,020700,4,01,045,020700,4,10450207004,834,25.3,65.71,0.0,8.63,0.0,0.36,7.24,29.38,31.89,29.86,2
773,01,045,020801,1,01,045,020801,1,10450208011,1318,54.25,30.8,1.29,0.0,0.0,7.66,17.45,9.33,64.26,23.6,1
774,01,045,020801,2,01,045,020801,2,10450208012,1970,50.56,21.02,0.0,0.86,0.0,24.52,28.17,11.47,43.65,44.87,1
775,01,045,020802,1,01,045,020802,1,10450208021,599,48.91,41.24,0.0,0.0,0.0,9.85,30.05,7.18,55.43,37.4,7
776,01,045,020802,2,01,045,020802,2,10450208022,724,79.7,14.92,0.0,1.8,0.0,1.24,9.67,2.49,61.19,35.22,1
777,01,045,020802,3,01,045,020802,3,10450208023,1137,84.61,1.67,0.0,0.0,0.0,9.06,8.71,8.8,66.58,24.63,1
778,01,045,020802,4,01,045,020802,4,10450208024,912,63.05,25.22,0.0,5.92,0.0,1.32,1.21,0.99,46.71,52.3,1
779,01,045,020802,5,01,045,020802,5,10450208025,804,65.67,25.0,4.1,0.0,0.0,0.0,2.79,4.35,52.36,27.99,1
780,01,045,021101,1,01,045,021101,1,10450211011,2208,70.97,8.51,0.23,0.86,0.0,18.93,8.24,13.36,48.55,26.31,1
781,01,045,021101,2,01,045,021101,2,10450211012,1614,44.92,31.54,2.91,2.79,0.0,12.76,16.48,7.87,64.56,25.28,7
782,01,045,021101,3,01,045,021101,3,10450211013,903,60.47,11.74,0.0,3.1,0.0,16.06,10.41,14.17,52.49,33.33,1
783,01,045,021102,1,01,045,021102,1,10450211021,839,51.25,28.84,0.0,0.0,0.0,14.54,0.0,28.61,56.62,10.49,1
784,01,045,021102,2,01,045,021102,2,10450211022,1048,41.13,45.99,0.0,5.53,0.0,0.0,23.52,18.23,52.86,19.75,7
785,01,045,021102,3,01,045,021102,3,10450211023,853,58.15,19.58,0.0,1.99,0.0,15.83,28.02,15.59,55.69,25.21,1
786,01,045,021102,4,01,045,021102,4,10450211024,1499,73.78,18.48,1.0,0.0,0.0,5.94,37.02,15.88,61.04,23.08,1
787,01,045,021200,1,01,045,021200,1,10450212001,1529,71.35,16.02,0.0,5.56,0.0,5.43,17.85,10.14,55.13,34.73,1
788,01,045,021200,2,01,045,021200,2,10450212002,1217,84.31,12.82,0.0,0.0,0.0,2.63,22.6,20.79,64.34,14.87,1
789,01,045,021300,1,01,045,021300,1,10450213001,1192,84.82,13.26,0.0,0.25,0.0,0.34,18.69,9.98,66.86,23.15,1
790,01,045,021300,2,01,045,021300,2,10450213002,606,86.47,9.74,0.0,0.0,0.0,0.0,12.87,5.94,74.26,18.48,1
791,01,045,021300,3,01,045,021300,3,10450213003,779,80.49,13.22,0.0,0.0,0.0,3.98,24.01,12.2,63.41,24.39,1
792,01,045,021300,4,01,045,021300,4,10450213004,1850,86.38,9.41,0.0,0.0,0.0,2.11,3.5,4.22,71.62,23.84,1
793,01,045,021400,1,01,045,021400,1,10450214001,1468,82.43,9.06,2.18,0.0,0.0,0.14,14.82,6.54,60.42,32.02,1
794,01,045,021400,2,01,045,021400,2,10450214002,1451,82.08,13.58,0.62,0.48,0.0,0.62,23.85,13.44,64.78,21.09,1
795,01,045,021400,3,01,045,021400,3,10450214003,959,48.49,44.84,0.1,0.0,0.0,5.42,14.8,20.02,67.78,12.2,7
796,01,045,021400,4,01,045,021400,4,10450214004,1151,40.92,51.26,0.0,0.0,0.0,5.65,35.01,14.25,65.86,19.9,2
797,01,047,956101,1,01,047,956101,1,10479561011,946,75.05,24.95,0.0,0.0,0.0,0.0,4.86,5.39,87.42,7.19,1
798,01,047,956101,2,01,047,956101,2,10479561012,1450,26.97,67.24,0.0,0.0,0.0,0.0,20.41,17.79,60.69,21.52,2
799,01,047,956101,3,01,047,956101,3,10479561013,760,49.21,50.79,0.0,0.0,0.0,0.0,12.63,20.39,59.34,20.26,2
800,01,047,956102,1,01,047,956102,1,10479561021,917,37.95,62.05,0.0,0.0,0.0,0.0,32.57,11.67,78.74,9.6,2
801,01,047,956102,2,01,047,956102,2,10479561022,1786,74.86,25.14,0.0,0.0,0.0,0.0,14.86,1.68,76.99,21.33,1
802,01,047,956201,1,01,047,956201,1,10479562011,1558,70.47,29.53,0.0,0.0,0.0,0.0,14.76,5.78,79.4,14.83,1
803,01,047,956201,2,01,047,956201,2,10479562012,614,79.48,20.52,0.0,0.0,0.0,0.0,20.85,0.0,85.02,14.98,1
804,01,047,956202,1,01,047,956202,1,10479562021,1050,74.95,23.52,0.0,0.0,0.0,0.0,25.24,18.76,61.43,19.81,1
805,01,047,956202,2,01,047,956202,2,10479562022,967,61.63,35.06,0.72,0.0,0.0,0.52,33.92,5.89,73.94,20.17,1
806,01,047,956300,1,01,047,956300,1,10479563001,2382,2.56,97.44,0.0,0.0,0.0,0.0,64.58,19.19,65.79,15.03,2
807,01,047,956300,2,01,047,956300,2,10479563002,1478,12.52,86.4,0.0,0.0,0.34,0.74,6.83,1.56,79.03,19.42,2
808,01,047,956400,1,01,047,956400,1,10479564001,950,7.58,92.32,0.0,0.0,0.0,0.0,50.53,2.84,61.89,24.0,2
809,01,047,956400,2,01,047,956400,2,10479564002,1060,9.91,78.3,0.0,10.28,0.0,0.0,47.64,10.0,77.64,12.36,2
810,01,047,956400,3,01,047,956400,3,10479564003,770,0.0,100.0,0.0,0.0,0.0,0.0,62.21,25.58,58.57,15.84,2
811,01,047,956500,1,01,047,956500,1,10479565001,648,1.39,98.61,0.0,0.0,0.0,0.0,48.92,32.87,51.85,15.28,2
812,01,047,956500,2,01,047,956500,2,10479565002,643,6.38,87.56,6.07,0.0,0.0,0.0,34.06,6.69,74.65,18.66,2
813,01,047,956500,3,01,047,956500,3,10479565003,840,1.31,98.69,0.0,0.0,0.0,0.0,52.5,6.55,76.43,17.02,2
814,01,047,956500,4,01,047,956500,4,10479565004,819,0.0,100.0,0.0,0.0,0.0,0.0,59.71,35.29,57.26,7.45,2
815,01,047,956600,1,01,047,956600,1,10479566001,485,1.44,96.91,0.0,0.0,0.0,1.65,21.24,8.25,72.78,18.97,2
816,01,047,956600,2,01,047,956600,2,10479566002,785,27.39,72.61,0.0,0.0,0.0,0.0,25.47,6.11,75.67,18.22,2
817,01,047,956600,3,01,047,956600,3,10479566003,353,37.68,56.94,0.0,0.0,0.0,0.0,14.16,11.9,69.97,18.13,2
818,01,047,956600,4,01,047,956600,4,10479566004,805,0.25,97.14,0.0,0.0,0.0,2.61,18.88,13.66,43.11,43.23,2
819,01,047,956701,1,01,047,956701,1,10479567011,1817,42.43,54.21,0.0,1.21,0.0,2.09,11.83,5.45,75.4,19.15,2
820,01,047,956702,1,01,047,956702,1,10479567021,1763,38.8,61.2,0.0,0.0,0.0,0.0,33.92,5.5,73.62,20.87,2
821,01,047,956800,1,01,047,956800,1,10479568001,475,2.11,97.89,0.0,0.0,0.0,0.0,73.26,10.11,78.32,11.58,2
822,01,047,956800,2,01,047,956800,2,10479568002,1128,9.66,90.25,0.0,0.0,0.0,0.09,20.22,4.43,73.58,10.55,2
823,01,047,956800,3,01,047,956800,3,10479568003,664,39.76,42.32,0.0,17.92,0.0,0.0,2.71,6.93,70.78,22.29,7
824,01,047,956900,1,01,047,956900,1,10479569001,1036,13.32,86.68,0.0,0.0,0.0,0.0,23.17,6.08,71.91,22.01,2
825,01,047,956900,2,01,047,956900,2,10479569002,1050,7.05,92.95,0.0,0.0,0.0,0.0,60.86,3.71,81.62,14.67,2
826,01,047,956900,3,01,047,956900,3,10479569003,481,17.67,82.33,0.0,0.0,0.0,0.0,57.17,10.81,61.75,27.44,2
827,01,047,957000,1,01,047,957000,1,10479570001,272,46.69,50.0,0.0,0.0,0.0,3.31,6.25,23.16,52.57,24.26,2
828,01,047,957000,2,01,047,957000,2,10479570002,770,30.52,68.05,0.26,0.0,0.0,1.17,19.76,15.32,58.44,24.16,2
829,01,047,957100,1,01,047,957100,1,10479571001,1060,12.08,87.36,0.0,0.0,0.0,0.57,24.72,1.51,67.26,31.23,2
830,01,047,957100,2,01,047,957100,2,10479571002,468,50.21,45.3,0.0,0.0,0.0,0.0,29.49,10.26,78.42,11.32,1
831,01,047,957200,1,01,047,957200,1,10479572001,659,0.61,99.39,0.0,0.0,0.0,0.0,8.04,17.3,71.62,11.08,2
832,01,047,957200,2,01,047,957200,2,10479572002,739,0.0,100.0,0.0,0.0,0.0,0.0,43.44,18.4,70.37,11.23,2
833,01,047,957301,1,01,047,957301,1,10479573011,454,18.06,81.72,0.0,0.0,0.0,0.0,3.74,18.06,60.57,21.37,2
834,01,047,957301,2,01,047,957301,2,10479573012,693,1.73,97.26,0.0,0.0,0.0,0.0,34.92,5.63,90.04,4.33,2
835,01,047,957301,3,01,047,957301,3,10479573013,1180,0.0,100.0,0.0,0.0,0.0,0.0,26.1,11.02,82.12,6.86,2
836,01,047,957302,1,01,047,957302,1,10479573021,286,88.81,11.19,0.0,0.0,0.0,0.0,6.29,0.0,45.8,54.2,1
837,01,047,957302,2,01,047,957302,2,10479573022,1123,13.54,86.46,0.0,0.0,0.0,0.0,8.82,3.38,95.1,1.51,2
838,01,049,960101,1,01,049,960101,1,10499601011,828,86.96,0.0,13.04,0.0,0.0,0.0,12.2,23.67,48.31,28.02,1
839,01,049,960101,2,01,049,960101,2,10499601012,1171,97.18,0.0,0.09,0.0,0.0,0.0,37.57,6.23,68.74,25.02,1
840,01,049,960102,1,01,049,960102,1,10499601021,1119,89.1,0.0,2.59,1.52,0.0,0.0,15.19,11.26,73.55,15.19,1
841,01,049,960102,2,01,049,960102,2,10499601022,427,100.0,0.0,0.0,0.0,0.0,0.0,3.04,7.26,72.37,20.37,1
