State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
24,1,100,1,240010001001,751,96.27,0.0,0.0,0.0,0.0,1.46,3.86,2.93,83.36,13.72,white_alone,-78.39960682682424,39.662808902741055,30.902,40.733,17.207,15.146,28.552,17.204,20.078,15.132,10.137,20.078,20.078,21.179,17.631,False,30.902,30.902,30.902,30.902,30.902,30.902,17.001,17.001,17.001,17.001,17.001,17.001,17.001,17.001,17.001,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,17.207,40.733,31.264,0.0,31.547,31.264,0.0,31.547,31.264,0.0,31.547,31.264,0.0,17.001,17.001,0.0,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.204,17.001,17.001,17.204,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,10.137,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,15.132,17.631,17.631,17.631,17.631,17.631,0.0,17.001,17.001,0.0,17.001,17.001,0.0,17.001,17.001,0.0
24,1,100,2,240010001002,1958,97.8,0.87,0.0,0.82,0.0,0.41,14.76,9.86,74.41,13.99,white_alone,-78.54744580175918,39.66868471016963,18.319,29.468,16.073,16.063,15.997,10.913,16.375,16.864,15.927,16.207,16.207,16.207,6.211,False,18.319,18.319,18.319,18.319,18.319,18.319,18.319,18.319,18.319,18.319,17.776,18.319,17.776,17.776,18.319,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,16.073,29.468,18.663,12.671,18.965,18.663,12.671,18.965,18.663,12.671,18.965,18.663,12.671,18.965,18.663,12.671,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,11.181,15.927,15.927,11.181,15.927,11.181,11.181,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,16.864,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211,6.211
24,1,100,3,240010001003,958,95.82,0.0,0.0,0.63,0.0,3.03,3.34,2.61,67.22,30.17,white_alone,-78.54038460756719,39.568282819215376,20.994,27.457,18.74,18.782,18.804,13.876,20.829,8.073,18.698,20.572,20.572,20.572,3.681,False,20.994,20.994,20.994,20.994,20.994,20.994,20.994,20.994,20.994,20.994,19.27,20.994,19.27,19.27,20.994,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,27.457,21.453,15.997,21.536,21.453,15.997,21.536,21.453,15.997,21.536,21.453,15.997,21.536,21.453,15.997,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,13.876,18.698,18.698,18.698,18.698,18.698,18.698,18.698,18.698,0.0,18.698,18.698,0.0,18.698,0.0,0.0,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,8.073,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681,3.681
24,1,200,1,240010002001,690,93.91,0.72,0.0,2.61,0.0,0.0,0.58,5.07,78.12,16.81,white_alone,-78.67981850847357,39.58717185094195,9.943,15.801,8.151,7.616,8.307,6.032,9.008,7.589,8.202,8.876,8.876,8.876,8.621,False,9.943,9.943,9.943,9.943,9.943,9.943,9.943,9.943,9.943,9.943,7.78,9.943,7.78,7.78,9.943,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,8.151,15.801,10.404,9.182,10.341,10.404,9.182,10.341,10.404,9.182,10.341,10.404,9.182,10.341,10.404,9.182,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,6.032,8.202,8.202,8.202,8.202,8.202,8.202,8.202,8.202,8.202,8.202,8.202,8.202,7.78,8.202,8.202,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,7.589,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,7.78,8.621,7.78,7.78,8.621
24,1,200,2,240010002002,964,91.29,0.0,0.0,3.22,0.0,0.0,9.96,2.39,64.21,33.4,white_alone,-78.67799325479966,39.68353629160853,7.888,20.337,5.845,4.975,6.0,3.921,5.221,7.765,5.177,4.984,4.984,4.984,4.839,False,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,7.888,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,5.845,20.337,8.106,8.182,8.501,8.106,8.182,8.501,8.106,8.182,8.501,8.106,8.182,8.501,8.106,8.182,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,3.921,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,5.177,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,7.765,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839,4.839
24,1,200,3,240010002003,2182,50.41,39.96,0.0,1.05,0.0,5.73,5.33,2.06,27.91,10.45,white_alone,-78.73690527808104,39.60459381461528,5.599,11.751,4.818,3.056,5.04,0.969,3.876,3.033,3.853,3.876,3.876,3.888,5.65,False,5.599,5.599,5.599,5.599,5.599,5.599,5.599,5.599,5.599,5.599,3.235,5.599,3.235,3.235,5.599,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,4.818,11.751,6.0,4.695,5.785,6.0,4.695,5.785,6.0,4.695,5.785,6.0,4.695,5.785,6.0,4.695,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,0.969,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.853,3.235,3.853,3.853,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,3.033,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,3.235,5.65,3.235,3.235,5.65
24,1,500,1,240010005001,1146,83.6,13.87,0.0,0.87,0.0,0.7,23.65,16.67,60.21,23.12,white_alone,-78.7515544752568,39.65123049309522,0.749,13.642,1.423,0.749,1.622,0.954,0.854,0.651,1.228,0.648,0.648,0.648,0.551,True,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.167,1.39,1.423,13.642,1.167,1.03,1.39,1.167,1.03,1.39,1.167,1.03,1.39,1.167,1.03,1.39,1.167,1.03,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.228,1.004,1.228,1.228,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551
24,1,500,2,240010005002,1167,49.19,43.1,0.17,1.03,0.0,3.26,38.25,5.4,71.04,15.0,other,-78.72533071050405,39.65647816531831,3.041,15.878,0.921,1.109,0.974,0.907,2.565,2.927,0.985,2.565,2.565,2.877,0.911,False,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,3.041,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,15.878,3.376,3.162,3.688,3.376,3.162,3.688,3.376,3.162,3.688,3.376,3.162,3.688,3.376,3.162,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,2.927,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911
24,1,600,1,240010006001,1967,95.48,1.93,0.41,0.46,0.0,0.2,9.31,0.86,68.94,28.77,white_alone,-78.73830357179806,39.636557790597806,2.519,13.579,1.326,0.804,1.549,1.018,2.591,0.569,1.506,2.046,2.046,2.046,2.199,True,2.519,2.519,2.519,2.519,2.519,2.519,2.519,2.519,2.519,2.519,1.087,2.519,1.087,1.087,2.519,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,13.579,2.985,1.87,2.984,2.985,1.87,2.984,2.985,1.87,2.984,2.985,1.87,2.984,2.985,1.87,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.087,1.506,1.506,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,2.199,2.199,2.199,2.199,2.199,2.199,2.199,2.199,2.199,2.199,1.087,2.199,1.087,1.087,2.199
24,1,600,2,240010006002,933,74.17,3.43,3.54,0.0,0.0,0.11,35.16,1.07,84.14,14.79,white_alone,-78.7581918978333,39.643501920913,0.92,12.868,2.19,0.299,2.292,0.999,0.934,0.895,0.865,0.457,0.457,0.457,1.038,True,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,1.306,1.16,2.19,12.868,1.306,0.0,1.16,1.306,0.0,1.16,1.306,0.0,1.16,1.306,0.0,1.16,1.306,0.0,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.947,0.999,0.999,0.947,0.833,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038
