State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
22,1,960101,1,220019601011,517,86.85,13.15,0.0,0.0,0.0,0.0,25.92,3.29,50.1,46.62,white_alone,-92.20136059339166,30.40074200834532,17.535,18.077,1.1,0.957,12.805,1.094,17.891,1.383,1.433,17.891,17.891,17.893,1.571,True,0.797,0.797,0.0,0.797,0.797,0.0,0.797,0.797,0.0,0.797,0.797,0.0,0.797,0.797,0.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,18.077,18.077,18.077,18.077,18.077,18.077,0.797,0.797,18.077,0.797,0.797,0.0,0.797,0.797,0.0,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.383,1.383,1.383,1.383,1.383,0.0,1.383,1.383,0.0,1.383,1.383,0.0,1.383,1.383,0.0,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571
22,1,960101,2,220019601012,225,100.0,0.0,0.0,0.0,0.0,0.0,5.78,9.33,74.22,16.44,white_alone,-92.22228246508148,30.405758014311743,17.92,19.183,1.555,0.415,14.77,1.701,17.813,0.349,0.529,17.813,17.813,17.813,0.683,True,1.364,1.364,2.083,1.364,1.364,2.083,1.364,1.364,2.083,1.364,1.364,2.083,1.364,1.364,2.083,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,19.183,19.183,19.183,19.183,19.183,19.183,1.364,1.364,19.183,1.364,1.364,2.083,1.364,1.364,2.083,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,1.701,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683
22,1,960101,3,220019601013,1707,49.09,34.21,0.0,0.0,0.0,13.83,34.29,8.67,81.43,3.34,other,-92.21521163050684,30.39679052981399,17.161,19.336,0.412,0.488,14.172,0.54,17.043,0.76,0.691,17.043,17.043,17.043,1.223,True,0.651,0.651,1.399,0.651,0.651,1.399,0.651,0.651,1.399,0.651,0.651,1.399,0.651,0.651,1.399,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.412,19.336,19.336,19.336,19.336,19.336,19.336,0.651,0.651,19.336,0.651,0.651,1.399,0.651,0.651,1.399,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223,1.223
22,1,960101,4,220019601014,184,100.0,0.0,0.0,0.0,0.0,0.0,21.2,23.91,49.46,26.63,white_alone,-92.18795720723617,30.40207080545974,16.603,17.085,2.338,2.156,11.511,2.293,17.045,2.636,2.483,17.045,17.045,17.047,2.723,False,2.091,2.091,1.294,2.091,2.091,1.294,2.091,2.091,1.294,2.091,2.091,1.294,2.091,2.091,1.294,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,2.338,17.085,17.085,17.085,17.085,17.085,17.085,2.091,2.091,17.085,2.091,2.091,1.294,2.091,2.091,1.294,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.636,2.636,2.636,2.636,2.636,1.294,2.636,2.636,1.294,2.636,2.636,1.294,2.636,2.636,1.294,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723
22,1,960101,5,220019601015,360,70.0,8.61,0.0,0.0,0.0,0.0,27.22,38.06,26.11,35.83,white_alone,-92.2199618351996,30.384994102127568,15.772,20.577,1.451,1.491,14.828,1.415,15.655,2.117,1.127,15.655,15.655,15.655,2.569,False,1.953,1.953,2.5,1.953,1.953,2.5,1.953,1.953,2.5,1.953,1.953,2.5,1.953,1.953,2.5,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,20.577,20.577,20.577,20.577,20.577,20.577,1.953,1.953,20.577,1.953,1.953,2.5,1.953,1.953,2.5,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.415,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,1.127,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569,2.569
22,1,960101,6,220019601016,381,83.73,16.27,0.0,0.0,0.0,0.0,0.0,7.35,92.65,0.0,white_alone,-92.23980463450796,30.40070481710329,17.0,20.845,2.806,2.186,16.48,2.919,16.911,2.099,1.881,16.911,16.911,16.911,2.455,False,2.893,2.893,3.687,2.893,2.893,3.687,2.893,2.893,3.687,2.893,2.893,3.687,2.893,2.893,3.687,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,2.806,20.845,20.845,20.845,20.845,20.845,20.845,2.893,2.893,19.727,2.893,2.893,3.687,2.893,2.893,3.687,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,2.919,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.099,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455,2.455
22,1,960101,7,220019601017,241,55.6,12.86,0.0,0.0,0.0,31.54,38.59,31.54,58.92,9.54,white_alone,-92.20964346993615,30.40013377735644,17.686,18.693,0.525,0.392,13.602,0.624,17.564,0.674,0.877,17.564,17.564,17.564,1.023,True,0.0,0.0,0.797,0.0,0.0,0.797,0.0,0.0,0.797,0.0,0.0,0.797,0.0,0.0,0.797,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,18.693,18.693,18.693,18.693,18.693,18.693,0.0,0.0,18.693,0.0,0.0,0.797,0.0,0.0,0.797,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023,1.023
22,1,960102,1,220019601021,493,31.03,0.0,0.0,0.0,0.0,68.97,0.0,25.35,72.41,2.23,hispanic,-92.19680659772972,30.42507869616646,15.275,15.932,3.555,2.86,12.408,3.63,15.49,2.875,3.098,15.49,15.49,15.493,2.633,False,3.035,3.035,2.741,3.035,3.035,2.741,3.035,3.035,2.741,3.035,3.035,2.741,3.035,3.035,2.741,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,3.555,15.932,15.932,15.932,15.932,15.932,15.932,3.035,3.035,15.932,3.035,3.035,2.741,3.035,3.035,2.741,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,3.098,2.875,2.875,2.875,2.875,2.875,2.741,2.875,2.875,2.741,2.875,2.875,2.741,2.875,2.875,2.741,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633,2.633
22,1,960102,2,220019601022,291,0.0,100.0,0.0,0.0,0.0,0.0,56.01,0.0,72.51,27.49,black_alone,-92.2473462033062,30.4137269857862,18.322,20.585,4.014,2.876,17.162,4.151,18.244,2.748,2.1,18.244,18.244,18.244,3.119,False,3.919,3.919,4.64,3.919,3.919,4.64,3.919,3.919,4.64,3.919,3.919,4.64,3.919,3.919,4.64,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,4.014,20.585,20.585,20.585,20.585,20.585,20.585,3.919,3.919,18.345,3.919,3.919,4.64,3.919,3.919,4.64,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,2.748,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119,3.119
22,1,960102,3,220019601023,731,27.36,72.64,0.0,0.0,0.0,0.0,74.01,10.4,81.12,8.48,black_alone,-92.23883821529964,30.42753206275142,18.252,19.075,4.434,2.993,16.442,4.581,18.187,2.87,2.123,18.187,18.187,18.191,3.131,False,4.138,4.138,4.668,4.138,4.138,4.668,4.138,4.138,4.668,4.138,4.138,4.668,4.138,4.138,4.668,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,4.434,19.075,19.075,19.075,19.075,19.075,19.075,4.138,4.138,18.343,4.138,4.138,4.668,4.138,4.138,4.668,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,4.581,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.123,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131,3.131
22,1,960102,4,220019601024,818,85.09,12.59,0.0,0.0,0.0,0.0,33.57,36.31,60.51,3.18,white_alone,-92.2174956660898,30.42370733439324,16.865,17.599,3.185,1.831,14.363,3.317,16.951,1.778,1.484,16.951,16.951,16.955,1.78,False,2.727,2.727,2.986,2.727,2.727,2.986,2.727,2.727,2.986,2.727,2.727,2.986,2.727,2.727,2.986,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,3.185,17.599,17.599,17.599,17.599,17.599,17.599,2.727,2.727,17.599,2.727,2.727,2.986,2.727,2.727,2.986,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
22,1,960201,1,220019602011,73,76.71,0.0,0.0,0.0,0.0,23.29,0.0,0.0,49.32,50.68,white_alone,-92.36533216081271,30.390338288618924,13.698,31.716,11.805,12.067,12.453,11.807,12.637,12.136,7.671,12.637,12.637,18.069,14.495,False,13.698,13.698,13.698,13.698,13.698,13.698,12.24,12.006,13.295,12.24,12.006,13.295,12.24,12.006,13.295,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,11.805,19.672,20.063,20.063,19.672,20.063,20.063,12.24,12.24,12.784,12.24,12.24,12.784,12.24,12.24,12.784,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,11.807,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,7.671,12.136,12.136,12.136,12.136,12.136,12.136,12.136,12.136,12.136,12.136,12.136,12.136,11.159,11.159,6.18,12.24,12.24,13.021,12.24,12.24,13.021,12.24,12.24,13.021,12.24,12.24,13.021,12.24,12.24,13.021
22,1,960201,2,220019602012,380,72.11,0.0,0.0,0.0,0.0,21.32,0.0,17.63,70.26,12.11,white_alone,-92.3010004017962,30.39336506966184,16.166,26.143,8.621,8.079,15.145,8.708,15.845,7.977,4.262,15.845,15.845,16.155,8.349,False,8.794,8.794,9.592,8.794,8.794,9.592,8.794,8.794,9.592,8.794,8.794,9.592,8.794,8.794,9.592,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,8.621,21.029,21.611,21.611,21.029,21.611,21.611,8.794,8.794,15.763,8.794,8.794,9.592,8.794,8.794,9.592,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,8.708,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,4.262,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,7.977,0.0,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349,8.349
22,1,960201,3,220019602013,910,90.44,0.0,0.0,0.0,0.0,4.29,1.76,0.0,94.18,5.82,white_alone,-92.3054621278254,30.44261542093646,14.602,24.149,8.96,9.235,11.146,8.964,12.165,9.103,8.375,12.165,12.165,21.622,9.45,False,10.331,10.331,11.014,10.331,10.331,11.014,10.331,10.331,11.014,5.869,10.331,11.014,5.869,10.331,11.014,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,5.869,8.96,8.96,20.769,20.769,24.149,20.769,20.769,24.149,10.331,10.331,11.915,10.331,10.331,11.014,5.869,10.331,11.014,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,5.869,8.964,8.964,5.869,8.964,8.964,8.375,8.375,8.375,8.375,8.375,8.375,5.869,8.375,8.375,5.869,5.869,8.375,5.869,5.869,8.375,9.103,9.103,9.103,9.103,9.103,9.103,5.869,9.103,9.103,5.869,5.869,9.103,5.869,5.869,5.493,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.869,5.869,9.45,5.869,5.869,9.45
