State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
47,1,20100,1,470010201001,1870,75.19,18.4,0.0,2.94,0.0,1.34,18.3,8.61,78.29,13.1,white_alone,-84.26268352985144,36.000690923830554,1.237,1.06,3.089,0.843,3.979,3.102,1.174,1.211,0.524,1.174,1.174,2.469,1.974,True,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,0.0,1.237,1.237,0.0,1.237,1.237,0.0,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,1.211,1.211,1.211,1.211,1.211,0.0,1.211,1.211,0.0,1.211,1.211,0.0,1.211,1.211,0.0,1.974,1.974,1.974,1.974,1.974,0.0,1.974,1.974,0.0,1.974,1.974,0.0,1.974,1.974,0.0
47,1,20100,2,470010201002,1329,65.31,16.48,0.0,3.09,3.69,6.92,16.18,6.55,76.82,16.63,white_alone,-84.29122119144523,35.99316829898755,3.835,2.962,5.422,1.823,6.576,5.595,3.387,1.679,1.658,3.387,3.387,4.869,4.296,True,3.835,3.835,3.835,3.835,3.835,3.692,3.835,3.835,2.7,3.835,3.835,2.7,3.835,3.835,2.7,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,2.169,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,2.962,5.595,5.595,5.595,5.595,5.595,5.595,5.595,5.595,5.595,5.595,5.595,2.169,5.595,5.595,2.169,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.658,1.679,1.679,1.679,1.679,1.679,1.679,1.679,1.679,0.0,1.679,1.679,0.0,1.679,1.679,0.0,4.296,4.296,4.296,4.296,4.296,2.7,4.296,4.296,2.7,4.296,4.296,2.7,4.296,4.296,2.7
47,1,20201,1,470010202011,2805,80.5,5.13,0.0,10.77,0.0,1.5,5.2,5.78,69.73,24.49,white_alone,-84.1965325298268,36.005330715082536,5.109,6.236,4.862,4.231,3.453,3.078,2.824,4.516,3.556,2.824,2.824,4.876,3.984,False,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,5.109,4.863,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.862,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,6.236,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.078,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,3.556,4.516,4.516,4.516,4.516,4.516,4.516,4.516,4.516,0.0,4.516,4.516,0.0,4.516,4.516,0.0,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984
47,1,20201,2,470010202012,1286,81.34,0.31,0.0,14.85,0.0,1.32,3.3,2.18,63.92,25.82,white_alone,-84.21751880258618,36.021598827508335,3.247,4.517,2.501,1.91,0.964,0.725,0.536,2.068,1.264,0.536,0.536,2.741,1.417,True,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,3.247,2.495,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,2.501,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,4.517,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,2.068,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417,1.417
47,1,20202,1,470010202021,981,93.27,0.0,0.0,0.0,0.0,6.73,1.43,0.0,77.17,22.83,white_alone,-84.20584775412091,36.035828386968966,4.814,6.099,3.745,2.997,2.457,2.471,2.177,3.143,1.638,2.177,2.177,4.198,1.743,True,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,4.814,1.738,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,3.745,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,6.099,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,1.638,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,3.143,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743,1.743
47,1,20202,2,470010202022,1282,79.17,0.7,0.0,15.52,0.0,3.67,10.94,9.36,47.66,35.65,white_alone,-84.22825959899208,36.02641355777464,2.545,3.828,1.527,0.858,0.38,0.737,0.628,1.052,0.74,0.628,0.628,1.929,0.779,True,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,2.545,1.985,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,3.828,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779,0.779
47,1,20202,3,470010202023,1796,74.5,13.53,0.0,0.0,0.0,9.97,46.62,18.15,52.34,29.51,white_alone,-84.24501012252183,36.0098532267639,0.745,1.854,1.634,0.745,2.11,1.369,0.609,0.738,0.244,0.609,0.609,1.091,1.08,True,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.854,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,1.369,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
47,1,20300,1,470010203001,1594,79.05,0.75,1.0,0.0,0.0,19.2,8.59,4.14,84.0,11.86,white_alone,-84.22257025394393,36.04365956563566,4.198,5.391,2.935,2.229,2.35,2.397,2.242,2.211,0.963,2.242,2.242,3.53,1.218,True,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,4.198,0.0,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,2.935,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,2.397,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,2.211,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218,1.218
47,1,20300,2,470010203002,908,69.82,3.3,0.0,0.0,0.0,3.96,5.4,9.91,67.18,22.91,white_alone,-84.22716289952108,36.04878453948536,4.421,5.535,3.14,2.521,2.868,2.581,2.506,2.424,1.175,2.506,2.506,3.762,1.782,True,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,4.421,0.704,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,5.535,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,2.581,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,1.175,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,2.424,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782,1.782
47,1,20300,3,470010203003,1457,81.95,1.24,0.0,0.0,0.0,12.77,6.01,15.51,65.48,19.01,white_alone,-84.23229410865022,36.03582303298577,2.97,4.157,1.702,1.018,1.475,1.164,1.047,0.976,1.18,1.047,1.047,2.303,0.743,True,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,1.234,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,1.702,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,4.157,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743
