GEOID
261251416001
260250036003
261635314001
260339802001
260490006001
260210213003
261635070002
260810038003
260210103002
260873395002
260650068002
261635128002
260770010021
261635793001
260959601002
261251413003
260650036013
261635011002
260750010002
260992638002
260650021012
261251689012
261635242003
261270103002
261635471003
260992400002
261251408002
260490103043
260810126092
260810031001
261614036001
261030020002
260690004003
260339706022
261614126001
261419502003
261635598003
261614056001
261635160002
260490018001
260130002002
261099602003
261450002001
261635090001
260210023001
261450012001
261251969001
261251414002
260490011004
261635862014
261635520001
261635056003
260650017033
261210005002
261635333002
260750058001
261635338003
261251403031
260570004001
261635033001
260992180013
260650052015
260810046003
260770029112
260210003001
261635411002
261635091004
261635336001
261635032002
260050312004
260650008004
261450008004
261476200005
261251421001
261635245002
260250013004
260490108112
261635234002
260610002003
260350013012
261635106003
261635645011
261490407002
260250039003
260810135003
261251975003
261614103003
260650029023
260992636002
260490108131
261635612002
260770001001
261450017002
260770019051
260979505004
260650044023
261450011001
261635339002
261251686011
261590102012
