GEOID,Longitude,Latitude
22200002002,-135.34323294015837,57.060447915749904
21880002002,-162.58888635723383,66.89715417508286
20500002003,-161.77350527535046,60.7881378672249
21100002005,-134.58631822558314,58.376260633469975
21800002003,-165.40293620940142,64.50122010590162
21580001001,-163.88549651546592,62.70147480417711
20500001001,-166.47676479735003,60.35825530034701
21850001001,-156.54344402106125,71.328501322936
21850002001,-163.21066234902108,68.93561206889638
20160002001,-166.8445599671406,53.90081325947699
21880001002,-160.503867373793,67.53248080744055
21800001001,-164.20195356810584,64.8429562656512
20130001002,-161.11558711111826,55.60797416785739
20500001002,-163.00700349210138,60.99209967026094
20500001004,-163.55023901839203,60.16937341764308
20500001005,-161.35170692163072,59.6809739498816
21580001002,-161.66827501967944,62.23748681121055
21580001004,-164.70122560007283,61.59663993342037
21880001001,-163.53775936104117,67.7140442562296
20700002001,-158.65041636842432,59.05145540720247
21850002002,-157.98826523387527,70.2687421562369
21850002003,-150.8505669583375,69.14178889304316
21880001003,-156.62131754404794,67.20728196966401
21880001004,-159.7382633431896,66.274922566064
22900003003,-158.08581447195206,64.41973819764631
21220010003,-151.58087125173222,59.63502387431134
21050004001,-135.5830180749529,58.061990783027646
22400004002,-146.36778823427252,63.94394925169218
22900004001,-156.70366467378295,62.96390458804535
20900015023,-147.29064031426412,64.74710466891527
21850003001,-149.55613730205076,70.15392536861907
20500003001,-156.8105568110013,61.47705267534711
20630003003,-145.76258400940995,61.07844339615978
22900003001,-155.4031176940881,65.75045682478144
22900003002,-156.9527607394949,65.01497217182286
20200008011,-149.79936450316106,61.2209824767831
22900002001,-151.1778194549977,66.26537518075617
21950002002,-132.94855749855336,56.80940208110848
22900001001,-144.52998762145543,67.25016344157858
20130001001,-163.97089668025933,54.67900024349785
20160001001,-77.71080737388031,52.485375264849615
20130001003,-160.03569544644913,55.12799031548401
21000001002,-135.44885874919385,59.26181782757463
21220001001,-152.918232617755,60.1702855351488
21500001001,-154.33657099566383,57.47616070799379
21640001001,-156.54731727024586,58.27907323349496
21880001005,-162.56330314812428,66.03665941191464
22400001001,-142.37146731364598,63.86016536432469
22820001001,-140.38101861651768,59.86320760932988
22900001002,-144.1977847822987,65.64819010996328
21850001002,-156.91850039765777,71.20885273247825
21100005003,-134.41758775614716,58.29873025310963
21700007052,-149.4812802311162,61.606714969650994
20200010002,-149.87306107118238,61.215100943588574
20200016023,-149.7818089819955,61.18520450279321
21050004002,-134.22231048712982,57.665542789743256
21050004003,-136.47866019377852,58.60391433771697
21100004003,-134.4952195232226,58.35535620390141
20200026021,-149.82293879915295,61.16355336910656
21980001001,-133.72378515388868,56.20335117694971
21989401002,-131.58285717186703,55.1201581987199
21980001003,-132.73795469562685,55.04181384155975
20200025013,-149.89288571324118,61.15505305996341
20630003001,-146.3375283628216,61.13878741977939
20900003001,-147.7298644362255,64.83380022720425
21300003001,-131.64247518427783,55.35142116958399
21500003002,-152.39362667392865,57.79418589331636
20630003005,-147.63963176196162,60.62045957086569
20200028221,-149.77685117394057,61.10363834037763
21980003001,-130.1662434324978,55.954310502616266
22750003002,-132.37218083327778,56.47588625810975
20900008004,-147.86702158967267,64.83398743983295
20200029001,-149.13251646960885,60.92686795968633
21220013002,-149.3949861728487,60.108833095654326
21980002001,-133.00447020696697,55.55588664681834
20160002002,-166.86891746152958,53.58488269894252
20630002002,-145.68119755326694,60.58137867908528
21700002002,-147.50468801946764,62.03627016682224
20200008021,-149.8011183916525,61.20798943377404
21800002002,-165.91590449410296,64.56173882891777
21880002004,-162.07604386201558,66.71030961141813
22900002002,-149.5062692878839,65.04304479637551
21700001022,-148.8591561949238,62.38691954958825
21220012001,-151.7493541685454,59.36906695079291
20200023013,-149.9569951244722,61.1449562256496
21700007013,-149.66854365354894,61.56186610556684
20600001001,-156.9810152484726,58.73325606818953
20660001001,-144.30562884070306,62.49215167415631
20500001003,-160.86976989820764,60.89009602008208
20660001002,-143.70123822746038,61.402181536187065
20680001001,-150.17010415781073,64.19961898395538
20700001001,-158.34593989104687,59.71910494038597
20900017001,-145.65294530861624,64.56532552643513
21500001002,-152.55769208785372,58.29562013520936
21580001003,-163.17580878495752,62.186874831860905
20900006002,-147.78179973128746,64.85156534718966
20200001011,-149.4651557349192,61.43056685587346
21700001011,-150.39387444985834,62.45673495116716
21700012021,-149.1543937542701,61.6053894375728
20200022014,-149.94903384322396,61.18058186198813
