,STATE,NAME,geometry
20415,TX,cvs,POINT (-95.5084674 33.6611042)
20420,TX,"walmart, wal-mart",POINT (-95.2663805 31.9514325)
20423,TX,cvs,POINT (-95.0891171 30.343573)
20428,OK,"walmart, wal-mart",POINT (-95.7405145 34.9191893)
20433,TX,walgreens,POINT (-95.595715 33.1191457)
20441,TX,cvs,POINT (-94.6520847 31.6153007)
20449,TX,walgreens,POINT (-95.5587098 30.7230381)
20452,TX,cvs,POINT (-95.8641688 32.5453689)
20457,TX,"walmart, wal-mart",POINT (-95.5706533 30.7136915)
20464,AR,"walmart, wal-mart",POINT (-93.6146704 33.6808154)
20465,AR,walgreens,POINT (-92.8129068 34.3625586)
20467,AR,walgreens,POINT (-93.0846925 34.4934546)
20468,AR,"walmart, wal-mart",POINT (-92.435563 33.8204418)
20470,AR,"walmart, wal-mart",POINT (-93.0893081 34.490857)
20476,AR,"walmart, wal-mart",POINT (-92.2147699 34.7865185)
20477,AR,"walmart, wal-mart",POINT (-92.1125383 34.8850245)
20483,AR,"walmart, wal-mart",POINT (-94.3190019 34.0434655)
20484,AR,"walmart, wal-mart",POINT (-94.0397 33.4622191)
20485,AR,walgreens,POINT (-92.3433251 34.6686224)
20486,AR,walgreens,POINT (-92.2376973 34.7966912)
20487,AR,walgreens,POINT (-92.4435584 34.7574927)
20488,LA,walgreens,POINT (-92.4104733 31.3636958)
20509,AR,"walmart, wal-mart",POINT (-92.4952152 35.0729144)
20511,AR,walgreens,POINT (-92.4372542 35.092244)
20512,AR,walgreens,POINT (-92.4727945 35.0855544)
20525,TX,cvs,POINT (-95.6100579 31.7388281)
20526,TX,walgreens,POINT (-95.6136129 31.7352502)
20530,TX,"walmart, wal-mart",POINT (-95.6166005 31.7365397)
20532,LA,cvs,POINT (-92.0698226 31.1236523)
20536,LA,cvs,POINT (-93.7021995 32.5293784)
20540,LA,cvs,POINT (-93.80484 32.4027556)
20547,LA,walgreens,POINT (-93.8627747 32.4416928)
20548,LA,walgreens,POINT (-93.7463665 32.480718)
20549,LA,"walmart, wal-mart",POINT (-93.7121447 32.4284263)
20551,LA,walgreens,POINT (-93.1941922 30.3011452)
20552,LA,walgreens,POINT (-93.1806463 30.2124741)
20553,LA,walgreens,POINT (-93.2193425 30.2060085)
20556,LA,cvs,POINT (-93.3587294 30.2264098)
20557,LA,"walmart, wal-mart",POINT (-93.7053886 32.4836007)
20562,TX,"walmart, wal-mart",POINT (-96.3060735 32.7398087)
20563,AR,"walmart, wal-mart",POINT (-92.4054801 34.8516089)
20569,LA,walgreens,POINT (-93.711 32.5661098)
20570,LA,walgreens,POINT (-92.2688386 30.2480352)
20571,TX,"walmart, wal-mart",POINT (-96.3303989 30.657329)
20575,TX,walgreens,POINT (-95.3038678 32.2900965)
20583,LA,"walmart, wal-mart",POINT (-92.0157229 30.2395399)
20585,LA,"walmart, wal-mart",POINT (-92.4518608 31.2786067)
20586,LA,"walmart, wal-mart",POINT (-92.5137277 31.2920139)
20588,LA,walgreens,POINT (-92.3984881 31.3323051)
20589,TX,"walmart, wal-mart",POINT (-95.3457515 32.3511309)
20591,TX,"walmart, wal-mart",POINT (-95.2602556 32.2979918)
20597,LA,cvs,POINT (-92.0778609 32.5516393)
20609,LA,cvs,POINT (-92.160748 32.5167739)
20622,LA,walgreens,POINT (-93.2693149 31.1210406)
20623,AR,"walmart, wal-mart",POINT (-92.8369301 33.5670599)
20628,TX,cvs,POINT (-95.467993 30.31431)
20629,LA,cvs,POINT (-92.1068623 32.5167231)
20630,TX,cvs,POINT (-94.7170942 31.3360104)
20631,TX,cvs,POINT (-94.7389003 31.3379509)
20632,TX,"walmart, wal-mart",POINT (-95.4791725 30.3314086)
20634,TX,walgreens,POINT (-95.5688926 30.2203216)
20638,TX,cvs,POINT (-94.9274261 32.5322805)
20640,TX,cvs,POINT (-94.7808641 32.5243431)
20641,TX,walgreens,POINT (-94.7828378 32.5254942)
20642,TX,walgreens,POINT (-94.7329025 32.5014382)
20651,TX,walgreens,POINT (-94.0442458 33.4601264)
20654,TX,cvs,POINT (-94.3515891 32.1571259)
20655,TX,"walmart, wal-mart",POINT (-96.0716048 30.3949839)
20677,OK,"walmart, wal-mart",POINT (-96.4133319 34.0003675)
20680,OK,"walmart, wal-mart",POINT (-95.4879548 34.0072186)
20683,TX,"walmart, wal-mart",POINT (-96.5115345 33.0249452)
20691,TX,"walmart, wal-mart",POINT (-95.9147425 33.2349706)
20696,OK,"walmart, wal-mart",POINT (-94.7379733 34.0223344)
20700,TX,cvs,POINT (-95.5511292 33.6609131)
20702,TX,walgreens,POINT (-95.5088079 33.6622743)
20708,TX,"walmart, wal-mart",POINT (-94.8020197 32.1305953)
20712,TX,walgreens,POINT (-94.1990743 30.2663917)
20714,OK,walgreens,POINT (-95.7555206 34.929008)
20718,TX,"walmart, wal-mart",POINT (-96.194562 33.5966172)
20723,TX,"walmart, wal-mart",POINT (-96.4455772 32.7452326)
20727,TX,cvs,POINT (-95.5969746 33.1220322)
20730,TX,"walmart, wal-mart",POINT (-94.6523118 31.6500336)
20731,TX,"walmart, wal-mart",POINT (-96.505831 32.0661296)
20743,TX,"walmart, wal-mart",POINT (-95.8941684 30.9568139)
20829,TX,cvs,POINT (-94.1903202 31.7984195)
20835,LA,walgreens,POINT (-92.0488075 30.2981376)
20837,AR,walgreens,POINT (-93.1466096 34.4628675)
20838,TX,walgreens,POINT (-94.9711903 33.1523977)
20843,TX,cvs,POINT (-95.4218608 29.7425597)
20844,TX,"walmart, wal-mart",POINT (-95.2308278 29.4217776)
20847,TX,cvs,POINT (-95.6440771 29.6676008)
20856,TX,cvs,POINT (-95.6050559 30.0353167)
20860,TX,cvs,POINT (-95.2896945 29.6765049)
20864,TX,cvs,POINT (-95.7783134 29.7715446)
20866,TX,walgreens,POINT (-94.9410822 29.3946802)
20867,TX,cvs,POINT (-95.5107659 29.6926084)
20869,TX,cvs,POINT (-95.6228348 29.7365934)
20873,TX,"walmart, wal-mart",POINT (-96.1525372 29.7577404)
20877,TX,cvs,POINT (-95.4152237 29.6946267)
20879,TX,cvs,POINT (-95.409914 29.8269115)
20880,TX,cvs,POINT (-95.4396739 29.7053194)
20881,TX,cvs,POINT (-95.2953712 29.7167479)
20885,TX,cvs,POINT (-95.1636588 29.5233131)
20888,TX,cvs,POINT (-95.525566 29.7379511)
20889,TX,walgreens,POINT (-95.1238699 29.6816401)
20890,TX,cvs,POINT (-95.6294187 29.910078)
20891,TX,cvs,POINT (-95.5842539 29.9520192)
20892,TX,cvs,POINT (-95.7524191 29.7581196)
20893,TX,cvs,POINT (-95.6071081 29.8511262)
20894,TX,cvs,POINT (-95.4853707 29.7829957)
20895,TX,cvs,POINT (-95.2695613 29.9377587)
20897,TX,"walmart, wal-mart",POINT (-95.7222047 29.7893045)
20898,TX,cvs,POINT (-95.5563622 30.0330681)
20899,TX,cvs,POINT (-95.4041442 30.0655245)
20900,TX,cvs,POINT (-95.479869 30.0299027)
20901,TX,cvs,POINT (-95.5152953 30.0098329)
20902,TX,cvs,POINT (-95.7331334 29.7389693)
20903,TX,cvs,POINT (-95.4180312 29.7179457)
20904,TX,cvs,POINT (-95.2348965 30.0487782)
20905,TX,walgreens,POINT (-95.2185589 29.97934)
20906,TX,walgreens,POINT (-95.1822796 29.6912249)
20907,TX,walgreens,POINT (-95.2116325 29.6902645)
20911,TX,walgreens,POINT (-95.4034548 29.6914515)
20918,TX,cvs,POINT (-95.5708015 29.7283063)
20921,TX,walgreens,POINT (-95.5353327 29.7382486)
20922,TX,walgreens,POINT (-94.9760172 29.7468884)
20923,TX,walgreens,POINT (-95.6295076 29.9481202)
20924,TX,walgreens,POINT (-95.5587684 29.7737378)
20928,TX,cvs,POINT (-95.1649918 29.8090985)
20930,TX,walgreens,POINT (-95.3834942 29.7443882)
20931,TX,cvs,POINT (-95.3330127 29.9031105)
20932,TX,cvs,POINT (-95.1210979 29.5550611)
20933,TX,cvs,POINT (-95.4711791 29.7396379)
20934,TX,cvs,POINT (-95.5816784 29.7373043)
20935,TX,cvs,POINT (-95.3347134 29.8492428)
20938,TX,walgreens,POINT (-95.5271781 29.6707956)
20940,TX,walgreens,POINT (-95.2908927 29.684786)
20941,TX,cvs,POINT (-95.6852621 29.9080615)
20942,TX,walgreens,POINT (-95.5445879 29.8232614)
20943,TX,walgreens,POINT (-95.5870136 29.9973855)
20944,TX,walgreens,POINT (-95.3793757 29.723131)
20945,TX,walgreens,POINT (-95.5844195 29.9530166)
20950,TX,"walmart, wal-mart",POINT (-95.4155884 29.9177544)
20951,TX,walgreens,POINT (-95.522965 29.7820751)
20953,TX,walgreens,POINT (-95.5213489 29.693528)
20954,TX,walgreens,POINT (-95.6448588 29.7044066)
20957,TX,walgreens,POINT (-95.5003825 29.8035161)
20958,TX,walgreens,POINT (-95.3161904 29.7760003)
20959,TX,walgreens,POINT (-95.2332916 29.7682011)
20960,TX,walgreens,POINT (-95.4098867 29.766488)
20961,TX,walgreens,POINT (-95.3557241 29.9019019)
20962,TX,"walmart, wal-mart",POINT (-95.5648078 29.7931812)
20963,TX,"walmart, wal-mart",POINT (-95.5914628 29.7331978)
20964,TX,"walmart, wal-mart",POINT (-95.5613543 29.6792653)
20967,TX,walgreens,POINT (-95.3381683 29.6658347)
20968,TX,walgreens,POINT (-95.5297421 29.6373885)
20969,TX,"walmart, wal-mart",POINT (-95.1651314 29.8059754)
20970,TX,walgreens,POINT (-95.4371912 29.9819538)
20971,TX,walgreens,POINT (-95.6036947 30.0372242)
20973,TX,walgreens,POINT (-95.6281178 29.8787602)
20975,TX,walgreens,POINT (-95.4291451 29.8970766)
20976,TX,walgreens,POINT (-95.6313232 30.0873144)
20977,TX,walgreens,POINT (-95.4794485 29.8941183)
20978,TX,walgreens,POINT (-95.1018894 29.5479908)
20979,TX,walgreens,POINT (-95.5887467 29.7317896)
20980,TX,"walmart, wal-mart",POINT (-95.5126268 30.0773417)
20981,TX,"walmart, wal-mart",POINT (-95.8040651 29.7840063)
20987,TX,"walmart, wal-mart",POINT (-95.5951204 30.0142089)
20995,TX,walgreens,POINT (-95.4677292 29.7409706)
20997,TX,cvs,POINT (-94.9532416 29.7392346)
20998,TX,cvs,POINT (-95.6283957 29.9464361)
20999,TX,cvs,POINT (-95.1240026 29.7888538)
21000,TX,cvs,POINT (-94.9778072 29.7469628)
21012,TX,walgreens,POINT (-95.4792898 29.7647135)
21013,TX,cvs,POINT (-95.2660343 30.0018951)
21018,TX,cvs,POINT (-95.4999996 29.750906)
21021,LA,walgreens,POINT (-93.2658145 30.1681646)
21023,LA,walgreens,POINT (-91.7996959 30.0002377)
21024,LA,"walmart, wal-mart",POINT (-93.2459885 30.1952168)
21030,TX,"walmart, wal-mart",POINT (-95.697857 29.9759014)
21031,LA,cvs,POINT (-92.0949447 30.1507505)
21033,TX,walgreens,POINT (-95.3621265 29.8294128)
21041,LA,cvs,POINT (-92.1143578 29.9718753)
21044,TX,walgreens,POINT (-95.6532965 30.1343675)
21045,TX,"walmart, wal-mart",POINT (-95.2336811 30.1069961)
21046,TX,walgreens,POINT (-94.831354 29.2748136)
21047,TX,walgreens,POINT (-95.0643728 29.5407538)
21048,TX,cvs,POINT (-95.4550065 30.1281189)
21049,TX,cvs,POINT (-95.2502801 30.1052491)
21060,TX,"walmart, wal-mart",POINT (-95.2359569 29.5458691)
21061,TX,"walmart, wal-mart",POINT (-95.435903 29.1841366)
21066,TX,walgreens,POINT (-95.647349 29.1450493)
21070,TX,cvs,POINT (-94.1677073 30.1052917)
21073,TX,"walmart, wal-mart",POINT (-95.6585036 29.1508915)
21074,TX,walgreens,POINT (-95.7370631 29.660036)
21076,TX,cvs,POINT (-95.7007305 29.973055)
21077,TX,walgreens,POINT (-95.7931016 29.5578219)
21078,TX,"walmart, wal-mart",POINT (-93.9937514 29.941931)
21079,TX,cvs,POINT (-95.4342744 29.1706255)
21083,TX,"walmart, wal-mart",POINT (-95.7598022 29.557204)
21086,TX,walgreens,POINT (-95.6887177 29.7004564)
21090,TX,cvs,POINT (-95.5973133 29.6598538)
21095,TX,cvs,POINT (-93.7658535 30.0985123)
21096,TX,"walmart, wal-mart",POINT (-94.0144953 30.1433106)
21097,TX,walgreens,POINT (-93.8335079 30.031766)
21098,TX,cvs,POINT (-93.9322377 29.9340697)
21109,TX,walgreens,POINT (-96.2708496 29.1970307)
21121,TX,cvs,POINT (-95.3800368 29.8280285)
21126,TX,walgreens,POINT (-95.4130359 29.6726629)
21154,TX,walgreens,POINT (-95.6721944 29.9775742)
21157,TX,cvs,POINT (-95.3914971 29.7337134)
21158,TX,cvs,POINT (-95.397427 29.7569025)
21160,TX,cvs,POINT (-95.1219569 29.6796676)
21161,TX,cvs,POINT (-95.2779705 29.6728003)
21162,TX,cvs,POINT (-95.2011663 29.9249666)
21163,TX,cvs,POINT (-95.4453917 29.6128831)
21164,TX,cvs,POINT (-95.4574551 29.7404051)
21165,TX,cvs,POINT (-95.5956929 29.7043048)
21166,TX,cvs,POINT (-95.6215574 29.687912)
21167,TX,cvs,POINT (-95.6051832 29.7291613)
21168,TX,cvs,POINT (-95.4256349 29.6789819)
21170,TX,walgreens,POINT (-95.7198134 29.8157858)
21171,TX,walgreens,POINT (-95.2120792 30.0679096)
21172,TX,walgreens,POINT (-95.0863275 29.6648914)
21173,TX,walgreens,POINT (-95.2487997 29.9335133)
21176,TX,cvs,POINT (-95.3770282 29.7410334)
21181,TX,walgreens,POINT (-95.2472741 29.6018645)
21188,TX,cvs,POINT (-95.4807525 29.9107799)
21193,TX,walgreens,POINT (-95.6855292 29.8316879)
21195,TX,walgreens,POINT (-95.614111 29.7040458)
21196,TX,walgreens,POINT (-95.223956 29.6124602)
21197,TX,"walmart, wal-mart",POINT (-94.9744233 29.7762926)
21206,TX,cvs,POINT (-95.6451994 29.729469)
21209,TX,walgreens,POINT (-95.2195271 29.78612)
21210,TX,walgreens,POINT (-95.4864018 29.7953798)
21211,TX,cvs,POINT (-95.5403272 29.8865353)
21212,TX,walgreens,POINT (-95.3904131 29.7428842)
21213,TX,walgreens,POINT (-95.6363015 29.8972723)
21214,TX,walgreens,POINT (-95.4728096 29.8627206)
21218,TX,cvs,POINT (-95.595423 29.9274124)
21219,TX,cvs,POINT (-95.5689434 29.9811322)
21222,TX,walgreens,POINT (-95.6458666 29.8681728)
21223,TX,walgreens,POINT (-95.4507354 30.0135492)
21227,TX,walgreens,POINT (-95.307155 29.7362445)
21228,TX,walgreens,POINT (-95.4432806 29.7426474)
21229,TX,walgreens,POINT (-95.4055646 29.9147844)
21230,TX,walgreens,POINT (-95.5713045 29.7374267)
21231,TX,walgreens,POINT (-95.5199367 29.7295123)
21232,TX,walgreens,POINT (-95.2218514 29.6462829)
21233,TX,"walmart, wal-mart",POINT (-95.5300564 29.6570183)
21234,TX,"walmart, wal-mart",POINT (-95.5860665 29.687439)
21235,TX,"walmart, wal-mart",POINT (-95.5116067 29.7356367)
21236,TX,"walmart, wal-mart",POINT (-95.6474177 29.7212373)
21239,TX,walgreens,POINT (-95.4330853 30.0536586)
21241,TX,cvs,POINT (-95.1824569 30.0481341)
21242,TX,cvs,POINT (-95.5837465 29.8988191)
21243,TX,cvs,POINT (-95.0272184 29.5764349)
21244,TX,cvs,POINT (-95.1831496 29.6517644)
21245,TX,cvs,POINT (-95.1668299 29.9976747)
21249,TX,"walmart, wal-mart",POINT (-95.5332027 29.9646888)
21252,TX,walgreens,POINT (-95.5450539 29.7801533)
21253,TX,walgreens,POINT (-95.4469766 30.0696889)
21255,TX,"walmart, wal-mart",POINT (-95.716403 29.8606716)
21257,TX,walgreens,POINT (-95.5130831 30.0747724)
21271,TX,"walmart, wal-mart",POINT (-95.624754 30.0757882)
21273,TX,walgreens,POINT (-95.4944881 29.9211008)
21274,TX,walgreens,POINT (-95.3189199 29.8914911)
21278,TX,cvs,POINT (-95.723369 29.8803932)
21286,TX,walgreens,POINT (-95.1551478 29.5808703)
21287,TX,walgreens,POINT (-95.5842974 29.9318743)
21288,TX,walgreens,POINT (-95.6040238 29.9215803)
21289,TX,walgreens,POINT (-95.4866572 29.9936783)
21295,TX,cvs,POINT (-95.5361166 29.6913637)
21297,TX,walgreens,POINT (-95.5455105 29.7825068)
21307,TX,walgreens,POINT (-95.272426 30.0033817)
21315,LA,cvs,POINT (-91.8376405 30.1085852)
21318,TX,cvs,POINT (-95.6707 29.9779816)
21320,LA,walgreens,POINT (-92.111557 29.9806789)
21321,LA,"walmart, wal-mart",POINT (-92.0951137 29.9729672)
21323,TX,"walmart, wal-mart",POINT (-94.8331529 29.2650571)
21330,TX,cvs,POINT (-95.4902301 30.1841781)
21331,TX,walgreens,POINT (-95.2068101 29.533558)
21332,TX,walgreens,POINT (-95.0198511 29.5376283)
21333,LA,walgreens,POINT (-92.0842152 30.1658532)
21335,TX,walgreens,POINT (-95.4507226 30.1772358)
21336,TX,walgreens,POINT (-95.4338404 30.1267482)
21339,TX,walgreens,POINT (-95.2727608 29.5603224)
21340,TX,cvs,POINT (-95.3680138 29.5557226)
21341,TX,cvs,POINT (-95.652383 29.1381506)
21342,TX,cvs,POINT (-95.2646569 29.5558359)
21343,TX,cvs,POINT (-95.4488353 29.0444488)
21344,TX,cvs,POINT (-95.2332451 29.4101305)
21345,TX,cvs,POINT (-95.3988365 29.5785792)
21346,TX,walgreens,POINT (-95.3991348 29.579938)
21347,TX,walgreens,POINT (-95.4502582 29.0447623)
21348,TX,walgreens,POINT (-95.433524 29.1738494)
21349,TX,walgreens,POINT (-95.2303786 29.5472769)
21350,TX,"walmart, wal-mart",POINT (-95.2830918 29.5733788)
21351,TX,walgreens,POINT (-95.3510105 29.5583054)
21352,TX,walgreens,POINT (-95.315058 29.5589533)
21353,TX,"walmart, wal-mart",POINT (-95.45915 29.0453907)
21354,TX,cvs,POINT (-93.9872108 29.9543394)
21358,TX,cvs,POINT (-94.1426988 30.0849424)
21359,TX,walgreens,POINT (-95.8192325 29.7735336)
21360,TX,walgreens,POINT (-93.9362461 29.9387497)
21361,TX,walgreens,POINT (-95.4698109 29.5912328)
21362,TX,walgreens,POINT (-93.9627602 29.980923)
21363,TX,walgreens,POINT (-94.1418555 30.1216453)
21365,TX,walgreens,POINT (-94.1693295 30.1145363)
21366,TX,walgreens,POINT (-93.9101879 29.9182035)
21367,TX,walgreens,POINT (-95.6498735 29.6499864)
21368,TX,walgreens,POINT (-95.6444763 29.6776163)
21369,TX,walgreens,POINT (-95.5206328 29.5805849)
21370,TX,walgreens,POINT (-95.5649982 29.5651356)
21371,TX,walgreens,POINT (-95.6044797 29.5907723)
21375,TX,cvs,POINT (-95.6347219 29.6025367)
21376,TX,cvs,POINT (-95.5342756 29.537444)
21377,TX,walgreens,POINT (-95.7458645 29.5447999)
21378,TX,"walmart, wal-mart",POINT (-95.6444845 29.6135153)
21380,TX,cvs,POINT (-95.5434408 29.785793)
21384,TX,walgreens,POINT (-94.9814643 29.8064058)
21387,TX,cvs,POINT (-95.526793 29.5841842)
21388,TX,cvs,POINT (-95.5799224 29.5839368)
21389,TX,cvs,POINT (-95.6771006 29.5909314)
21393,TX,cvs,POINT (-95.9424226 28.984049)
21394,TX,cvs,POINT (-95.9113965 30.0624156)
21396,TX,walgreens,POINT (-95.953622 28.9827336)
21398,TX,walgreens,POINT (-93.746537 30.1043552)
21399,TX,"walmart, wal-mart",POINT (-93.7653978 30.0904753)
21406,TX,cvs,POINT (-93.8467156 30.0214579)
21409,TX,"walmart, wal-mart",POINT (-96.292635 29.2167732)
21432,TX,cvs,POINT (-95.7204372 29.7033972)
21434,TX,walgreens,POINT (-96.3956162 30.1446835)
21438,TX,cvs,POINT (-95.477082 30.071202)
21440,TX,walgreens,POINT (-94.9187087 29.769028)
21442,TX,walgreens,POINT (-95.7000484 29.9759608)
21443,TX,cvs,POINT (-95.3605434 29.8037709)
21444,TX,walgreens,POINT (-95.8085039 29.8011392)
21446,TX,cvs,POINT (-95.3601745 29.7027438)
21447,TX,cvs,POINT (-95.376391 29.7511631)
21450,TX,walgreens,POINT (-95.509552 29.7383008)
21454,TX,cvs,POINT (-95.4659802 29.6277282)
21455,TX,cvs,POINT (-95.46443 29.9654341)
21456,TX,cvs,POINT (-95.467407 29.7320378)
21457,TX,cvs,POINT (-95.7212612 29.8152441)
21458,TX,cvs,POINT (-95.7363471 29.7841947)
21459,TX,cvs,POINT (-95.4779898 30.0000179)
21460,TX,cvs,POINT (-95.4496601 30.0139989)
21461,TX,cvs,POINT (-95.5133606 29.9789277)
21466,TX,cvs,POINT (-95.3823502 30.0422089)
21467,TX,walgreens,POINT (-95.7508485 29.7793851)
21469,TX,walgreens,POINT (-95.4127968 29.6933693)
21480,TX,cvs,POINT (-95.618792 29.7787702)
21483,TX,cvs,POINT (-95.6459603 29.8671804)
21488,TX,walgreens,POINT (-95.4649257 29.6638432)
21489,TX,walgreens,POINT (-95.4092177 29.8706652)
21490,TX,walgreens,POINT (-94.957655 29.7292025)
21491,TX,walgreens,POINT (-95.6119471 29.9838853)
21492,TX,walgreens,POINT (-95.1570409 29.7893788)
21493,TX,walgreens,POINT (-95.4673109 29.7067557)
21494,TX,walgreens,POINT (-95.2376565 30.0487439)
21497,TX,walgreens,POINT (-95.1429932 29.6492812)
21498,TX,walgreens,POINT (-95.5051918 29.9833301)
21499,TX,walgreens,POINT (-95.4277852 29.8011113)
21504,TX,walgreens,POINT (-95.2953755 29.7146512)
21505,TX,cvs,POINT (-95.4192237 29.7296432)
21506,TX,cvs,POINT (-95.5003763 29.7370712)
21507,TX,cvs,POINT (-95.6055349 29.7544072)
21508,TX,cvs,POINT (-95.2110615 29.5859842)
21509,TX,cvs,POINT (-95.5271148 29.6422475)
21510,TX,cvs,POINT (-95.4880784 29.8668662)
21511,TX,cvs,POINT (-95.3922282 29.8463761)
21514,TX,cvs,POINT (-95.4014781 29.7094392)
21516,TX,walgreens,POINT (-95.4947031 29.7068173)
21517,TX,walgreens,POINT (-95.5868508 29.7481112)
21518,TX,walgreens,POINT (-95.4966406 29.7504716)
21519,TX,walgreens,POINT (-95.4422732 29.7223871)
21520,TX,walgreens,POINT (-95.5707462 29.6877132)
21521,TX,walgreens,POINT (-95.3839402 29.8598116)
21522,TX,walgreens,POINT (-95.5239965 29.8104617)
21532,TX,cvs,POINT (-95.0954719 29.5485793)
21533,TX,walgreens,POINT (-95.430532 29.827824)
21534,TX,walgreens,POINT (-95.3998833 29.8046279)
21535,TX,walgreens,POINT (-95.1880506 29.7924791)
21536,TX,walgreens,POINT (-95.3782441 29.747193)
21537,TX,walgreens,POINT (-95.501747 29.7307417)
21538,TX,walgreens,POINT (-95.2763292 29.6719827)
21539,TX,walgreens,POINT (-95.356015 29.6579052)
21540,TX,"walmart, wal-mart",POINT (-95.4954822 29.6744211)
21541,TX,"walmart, wal-mart",POINT (-95.4864625 29.8043297)
21542,TX,"walmart, wal-mart",POINT (-95.4574836 29.6769182)
21543,TX,walgreens,POINT (-95.6063336 29.8635981)
21546,TX,cvs,POINT (-95.1586179 29.5787515)
21547,TX,cvs,POINT (-95.6233365 30.0933365)
21548,TX,cvs,POINT (-95.1920874 29.6643993)
21549,TX,cvs,POINT (-95.1543175 29.6651995)
21550,TX,walgreens,POINT (-95.4922325 30.0514272)
21551,TX,walgreens,POINT (-95.3860335 30.0480895)
21553,TX,walgreens,POINT (-95.1232305 29.557295)
21555,TX,"walmart, wal-mart",POINT (-95.6022294 29.9199067)
21556,TX,"walmart, wal-mart",POINT (-95.5090977 29.8539598)
21557,TX,"walmart, wal-mart",POINT (-95.1769809 29.7679617)
21562,TX,walgreens,POINT (-95.3861556 30.0221573)
21563,TX,"walmart, wal-mart",POINT (-95.2834046 30.0090103)
21565,TX,walgreens,POINT (-95.3587938 29.7019079)
21566,TX,walgreens,POINT (-95.0626025 29.8956932)
21567,TX,walgreens,POINT (-95.026255 29.5690286)
21568,TX,"walmart, wal-mart",POINT (-95.2103609 29.6934182)
21572,TX,"walmart, wal-mart",POINT (-95.2145243 30.0693143)
21581,TX,"walmart, wal-mart",POINT (-95.1614119 29.6466047)
21586,TX,cvs,POINT (-95.6135102 29.9970554)
21595,TX,walgreens,POINT (-95.5258745 29.9732574)
21599,TX,walgreens,POINT (-95.3602498 29.781596)
21601,TX,walgreens,POINT (-95.5501244 29.9022984)
21602,TX,cvs,POINT (-95.5239564 29.8091802)
21603,TX,cvs,POINT (-95.3297369 29.7429397)
21608,LA,cvs,POINT (-93.2499267 30.1692471)
21612,TX,cvs,POINT (-95.235454 29.7681813)
21618,TX,walgreens,POINT (-95.1880836 29.8539473)
21624,LA,walgreens,POINT (-92.0149143 30.1885634)
21625,LA,walgreens,POINT (-92.0758886 30.1965247)
21627,LA,"walmart, wal-mart",POINT (-92.0060395 30.1780315)
21628,LA,"walmart, wal-mart",POINT (-92.0785134 30.1871445)
21630,TX,cvs,POINT (-95.0961661 29.5078476)
21631,TX,cvs,POINT (-95.0758217 29.449034)
21632,TX,cvs,POINT (-94.7936449 29.2990237)
21633,TX,cvs,POINT (-95.0759193 29.5222559)
21637,TX,walgreens,POINT (-95.4012254 29.6944772)
21642,TX,walgreens,POINT (-95.105243 29.5058964)
21643,TX,walgreens,POINT (-94.770658 29.3079125)
21644,TX,walgreens,POINT (-94.9709352 29.3784586)
21645,TX,walgreens,POINT (-95.0531521 29.4614275)
21646,TX,walgreens,POINT (-95.0951775 29.4637407)
21654,TX,cvs,POINT (-96.1556364 29.7755462)
21655,TX,walgreens,POINT (-96.1526912 29.7658764)
21658,TX,walgreens,POINT (-95.419641 29.0184155)
21659,TX,"walmart, wal-mart",POINT (-95.3827645 29.5581505)
21666,TX,cvs,POINT (-94.1286602 30.0675819)
21668,TX,walgreens,POINT (-94.1717263 30.0739586)
21670,TX,walgreens,POINT (-93.9853186 29.9545004)
21673,TX,walgreens,POINT (-95.5815224 29.6469988)
21674,TX,walgreens,POINT (-95.5814459 29.6015717)
21675,TX,walgreens,POINT (-95.6866015 29.5653962)
21676,TX,walgreens,POINT (-95.7559402 29.7350512)
21680,TX,walgreens,POINT (-95.5636075 29.60013)
21683,TX,cvs,POINT (-95.7744737 29.7340774)
21684,TX,cvs,POINT (-95.5652674 29.6003547)
21685,TX,"walmart, wal-mart",POINT (-95.7746015 29.6901254)
21690,TX,walgreens,POINT (-95.7417205 29.7020962)
21694,TX,cvs,POINT (-95.5988852 29.6212513)
21701,TX,cvs,POINT (-94.0165256 30.1421705)
21702,TX,walgreens,POINT (-94.0167158 30.1429889)
21703,TX,"walmart, wal-mart",POINT (-95.934463 28.9837912)
21704,TX,cvs,POINT (-95.6939896 29.5528723)
21710,TX,walgreens,POINT (-94.8893042 30.0435955)
21740,LA,"walmart, wal-mart",POINT (-93.176292 30.1955582)
21746,TX,walgreens,POINT (-95.2064862 29.5832713)
21750,TX,cvs,POINT (-94.7950561 30.0570186)
21755,TX,cvs,POINT (-94.9376644 29.3960322)
21760,TX,"walmart, wal-mart",POINT (-95.4842258 29.998146)
21761,TX,cvs,POINT (-95.5392862 30.0118934)
21763,TX,cvs,POINT (-95.2606113 29.8513632)
21764,TX,cvs,POINT (-95.4723653 29.84057)
21765,TX,cvs,POINT (-95.3988765 29.8036632)
21766,TX,cvs,POINT (-95.3644185 29.7571136)
21771,TX,"walmart, wal-mart",POINT (-95.6104877 29.9813145)
21772,TX,"walmart, wal-mart",POINT (-95.1593701 29.5518289)
21774,TX,cvs,POINT (-95.4118583 29.706906)
21775,TX,cvs,POINT (-95.4138047 29.898732)
21777,TX,cvs,POINT (-95.4168794 29.7702479)
21778,TX,walgreens,POINT (-95.3972726 29.7151325)
21779,TX,walgreens,POINT (-95.7232301 29.7534916)
