,STATE,NAME,geometry
28723,FL,walgreens,POINT (-81.7670578 30.3001433)
28752,FL,cvs,POINT (-81.7424616 30.2478425)
28766,GA,"walmart, wal-mart",POINT (-83.319592 30.8259982)
28772,GA,walgreens,POINT (-82.8501259 31.5008901)
28775,GA,walgreens,POINT (-83.3548234 32.3859342)
28777,GA,cvs,POINT (-84.0179971 32.293036)
28778,GA,"walmart, wal-mart",POINT (-82.3305007 32.5881268)
28781,GA,walgreens,POINT (-83.6234411 32.5942534)
28785,FL,cvs,POINT (-81.829869 30.5627829)
28786,GA,"walmart, wal-mart",POINT (-83.2875486 30.8807143)
28787,GA,walgreens,POINT (-83.7335321 32.4595419)
28788,GA,walgreens,POINT (-83.690633 32.5517554)
28790,GA,"walmart, wal-mart",POINT (-82.9721126 32.5512642)
28791,GA,"walmart, wal-mart",POINT (-82.5865134 31.8619245)
28792,GA,walgreens,POINT (-83.9479849 30.861082)
28794,GA,cvs,POINT (-83.5039739 31.4717581)
28795,GA,cvs,POINT (-83.8845186 32.5595354)
28810,GA,"walmart, wal-mart",POINT (-81.8717707 31.6159733)
28812,GA,cvs,POINT (-83.8381759 31.5310991)
28813,GA,walgreens,POINT (-83.8364584 31.5301558)
28815,FL,"walmart, wal-mart",POINT (-81.7066877 30.4503759)
28816,FL,walgreens,POINT (-81.7311316 30.3157594)
28817,FL,walgreens,POINT (-81.6967111 30.4376366)
28821,FL,cvs,POINT (-82.9872387 30.2872974)
28832,GA,"walmart, wal-mart",POINT (-83.5424981 31.4426891)
28860,GA,walgreens,POINT (-83.4707365 32.2821715)
28871,GA,cvs,POINT (-83.6410213 32.6315091)
28873,FL,walgreens,POINT (-82.1218176 30.2733692)
28874,GA,cvs,POINT (-82.8609109 31.5087483)
28876,GA,cvs,POINT (-82.3479336 31.7789393)
28878,GA,"walmart, wal-mart",POINT (-83.7618624 31.9646861)
28879,GA,cvs,POINT (-82.6037064 31.8621173)
28881,GA,cvs,POINT (-83.7885423 31.1687091)
28884,GA,cvs,POINT (-83.1751776 32.193516)
28885,GA,"walmart, wal-mart",POINT (-81.7595519 32.4341301)
28886,GA,cvs,POINT (-84.1381135 31.5509014)
28887,GA,walgreens,POINT (-83.323669 30.8476181)
28888,GA,walgreens,POINT (-83.2872046 30.8691352)
28890,GA,cvs,POINT (-83.6630082 32.5537338)
28891,GA,"walmart, wal-mart",POINT (-83.6122427 32.5900435)
28895,GA,cvs,POINT (-83.9463129 30.8523592)
28899,GA,"walmart, wal-mart",POINT (-82.3623022 32.202175)
28909,FL,walgreens,POINT (-81.7368585 30.2699714)
28910,FL,cvs,POINT (-81.7808289 30.2942965)
28911,FL,walgreens,POINT (-81.7724629 30.247731)
28912,FL,"walmart, wal-mart",POINT (-81.7584833 30.3016715)
28914,FL,walgreens,POINT (-81.7359789 30.2185989)
28922,FL,walgreens,POINT (-81.7305845 30.3924263)
28932,GA,walgreens,POINT (-81.8860696 31.6070953)
28934,GA,cvs,POINT (-81.9005369 32.1690698)
28949,GA,"walmart, wal-mart",POINT (-83.7579137 31.1703045)
28972,FL,cvs,POINT (-82.3543844 28.1433218)
28975,FL,cvs,POINT (-81.844346 27.9046846)
28977,FL,cvs,POINT (-81.8036153 26.5465491)
28979,FL,cvs,POINT (-81.870905 26.5639403)
28980,FL,cvs,POINT (-82.3381326 26.9390572)
28981,FL,cvs,POINT (-84.9905257 29.7227244)
28982,FL,cvs,POINT (-82.2866648 27.9811312)
28985,FL,cvs,POINT (-81.8580322 26.5013939)
28986,FL,walgreens,POINT (-82.1883247 28.3435904)
29001,FL,cvs,POINT (-81.7174949 28.4993634)
29005,FL,walgreens,POINT (-82.4397474 29.6883622)
29007,FL,cvs,POINT (-82.5959366 29.8317428)
29012,FL,cvs,POINT (-82.3982831 27.0490995)
29014,FL,walgreens,POINT (-82.2615175 29.0761972)
29015,FL,cvs,POINT (-81.973076 28.1213722)
29018,FL,walgreens,POINT (-81.8512411 26.6976382)
29019,FL,cvs,POINT (-82.1466779 29.2236298)
29020,FL,cvs,POINT (-82.4691701 27.4450983)
29021,FL,cvs,POINT (-81.9451381 28.1125666)
29022,FL,cvs,POINT (-82.0529877 29.0583474)
29025,FL,walgreens,POINT (-82.5417329 28.4901586)
29026,FL,walgreens,POINT (-82.5587923 28.5719552)
29027,FL,cvs,POINT (-85.7613568 30.1893998)
29028,FL,cvs,POINT (-85.8208796 30.2007216)
29029,FL,walgreens,POINT (-85.5919758 30.1534596)
29030,FL,"walmart, wal-mart",POINT (-82.0478745 27.024919)
29031,FL,cvs,POINT (-82.4582613 29.0549021)
29032,FL,walgreens,POINT (-82.4951103 29.7949542)
29033,FL,"walmart, wal-mart",POINT (-81.9846666 26.6495949)
29034,FL,"walmart, wal-mart",POINT (-81.6970163 26.0571674)
29035,FL,"walmart, wal-mart",POINT (-82.3773532 29.6260122)
29036,FL,"walmart, wal-mart",POINT (-82.578695 28.8063201)
29037,FL,walgreens,POINT (-82.5865238 28.897452)
29038,FL,"walmart, wal-mart",POINT (-82.1396785 27.0138171)
29039,FL,walgreens,POINT (-82.07475 26.963681)
29040,FL,cvs,POINT (-82.113397 26.6047155)
29041,FL,"walmart, wal-mart",POINT (-81.9061705 26.5550245)
29043,FL,walgreens,POINT (-82.0545553 27.003341)
29044,FL,cvs,POINT (-81.7326977 28.8106548)
29045,FL,cvs,POINT (-82.3370776 28.8365006)
29046,FL,cvs,POINT (-81.7700024 26.1301881)
29048,FL,walgreens,POINT (-81.9377229 28.9339987)
29049,FL,walgreens,POINT (-81.6992139 25.9347893)
29050,FL,walgreens,POINT (-81.7990507 26.1748805)
29051,FL,walgreens,POINT (-81.800308 26.2510927)
29052,FL,walgreens,POINT (-82.4218526 29.6299344)
29053,FL,walgreens,POINT (-81.8760453 28.7472935)
29054,FL,walgreens,POINT (-82.4230253 29.6604024)
29056,FL,cvs,POINT (-81.7732479 26.2707969)
29057,FL,cvs,POINT (-82.0464082 26.9166258)
29058,FL,cvs,POINT (-82.575721 28.8042749)
29060,FL,walgreens,POINT (-82.1287062 29.1726479)
29061,FL,walgreens,POINT (-81.9138442 26.5446976)
29062,FL,"walmart, wal-mart",POINT (-85.8049598 30.1802932)
29064,FL,cvs,POINT (-85.6833128 30.1746028)
29065,FL,cvs,POINT (-81.9687559 28.962464)
29066,FL,cvs,POINT (-82.1276043 29.1711461)
29067,FL,walgreens,POINT (-82.129063 29.1875273)
29068,FL,walgreens,POINT (-82.1990437 29.1374314)
29070,FL,cvs,POINT (-81.725945 25.9544978)
29071,FL,"walmart, wal-mart",POINT (-81.813065 27.5684462)
29072,FL,walgreens,POINT (-82.2192609 29.1176041)
29073,FL,walgreens,POINT (-82.0105533 28.9815387)
29074,FL,cvs,POINT (-82.1683502 29.1653482)
29075,FL,walgreens,POINT (-81.9743743 28.1286216)
29076,FL,walgreens,POINT (-81.974956 27.9391264)
29077,FL,"walmart, wal-mart",POINT (-81.9648796 28.9625957)
29082,FL,cvs,POINT (-82.6278031 28.4606112)
29085,FL,walgreens,POINT (-82.3386098 29.6671399)
29087,FL,walgreens,POINT (-82.6853434 28.331932)
29088,FL,walgreens,POINT (-82.6920637 28.2165796)
29091,FL,cvs,POINT (-82.6683859 30.1796014)
29092,FL,walgreens,POINT (-82.6665995 30.1780333)
29094,FL,cvs,POINT (-81.7691444 30.1415376)
29102,FL,cvs,POINT (-81.8087704 26.3799099)
29103,FL,cvs,POINT (-81.8143985 26.6745319)
29104,FL,cvs,POINT (-81.9003227 26.4156581)
29105,FL,cvs,POINT (-81.9009166 26.6827877)
29106,FL,cvs,POINT (-81.8722719 26.5471622)
29107,FL,cvs,POINT (-81.8717531 26.6330037)
29108,FL,cvs,POINT (-81.7530588 28.5908745)
29109,FL,cvs,POINT (-81.9160735 26.652186)
29112,FL,walgreens,POINT (-81.8744301 30.0619644)
29115,FL,walgreens,POINT (-82.509415 27.4977307)
29117,FL,cvs,POINT (-81.7115492 30.1017038)
29120,FL,walgreens,POINT (-82.6945087 28.3638027)
29121,FL,cvs,POINT (-82.1866159 28.3435814)
29122,FL,cvs,POINT (-82.7406683 28.1956184)
29123,FL,cvs,POINT (-82.6047169 27.4630496)
29125,FL,cvs,POINT (-82.514508 27.3896565)
29126,FL,"walmart, wal-mart",POINT (-82.5272745 27.4496778)
29130,FL,walgreens,POINT (-82.6033575 27.4962788)
29131,FL,walgreens,POINT (-82.5748458 27.4344088)
29132,FL,"walmart, wal-mart",POINT (-81.8337982 30.1057542)
29133,FL,cvs,POINT (-82.6984569 28.3308135)
29134,FL,cvs,POINT (-82.4651522 28.1910623)
29143,FL,cvs,POINT (-82.6341809 28.1936593)
29146,FL,"walmart, wal-mart",POINT (-81.7688008 30.1376676)
29147,FL,walgreens,POINT (-82.5724409 27.5205997)
29148,FL,walgreens,POINT (-82.5029554 27.5301829)
29151,FL,cvs,POINT (-82.4961571 27.3222378)
29153,FL,cvs,POINT (-82.3851812 27.0989387)
29165,FL,"walmart, wal-mart",POINT (-82.4501718 27.2921766)
29166,FL,walgreens,POINT (-82.5299321 27.2983181)
29167,FL,walgreens,POINT (-82.5225424 27.2612333)
29168,FL,walgreens,POINT (-81.9599259 28.9537352)
29171,FL,cvs,POINT (-82.1128858 28.6681126)
29177,FL,walgreens,POINT (-84.3716649 30.1951487)
29178,FL,cvs,POINT (-81.7878832 26.5467331)
29182,FL,cvs,POINT (-82.3943561 28.0550515)
29183,FL,cvs,POINT (-82.4671141 28.0885557)
29185,FL,cvs,POINT (-82.505201 27.9442812)
29189,FL,walgreens,POINT (-82.2781374 27.9601271)
29190,FL,walgreens,POINT (-82.4838855 27.9808797)
29191,FL,cvs,POINT (-82.3026857 27.8541452)
29192,FL,cvs,POINT (-82.4268966 28.053852)
29194,FL,walgreens,POINT (-82.4768547 27.9953963)
29195,FL,walgreens,POINT (-82.3528529 28.1706405)
29199,FL,walgreens,POINT (-82.1209507 27.9959579)
29200,FL,walgreens,POINT (-82.5067084 28.0660626)
29202,FL,walgreens,POINT (-82.4634068 27.9421579)
29203,FL,walgreens,POINT (-82.4848857 28.0101094)
29204,FL,walgreens,POINT (-82.5521337 28.0262542)
29206,FL,walgreens,POINT (-82.4392578 28.0550888)
29212,FL,cvs,POINT (-82.2944433 27.9371226)
29213,FL,cvs,POINT (-82.2686536 27.8942685)
29215,FL,walgreens,POINT (-81.8312527 30.1950504)
29216,FL,"walmart, wal-mart",POINT (-82.3543372 27.8472293)
29220,FL,"walmart, wal-mart",POINT (-82.5024142 27.9571524)
29222,FL,walgreens,POINT (-82.7641722 28.0188964)
29231,FL,"walmart, wal-mart",POINT (-82.4576994 28.0320915)
29232,FL,"walmart, wal-mart",POINT (-82.5522012 28.0617274)
29237,FL,cvs,POINT (-82.7638609 28.0215642)
29238,FL,cvs,POINT (-82.6462194 27.8455108)
29240,FL,cvs,POINT (-82.8031579 27.8036864)
29241,FL,cvs,POINT (-82.727924 27.8641817)
29242,FL,cvs,POINT (-82.7746389 27.9895554)
29243,FL,cvs,POINT (-82.6382648 27.7809211)
29244,FL,cvs,POINT (-82.6768578 28.0438446)
29245,FL,cvs,POINT (-82.7475985 28.018829)
29246,FL,walgreens,POINT (-82.7005978 27.7814259)
29247,FL,walgreens,POINT (-82.6473863 27.713348)
29248,FL,walgreens,POINT (-82.6804154 27.805997)
29249,FL,walgreens,POINT (-82.7630055 27.9159446)
29250,FL,walgreens,POINT (-82.6392064 27.8420551)
29251,FL,"walmart, wal-mart",POINT (-82.6735539 28.0436474)
29252,FL,"walmart, wal-mart",POINT (-82.7406936 28.0952426)
29253,FL,"walmart, wal-mart",POINT (-82.6848793 27.8451649)
29258,FL,cvs,POINT (-82.6806539 27.7197765)
29259,FL,cvs,POINT (-82.2703038 27.922624)
29260,FL,cvs,POINT (-82.7337183 27.757054)
29261,FL,walgreens,POINT (-82.6993374 27.8424279)
29262,FL,walgreens,POINT (-82.706409 28.0609003)
29263,FL,walgreens,POINT (-82.6820572 27.8352489)
29271,FL,cvs,POINT (-82.4217866 29.6310374)
29279,FL,cvs,POINT (-82.45856 27.948558)
29288,FL,cvs,POINT (-82.5189674 27.8942366)
29308,FL,"walmart, wal-mart",POINT (-82.631268 28.4583784)
29311,FL,cvs,POINT (-82.8699828 29.5009855)
29312,FL,cvs,POINT (-82.4671051 27.9819811)
29315,FL,walgreens,POINT (-82.7112312 27.7485754)
29316,FL,"walmart, wal-mart",POINT (-82.8300292 27.8817363)
29320,FL,walgreens,POINT (-82.6436735 27.7634306)
29321,FL,walgreens,POINT (-82.3656684 28.8432262)
29325,FL,cvs,POINT (-82.1199841 27.9899101)
29326,FL,walgreens,POINT (-82.2077576 27.8535474)
29343,FL,"walmart, wal-mart",POINT (-82.1393267 28.6657726)
29350,FL,walgreens,POINT (-81.8013693 26.2039369)
29351,FL,walgreens,POINT (-82.087542 29.1978514)
29353,FL,cvs,POINT (-82.3789706 28.1159569)
29355,FL,walgreens,POINT (-82.6723334 27.8841245)
29362,FL,cvs,POINT (-82.4330134 27.1003705)
29363,FL,cvs,POINT (-82.1398895 29.1725584)
29364,FL,cvs,POINT (-82.1888657 28.2523191)
29368,FL,walgreens,POINT (-82.4385869 28.1867376)
29370,FL,"walmart, wal-mart",POINT (-82.3566962 28.1553925)
29384,FL,walgreens,POINT (-82.158894 29.1732808)
29385,FL,"walmart, wal-mart",POINT (-82.4671299 28.180136)
29407,FL,"walmart, wal-mart",POINT (-82.1189393 27.9859313)
29413,FL,walgreens,POINT (-82.6668388 28.3088037)
29416,FL,cvs,POINT (-81.9229593 27.9534592)
29418,FL,cvs,POINT (-82.4953604 29.7935725)
29420,FL,cvs,POINT (-82.0863313 29.5983818)
29421,FL,cvs,POINT (-82.38743 29.6719359)
29422,FL,cvs,POINT (-82.3395832 29.6890954)
29426,FL,walgreens,POINT (-81.7216539 28.8196665)
29430,FL,cvs,POINT (-82.5145008 27.3381068)
29431,FL,cvs,POINT (-82.5522853 27.3675959)
29432,FL,walgreens,POINT (-81.9536696 26.5634205)
29433,FL,walgreens,POINT (-81.9722093 28.099958)
29434,FL,"walmart, wal-mart",POINT (-82.2762073 29.0565327)
29435,FL,cvs,POINT (-82.2190004 29.1158368)
29436,FL,walgreens,POINT (-82.1480978 29.2226561)
29438,FL,walgreens,POINT (-81.8123576 26.4208559)
29439,FL,walgreens,POINT (-82.5976109 28.4512483)
29444,FL,"walmart, wal-mart",POINT (-81.7664904 26.2072623)
29445,FL,"walmart, wal-mart",POINT (-81.9919006 26.5789171)
29449,FL,walgreens,POINT (-82.030923 26.8979382)
29450,FL,walgreens,POINT (-82.1327875 27.0073173)
29451,FL,walgreens,POINT (-81.7455568 28.5472934)
29452,FL,walgreens,POINT (-82.310432 26.9350936)
29454,FL,cvs,POINT (-81.8905846 26.6667215)
29455,FL,"walmart, wal-mart",POINT (-81.7455707 26.2708196)
29457,FL,walgreens,POINT (-82.0879727 29.1576784)
29460,FL,walgreens,POINT (-81.8885233 28.8026045)
29461,FL,walgreens,POINT (-81.7656827 26.1390495)
29462,FL,walgreens,POINT (-81.7213408 25.9559456)
29463,FL,walgreens,POINT (-81.7728518 28.8193661)
29464,FL,walgreens,POINT (-81.7211716 26.1567628)
29465,FL,walgreens,POINT (-82.3741685 29.6245568)
29467,FL,"walmart, wal-mart",POINT (-82.3101917 26.9322378)
29468,FL,"walmart, wal-mart",POINT (-81.803328 26.274501)
29469,FL,walgreens,POINT (-81.8845974 26.5972914)
29470,FL,walgreens,POINT (-81.9416153 26.6522933)
29471,FL,walgreens,POINT (-81.845973 26.4911651)
29472,FL,walgreens,POINT (-81.8065169 26.3298289)
29473,FL,walgreens,POINT (-82.2010943 29.2151739)
29474,FL,walgreens,POINT (-81.9342787 26.4934725)
29475,FL,walgreens,POINT (-81.7634416 26.3316513)
29476,FL,walgreens,POINT (-82.0669088 29.0619899)
29477,FL,walgreens,POINT (-82.5999391 28.4918015)
29481,FL,cvs,POINT (-82.4417908 29.3877962)
29482,FL,walgreens,POINT (-81.9013784 26.5131673)
29483,FL,cvs,POINT (-85.5902831 30.1534119)
29484,FL,cvs,POINT (-82.5852703 28.8978223)
29485,FL,cvs,POINT (-81.7172091 26.1751058)
29487,FL,walgreens,POINT (-82.0061657 26.5621388)
29488,FL,walgreens,POINT (-81.8712662 26.6112366)
29489,FL,walgreens,POINT (-81.9089367 28.0473672)
29490,FL,"walmart, wal-mart",POINT (-82.5055673 28.5311139)
29497,FL,cvs,POINT (-82.5126113 28.5327576)
29498,FL,cvs,POINT (-81.9892214 28.0428766)
29503,FL,walgreens,POINT (-81.7192056 28.4988389)
29504,FL,walgreens,POINT (-82.698186 28.2582685)
29505,FL,walgreens,POINT (-82.6715509 28.238341)
29506,FL,walgreens,POINT (-82.708518 28.2932497)
29507,FL,walgreens,POINT (-81.7273603 28.0144585)
29510,FL,cvs,POINT (-81.9414303 28.9364774)
29511,FL,cvs,POINT (-82.0517954 27.0175675)
29512,FL,"walmart, wal-mart",POINT (-83.5800984 30.1020692)
29514,FL,walgreens,POINT (-81.7980548 30.1242118)
29520,FL,cvs,POINT (-81.7223071 26.708942)
29521,FL,cvs,POINT (-81.7618354 26.3316392)
29522,FL,cvs,POINT (-81.8598166 27.2144714)
29523,FL,cvs,POINT (-85.3049267 29.8147402)
29524,FL,cvs,POINT (-81.9358089 26.4948448)
29525,FL,cvs,POINT (-81.9584653 26.5632761)
29526,FL,cvs,POINT (-81.7690683 26.6186978)
29528,FL,walgreens,POINT (-81.8337023 27.2083046)
29533,FL,walgreens,POINT (-81.8340404 30.1600996)
29536,FL,walgreens,POINT (-82.6198291 27.4631362)
29537,FL,"walmart, wal-mart",POINT (-81.7314016 28.5299169)
29541,FL,walgreens,POINT (-81.7665859 26.5497454)
29543,FL,"walmart, wal-mart",POINT (-81.829239 27.2066665)
29547,FL,"walmart, wal-mart",POINT (-82.5067444 27.3922752)
29548,FL,walgreens,POINT (-82.7387841 28.1990557)
29549,FL,walgreens,POINT (-82.7074287 28.0127653)
29552,FL,cvs,POINT (-82.4771872 27.5436671)
29554,FL,cvs,POINT (-85.6511538 30.157301)
29557,FL,walgreens,POINT (-82.5120954 28.5342914)
29558,FL,walgreens,POINT (-82.4411154 27.3907601)
29559,FL,walgreens,POINT (-82.1576426 27.0690519)
29561,FL,cvs,POINT (-82.7402468 28.2101975)
29562,FL,cvs,POINT (-82.6965842 28.2799215)
29563,FL,walgreens,POINT (-82.6673423 28.1860582)
29564,FL,walgreens,POINT (-81.9230582 27.9523231)
29569,FL,cvs,POINT (-82.4593757 27.1388348)
29572,FL,cvs,POINT (-82.2456091 28.2182059)
29574,FL,"walmart, wal-mart",POINT (-82.559117 27.5238315)
29575,FL,walgreens,POINT (-82.0304489 29.7861276)
29576,FL,walgreens,POINT (-82.7081056 27.4929743)
29580,FL,"walmart, wal-mart",POINT (-82.6960153 28.3405408)
29583,FL,"walmart, wal-mart",POINT (-82.6684223 28.2078538)
29586,FL,walgreens,POINT (-82.530383 27.3224622)
29589,FL,walgreens,POINT (-82.3989788 27.0504291)
29590,FL,walgreens,POINT (-82.4254042 27.079779)
29591,FL,cvs,POINT (-81.9405975 26.6687011)
29594,FL,walgreens,POINT (-82.0090824 28.9266458)
29595,FL,"walmart, wal-mart",POINT (-82.0311645 28.9301449)
29597,FL,cvs,POINT (-83.5826438 30.1112111)
29607,FL,cvs,POINT (-81.7402417 30.2048278)
29608,FL,cvs,POINT (-82.541493 28.0841541)
29609,FL,cvs,POINT (-82.4156082 28.0320891)
29610,FL,cvs,POINT (-82.4849695 27.9956984)
29613,FL,cvs,POINT (-82.4603026 28.0333582)
29616,FL,cvs,POINT (-82.5834673 28.0450774)
29618,FL,walgreens,POINT (-82.5838736 28.0254913)
29619,FL,walgreens,POINT (-82.3180601 27.9243659)
29624,FL,walgreens,POINT (-82.5422157 28.0628988)
29626,FL,cvs,POINT (-82.5014962 28.0933503)
29627,FL,cvs,POINT (-82.3928313 28.0330709)
29631,FL,walgreens,POINT (-82.2850074 27.938151)
29632,FL,walgreens,POINT (-82.3683828 28.1266384)
29633,FL,walgreens,POINT (-82.3692922 27.9405955)
29634,FL,walgreens,POINT (-82.1449672 28.019737)
29636,FL,walgreens,POINT (-82.3273705 27.857644)
29639,FL,walgreens,POINT (-82.6310641 28.0721178)
29642,FL,cvs,POINT (-81.8981711 26.5159871)
29643,FL,walgreens,POINT (-82.5056415 27.9079507)
29652,FL,walgreens,POINT (-82.7748885 27.9980751)
29659,FL,cvs,POINT (-82.7376357 28.0484181)
29660,FL,cvs,POINT (-82.7876722 27.8656838)
29661,FL,cvs,POINT (-82.7628939 27.9171396)
29662,FL,cvs,POINT (-82.7450337 27.9169215)
29663,FL,cvs,POINT (-82.6993719 27.8216264)
29664,FL,cvs,POINT (-82.6846536 27.8946342)
29665,FL,cvs,POINT (-82.7006182 27.8398857)
29666,FL,cvs,POINT (-82.6368351 27.8054952)
29667,FL,walgreens,POINT (-82.6733764 27.719856)
29670,FL,walgreens,POINT (-82.7295381 27.8642305)
29671,FL,walgreens,POINT (-82.7970858 27.9172769)
29678,FL,walgreens,POINT (-82.7279224 27.8215189)
29679,FL,walgreens,POINT (-82.739785 28.0782027)
29680,FL,walgreens,POINT (-82.7303884 27.7715563)
29681,FL,walgreens,POINT (-82.3112575 27.9810576)
29684,FL,"walmart, wal-mart",POINT (-81.8140408 26.6108151)
29685,FL,walgreens,POINT (-81.7063255 30.0677642)
29686,FL,walgreens,POINT (-82.8171674 27.9157586)
29694,FL,"walmart, wal-mart",POINT (-82.4762636 27.9456848)
29696,FL,walgreens,POINT (-82.3447635 27.9132527)
29697,FL,walgreens,POINT (-82.319419 27.8940934)
29703,FL,cvs,POINT (-81.8897238 29.1814765)
29715,FL,"walmart, wal-mart",POINT (-82.4073287 28.5370727)
29716,FL,walgreens,POINT (-82.460772 28.1414725)
29719,FL,cvs,POINT (-82.1124309 29.9436415)
29723,FL,cvs,POINT (-82.5061276 27.4453718)
29728,FL,walgreens,POINT (-82.6995436 28.0900363)
29734,FL,cvs,POINT (-82.482833 27.1783453)
29736,FL,cvs,POINT (-82.7102264 28.0136974)
29738,FL,cvs,POINT (-81.7674951 26.2084855)
29741,FL,walgreens,POINT (-82.3361229 27.7913137)
29743,FL,cvs,POINT (-81.8029668 26.2498581)
29746,FL,cvs,POINT (-82.3674427 28.2382744)
29759,FL,"walmart, wal-mart",POINT (-82.2170687 27.0345866)
29770,FL,"walmart, wal-mart",POINT (-82.1912183 28.2696289)
29797,FL,cvs,POINT (-82.7931646 27.8430165)
29799,FL,cvs,POINT (-82.3252055 30.0229702)
29810,FL,cvs,POINT (-82.3394742 27.8944527)
