State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
16,1,101,16001000101,1273,97.25,0.0,0.0,0.0,0.0,2.75,36.86,23.64,58.37,17.99,white_alone
16,1,102,16001000102,2737,79.32,0.0,0.0,1.9,0.0,14.47,18.34,12.24,73.44,14.32,white_alone
16,1,201,16001000201,3300,91.61,0.45,0.24,0.94,0.0,3.06,6.1,2.64,72.48,20.3,white_alone
16,1,202,16001000202,5782,94.19,0.29,0.0,1.35,0.0,1.56,4.38,4.1,80.63,15.27,white_alone
16,1,302,16001000302,3306,89.44,0.0,0.54,3.69,0.0,3.96,15.32,6.41,74.47,16.12,white_alone
16,1,303,16001000303,2230,87.09,0.0,0.0,3.23,0.0,6.28,10.41,12.56,64.13,23.32,white_alone
16,1,305,16001000305,2584,94.89,0.0,0.0,0.46,0.0,2.09,9.98,10.29,71.44,18.27,white_alone
16,1,306,16001000306,4173,89.48,0.0,0.0,0.43,0.0,9.51,4.62,1.77,82.87,15.36,white_alone
16,1,401,16001000401,2402,96.67,0.0,0.0,0.0,0.0,1.5,7.7,14.32,75.1,10.57,white_alone
16,1,402,16001000402,3721,73.18,0.0,2.55,7.26,0.0,12.01,13.37,8.71,81.27,10.02,white_alone
16,1,501,16001000501,2879,91.11,0.0,0.0,0.97,0.0,5.9,11.84,11.11,80.13,8.75,white_alone
16,1,502,16001000502,3414,77.24,1.23,0.0,3.63,0.0,12.45,9.94,6.06,77.86,16.08,white_alone
16,1,601,16001000601,2009,92.48,1.49,0.0,1.05,0.0,0.9,3.63,2.19,83.67,14.14,white_alone
16,1,602,16001000602,3270,86.39,2.91,0.43,0.0,0.0,10.09,9.8,4.31,84.65,10.43,white_alone
16,1,701,16001000701,5738,86.53,1.39,0.21,3.75,0.03,6.13,9.54,3.96,77.12,17.39,white_alone
16,1,703,16001000703,1900,79.74,0.0,0.0,10.47,0.0,5.63,1.05,5.16,77.68,17.16,white_alone
16,1,704,16001000704,3233,91.99,1.05,0.0,0.99,0.0,4.73,4.38,2.2,76.62,16.86,white_alone
16,1,803,16001000803,4357,76.31,0.21,1.19,6.77,0.0,10.53,6.89,5.83,78.7,15.13,white_alone
16,1,805,16001000805,3403,85.01,1.2,0.0,7.26,0.0,4.64,3.79,0.85,74.67,23.51,white_alone
16,1,806,16001000806,2967,77.01,0.0,3.24,0.07,0.0,16.41,30.39,32.05,58.85,8.26,white_alone
16,1,807,16001000807,2120,73.11,2.41,0.0,13.16,0.0,5.47,16.7,9.29,71.98,16.51,white_alone
16,1,808,16001000808,2254,89.75,0.0,0.0,2.75,5.63,1.86,8.07,3.68,67.39,28.93,white_alone
16,1,809,16001000809,2685,94.0,0.0,1.42,0.41,0.0,4.17,7.3,4.36,81.01,14.64,white_alone
16,1,810,16001000810,3030,87.36,2.54,0.73,1.42,0.0,3.76,12.18,4.36,83.7,11.29,white_alone
16,1,901,16001000901,2056,80.89,0.0,0.0,1.46,0.0,17.02,25.34,10.6,71.01,18.39,white_alone
16,1,902,16001000902,4731,74.04,1.25,2.92,4.9,0.95,13.42,58.11,12.85,79.26,7.88,white_alone
16,1,1001,16001001001,2090,95.84,0.0,0.38,1.53,0.0,1.67,6.03,7.61,70.72,21.67,white_alone
16,1,1002,16001001002,2172,77.07,0.0,0.0,2.62,0.0,15.19,63.63,12.52,80.34,7.14,white_alone
16,1,1003,16001001003,3107,91.18,0.0,1.09,1.74,0.0,5.66,18.57,14.52,70.07,15.42,white_alone
16,1,1100,16001001100,4326,71.38,0.0,0.0,1.02,0.0,24.71,21.35,17.75,67.48,14.77,white_alone
16,1,1201,16001001201,3446,87.09,1.07,0.09,0.0,0.0,9.55,12.97,8.97,68.14,22.9,white_alone
16,1,1203,16001001203,3992,78.98,2.43,1.55,2.66,0.03,9.04,15.71,8.17,64.58,27.25,white_alone
16,1,1204,16001001204,3305,83.3,4.45,1.75,1.18,0.18,4.36,15.82,8.68,71.77,15.92,white_alone
16,1,1401,16001001401,2557,86.0,0.0,0.0,1.06,2.54,8.21,9.43,13.22,74.58,11.38,white_alone
16,1,1402,16001001402,3497,86.65,0.0,0.0,3.17,0.0,7.41,21.75,2.06,77.24,19.07,white_alone
16,1,1500,16001001500,3983,84.74,0.95,0.78,1.63,0.0,6.75,7.86,10.65,75.3,13.78,white_alone
16,1,1600,16001001600,4847,76.93,3.57,0.19,1.46,0.0,13.47,19.17,11.95,69.3,18.4,white_alone
16,1,1701,16001001701,2183,73.66,0.0,0.0,1.65,1.65,22.03,14.29,10.12,78.2,11.68,white_alone
16,1,1702,16001001702,4251,80.1,1.95,0.0,0.45,0.0,13.6,20.28,19.24,73.21,7.03,white_alone
16,1,1800,16001001800,4635,87.42,2.09,1.62,0.39,0.0,5.85,9.99,13.74,63.78,22.48,white_alone
16,1,1900,16001001900,5178,84.7,0.91,0.0,0.0,0.0,11.66,7.18,14.79,69.41,15.8,white_alone
16,1,2000,16001002000,4741,66.55,1.01,0.0,9.18,0.0,22.32,29.05,12.34,71.95,11.6,white_alone
16,1,2100,16001002100,2051,94.83,0.1,0.0,2.05,0.0,2.15,6.69,8.19,66.85,24.28,white_alone
16,1,2223,16001002223,5074,87.31,1.04,0.0,3.59,0.47,4.63,4.31,2.46,81.91,14.86,white_alone
16,1,2225,16001002225,4079,83.62,0.69,0.83,2.72,0.0,7.7,7.18,1.64,80.46,15.67,white_alone
