State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
8,1,7801,1,80010078011,1997,16.68,4.01,0.8,26.59,0.0,50.13,18.53,15.27,79.42,5.31,hispanic,-104.87051202305273,39.74199708721429,0.49,2.83,2.436,0.49,2.532,1.017,0.457,0.228,0.123,0.457,0.457,0.633,0.967,True,0.49,0.49,0.0,0.49,0.49,0.0,0.49,0.49,0.0,0.49,0.49,0.0,0.49,0.49,0.0,2.436,2.436,2.436,2.436,2.436,2.436,1.146,2.436,2.436,1.146,0.404,2.436,1.146,0.404,2.436,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,0.804,0.804,2.83,0.804,0.804,2.83,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,0.0,1.017,1.017,0.0,1.017,1.017,0.0,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.0,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.0,0.228,0.228,0.0,0.228,0.228,0.0,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967
8,1,7801,2,80010078012,2277,16.73,25.08,0.0,24.51,0.18,30.17,36.67,12.34,80.24,7.42,other,-104.87994047400156,39.74199614138867,1.282,2.367,2.329,1.282,3.043,0.335,1.235,0.344,0.463,1.235,1.235,1.417,1.354,True,1.282,1.282,0.806,1.282,1.282,0.806,1.282,1.282,0.806,1.031,1.031,0.806,1.031,0.925,0.806,2.329,2.329,2.329,2.329,2.329,2.329,1.031,2.329,2.329,1.031,0.946,2.329,1.031,0.946,2.329,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,1.61,1.61,2.367,1.031,0.404,2.367,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,1.354,1.354,1.354,1.354,1.354,1.354,1.354,1.354,1.354,1.031,1.354,1.354,1.031,1.031,1.354
8,1,7802,1,80010078021,1056,14.39,22.54,3.03,3.41,0.0,56.63,37.59,24.34,67.8,7.86,hispanic,-104.86111173895638,39.7419965136224,0.367,2.888,1.633,0.367,1.728,1.397,0.438,0.343,0.416,0.301,0.301,0.301,0.17,True,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,1.633,1.633,1.633,1.633,1.633,1.633,1.633,1.633,1.633,1.633,0.853,1.633,0.603,0.853,1.633,2.888,2.888,2.888,2.888,2.888,2.888,2.888,2.888,2.888,0.0,0.0,2.888,0.0,0.0,2.691,1.397,1.397,1.397,1.397,1.397,1.397,1.397,1.397,0.804,1.397,1.067,0.804,0.812,0.812,0.804,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
8,1,7802,2,80010078022,1363,11.08,13.57,0.37,5.06,0.0,68.82,27.14,32.21,55.61,11.45,hispanic,-104.84939279847644,39.7419946051702,1.209,2.606,0.634,0.51,0.727,0.535,0.966,1.097,0.588,0.966,0.966,1.147,0.58,True,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,0.505,1.209,1.209,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.634,0.399,0.634,0.634,2.606,2.606,2.606,2.606,2.606,2.606,2.606,2.606,2.606,1.002,1.002,2.606,1.002,1.002,1.84,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.505,0.505,0.535,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.399,0.399,0.588,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,0.505,0.505,1.097,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
8,1,7802,3,80010078023,2072,16.12,16.17,0.0,11.92,0.0,55.55,34.51,42.18,50.68,7.14,hispanic,-104.85406101884946,39.74199597579589,0.95,2.677,1.031,0.815,1.126,0.842,1.013,0.898,0.724,0.84,0.84,0.84,0.376,True,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.419,0.95,0.95,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,1.031,0.0,1.031,1.031,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,0.603,0.603,2.677,0.603,0.603,2.164,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.419,0.419,0.842,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.0,0.0,0.724,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.419,0.419,0.898,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376
8,1,7900,1,80010079001,1938,38.8,5.31,2.01,1.03,0.0,49.9,9.18,15.43,78.38,6.19,other,-104.8699879724383,39.75112627955481,1.236,2.572,2.57,1.236,2.678,1.656,1.267,1.23,0.365,1.267,1.267,1.349,1.409,True,1.236,1.236,1.016,1.236,1.236,1.016,1.236,1.236,1.016,0.604,0.604,1.016,0.604,0.604,1.016,2.57,2.57,2.57,2.57,2.57,2.57,0.604,2.57,2.57,0.604,0.614,2.57,0.604,0.614,2.57,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,1.267,1.267,2.572,0.604,1.009,2.572,1.656,1.656,1.656,1.656,1.656,1.656,1.656,1.656,1.016,0.604,0.612,1.016,0.604,0.604,1.016,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,1.23,1.23,1.23,1.23,1.23,1.23,0.604,1.23,1.016,0.604,0.604,1.016,0.604,0.604,1.016,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,0.604,1.409,1.409,0.604,0.604,1.409
8,1,7900,2,80010079002,476,37.61,29.83,0.0,0.0,0.0,28.99,0.0,33.82,60.08,6.09,other,-104.87704639299967,39.75099517642759,1.539,3.079,3.135,1.539,2.613,1.355,0.985,1.32,0.247,0.985,0.985,1.677,1.852,True,1.539,1.539,1.146,1.539,1.539,1.146,1.539,1.539,1.146,0.0,0.0,1.146,0.0,0.0,1.146,3.135,3.135,3.135,3.135,3.135,3.135,0.0,3.135,3.135,0.0,0.855,3.135,0.0,0.855,3.135,3.079,3.079,3.079,3.079,3.079,3.079,3.079,3.079,3.079,1.69,1.69,3.079,0.0,0.631,3.079,1.355,1.355,1.355,1.355,1.355,1.355,1.355,1.355,1.146,0.0,1.216,1.146,0.0,0.0,1.146,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.0,0.247,0.247,1.32,1.32,1.32,1.32,1.32,1.32,0.0,1.32,1.146,0.0,0.0,1.146,0.0,0.0,1.146,1.852,1.852,1.852,1.852,1.852,1.852,1.852,1.852,1.852,0.0,1.852,1.852,0.0,0.0,1.852
8,1,7900,3,80010079003,922,37.2,14.53,0.0,9.54,0.0,38.72,9.22,21.58,67.25,11.17,other,-104.86991683206271,39.7456039930513,0.688,2.984,2.407,0.688,2.51,1.237,0.699,0.616,0.269,0.699,0.699,0.823,1.021,True,0.688,0.688,0.404,0.688,0.688,0.404,0.688,0.688,0.404,0.688,0.688,0.404,0.688,0.688,0.404,2.407,2.407,2.407,2.407,2.407,2.407,0.855,2.407,2.407,0.855,0.0,2.407,0.855,0.0,2.407,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,0.853,0.853,2.984,0.853,0.807,2.984,1.237,1.237,1.237,1.237,1.237,1.237,1.237,1.237,0.404,0.855,0.892,0.404,0.855,0.855,0.404,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.616,0.404,0.616,0.616,0.404,0.616,0.616,0.404,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,0.855,1.021,1.021,0.855,0.855,1.021
8,1,7900,4,80010079004,2225,16.36,21.39,0.0,3.96,0.0,55.1,24.63,28.76,64.54,6.7,hispanic,-104.8793526568393,39.74560462841343,1.34,2.75,2.714,1.34,2.936,0.724,1.313,0.693,0.373,1.313,1.313,1.485,1.737,True,1.34,1.34,0.856,1.34,1.34,0.856,1.34,1.34,0.856,0.631,0.631,0.856,0.631,0.631,0.856,2.714,2.714,2.714,2.714,2.714,2.714,0.631,2.714,2.714,0.631,0.807,2.714,0.631,0.807,2.714,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.61,1.61,2.75,0.631,0.0,2.75,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.631,0.724,0.724,0.631,0.631,0.724,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.693,0.693,0.693,0.693,0.693,0.693,0.631,0.693,0.693,0.631,0.631,0.693,0.631,0.631,0.693,1.737,1.737,1.737,1.737,1.737,1.737,1.737,1.737,1.737,0.631,1.737,1.737,0.631,0.631,1.737
8,1,8000,1,80010080001,448,32.37,2.23,0.0,26.79,0.0,33.71,14.29,19.87,65.85,14.29,other,-104.8502765513713,39.75162597791463,1.66,1.56,1.224,0.767,1.32,0.767,0.944,1.12,0.433,0.944,0.944,1.427,0.79,True,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,0.659,0.659,1.66,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.119,1.224,1.224,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.416,1.416,1.56,1.416,1.416,1.56,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.659,0.767,0.767,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.659,0.659,1.12,0.659,0.659,1.12,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
