,GEOID,Longitude,Latitude
2017,180816113001,-85.9749337633576,39.35135616624459
2178,180890103042,-87.41932998190559,41.60536299562901
2252,180890203001,-87.51115884868135,41.6356269479692
2162,180890101002,-87.23954482301971,41.61094218180987
2686,180950004001,-85.70632725564263,40.105460040442026
2180,180890103044,-87.41308124242437,41.62420619625764
2184,180890104004,-87.36604455094268,41.60303169669688
2421,180890418006,-87.24991710770057,41.5708544464623
3094,180973405002,-86.22179821117601,39.81558234334213
2399,180890412001,-87.37293172758076,41.555725048854434
2336,180890308001,-87.4521007629411,41.645360337166906
133,180030040003,-85.10946189191728,41.036698238394
1350,180571103032,-86.21710968657617,40.13365613557022
3047,180973310001,-86.06764615950594,39.83671870169511
2824,180973102043,-86.2088047110457,39.874601407292914
3910,181210301001,-87.1858586612135,39.908396353908365
2222,180890123001,-87.32062111348503,41.561893360464886
2414,180890417004,-87.28177213665745,41.56798063591771
2607,180910421001,-86.70557772989144,41.620422878142605
3023,180973306002,-86.03190764769693,39.84299804122963
3346,180973605011,-85.96546346760252,39.78602459427906
3347,180973605012,-85.96645108303603,39.79372528084074
2324,180890304002,-87.47817385658593,41.63202672869176
2806,180973101111,-86.29205508817833,39.830065227596734
3386,180973614011,-86.02837573465303,39.75483159387935
3209,180973524003,-86.09546859273854,39.79538700857958
2826,180973103051,-86.2733042455065,39.83619640631742
3338,180973604053,-85.98109939669706,39.80073676025048
2829,180973103054,-86.26661446023923,39.848890919637455
143,180030044002,-85.13036953548986,41.0553834370494
1044,180390022021,-85.9691604652659,41.6605935498462
532,180190505042,-85.75997853401097,38.32515193524887
2452,180890424041,-87.34995868629726,41.49072669096435
29,180010307005,-84.85236590612443,40.61441656046924
1952,180816102042,-86.07743393862347,39.61036125919497
2465,180890425081,-87.35711412179003,41.46537033289064
4265,181410024003,-86.30474702771322,41.66851619670094
3136,180973419034,-86.26619664340615,39.77436308310672
3396,180973616013,-85.980589371768,39.76530207587259
3028,180973307012,-86.016023803285,39.84357171665297
3157,180973426001,-86.20161405374476,39.76192517459485
2262,180890205002,-87.49928678667456,41.61568586835451
3161,180973426005,-86.21179129874838,39.76076570105235
3425,180973801033,-86.19574616492392,39.70479929298027
2916,180973211004,-86.18689568418672,39.84612493864872
2406,180890415001,-87.3543810114693,41.53053132673999
3182,180973509001,-86.14450234591878,39.81575965365745
1396,180571107001,-86.00847773691044,40.04318872088127
3191,180973515002,-86.16396346897726,39.80438875791482
3320,180973602013,-86.03373544746181,39.81830725431672
2688,180950005001,-85.69677892812352,40.09649337399417
1667,180659755004,-85.3638111535915,39.97050477744735
2819,180973102032,-86.26449153377341,39.87433302340549
3076,180973401153,-86.27999267188284,39.81966856193918
2827,180973103052,-86.27316795896935,39.82889508616656
3342,180973604062,-85.96362218239194,39.82423836410651
18,180010305002,-84.85028559457126,40.70295225616368
2962,180973226021,-86.11611506641503,39.83791623155828
3218,180973527002,-86.12049702456281,39.78374431579221
3986,181270504071,-87.18992609519464,41.61004419982524
2199,180890112004,-87.372209431124,41.579255224288005
2201,180890113001,-87.34816489701367,41.59174198688492
25,180010307001,-85.02682519058635,40.61003313896649
3226,180973536001,-86.18211311887738,39.79714954176096
671,180279545013,-86.96164088848384,38.73945101113956
2848,180973103124,-86.24451631610482,39.84346359611742
2218,180890120002,-87.34802798306977,41.570179367143176
2347,180890402001,-87.49679338209782,41.68178494130061
3116,180973411001,-86.21323674957088,39.78418745921149
943,180390005021,-85.84748725369488,41.59085216226473
5168,181770103002,-85.00610598253132,39.97093740540086
2226,180890124001,-87.34034539708284,41.56025538192653
4277,181410031001,-86.23081676304686,41.65955119794051
2231,180890124006,-87.34959308667152,41.55984524176242
1847,180731008003,-86.99211577346942,41.05331593044741
441,180139749022,-86.26942927146136,39.20030982787244
3902,181199557022,-86.97825949262348,39.20884509941327
4544,181519710004,-85.16152938198097,41.73936434539503
3010,180973302123,-85.94614395741303,39.87959209955788
3530,180973905003,-86.17226304850486,39.81843565516853
3026,180973306005,-86.03983576889802,39.851734833744246
3923,181210304011,-87.12259113620462,39.74453742388528
4178,181379688003,-85.2668568520705,39.05941767673737
3029,180973307021,-86.00300782842669,39.85055137772676
3285,180973572001,-86.12605070177844,39.75605407838437
2265,180890206001,-87.51912186422994,41.62257564976228
4828,181630036002,-87.51180752948605,37.94369569632214
2144,180879703012,-85.64028139048015,41.73163517881263
2275,180890208004,-87.50422404278991,41.59885034077888
4197,181399745002,-85.58143544027259,39.5020951618888
4326,181410108002,-86.51334291472227,41.70733446360421
2152,180879704022,-85.52173569077912,41.5602425168439
3179,180973507002,-86.11516531138506,39.81444136035889
365,180071001001,-87.1526054610597,40.626876999516334
1261,180530008004,-85.6684318865638,40.52979104227326
3181,180973508002,-86.1349020028193,39.81407050846816
2928,180973216002,-86.11469636854423,39.84813046639132
2801,180973101063,-86.20737147728087,39.90650241513826
3059,180973401081,-86.27276983430363,39.80863185987167
5119,181759675003,-86.11330583497507,38.60454671926014
