State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
27,1,770100,1,270017701001,770,94.94,0.0,4.03,0.65,0.0,0.0,14.81,2.21,61.3,36.49,white_alone,-93.22334829204809,46.87147737561412,43.306,78.463,46.542,29.926,44.842,28.621,46.755,24.103,44.353,30.078,30.078,30.078,30.928,False,43.306,43.306,43.306,43.306,43.306,43.306,43.306,43.306,43.306,43.306,43.306,20.385,43.306,20.385,20.385,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,46.542,24.332,78.463,78.463,78.463,78.463,64.348,64.348,45.694,45.694,45.694,45.694,45.694,45.694,45.694,45.694,20.385,28.621,28.621,0.0,28.621,28.621,0.0,28.621,28.621,0.0,28.621,28.621,0.0,28.621,0.0,0.0,44.353,44.353,20.385,44.353,44.353,20.385,44.353,20.385,20.385,44.353,20.385,20.385,20.385,20.385,20.385,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,24.103,30.928,30.928,30.928,30.928,30.928,30.928,30.928,30.928,30.928,30.928,30.928,23.941,30.928,30.928,23.941
27,1,770100,2,270017701002,814,87.96,0.61,1.11,0.0,0.0,0.74,10.57,5.28,62.29,32.43,white_alone,-93.42317348039266,46.66757092803079,59.925,70.207,26.025,10.491,25.985,9.466,48.511,10.664,26.812,11.015,11.015,11.015,3.804,False,59.925,59.925,33.816,59.925,59.925,33.816,57.107,57.05,33.816,57.05,49.279,17.514,31.086,17.514,17.514,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,26.025,70.207,70.207,70.207,70.207,70.207,69.387,62.78,62.78,28.947,57.107,57.05,28.947,49.279,31.086,17.514,9.466,9.466,9.466,9.466,9.466,0.0,9.466,9.466,0.0,9.466,9.466,0.0,9.466,9.466,0.0,26.812,26.812,17.514,26.812,26.812,17.514,26.812,17.514,17.514,26.812,17.514,17.514,17.514,17.514,17.514,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,10.664,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804,3.804
27,1,770100,3,270017701003,680,92.94,0.88,0.0,0.59,0.0,4.71,13.09,3.68,67.35,28.97,white_alone,-93.57031020185724,46.58155228465229,55.304,55.663,11.368,11.664,11.328,10.824,34.57,11.611,12.166,11.707,11.707,11.707,10.96,False,55.304,55.304,21.399,55.304,55.304,21.399,44.378,44.378,21.399,44.378,38.463,21.399,16.453,19.019,21.399,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,11.368,55.663,55.663,55.663,55.663,55.663,55.663,55.663,55.663,15.134,44.378,44.378,15.134,38.463,16.453,15.134,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,10.824,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,11.611,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96,10.96
27,1,770200,1,270017702001,656,95.88,0.0,0.3,0.0,0.0,0.46,6.15,2.44,63.72,33.84,white_alone,-93.5705932582413,46.89992783908026,33.75,79.322,36.003,33.75,35.49,30.366,37.56,10.215,31.014,35.74,35.74,35.74,29.307,False,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,36.003,79.322,79.322,79.322,79.322,74.61,74.61,36.658,36.658,36.658,36.658,36.658,36.658,36.658,36.658,36.658,30.366,30.366,26.578,30.366,30.366,26.578,30.366,30.366,12.496,30.366,30.366,12.496,30.366,12.496,12.496,31.014,31.014,31.014,31.014,31.014,31.014,31.014,31.014,12.496,31.014,31.014,12.496,31.014,12.496,12.496,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,10.215,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307,29.307
27,1,770200,2,270017702002,760,89.34,0.0,9.74,0.0,0.13,0.0,9.87,6.58,65.39,28.03,white_alone,-93.64448243125192,46.69888457200159,56.655,58.896,19.257,19.037,19.23,18.449,42.557,18.771,19.754,18.987,18.987,18.987,15.013,False,56.655,56.655,34.398,56.655,56.655,34.398,56.263,56.263,32.984,56.263,32.984,32.984,22.995,27.174,32.984,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,58.896,58.896,58.896,58.896,58.896,58.896,58.896,58.896,18.521,56.263,56.263,18.521,32.984,22.995,18.521,18.449,18.449,18.449,18.449,18.449,17.238,18.449,18.449,17.238,18.449,18.449,17.238,18.449,18.449,17.238,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,19.754,16.627,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,18.771,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013,15.013
27,1,770200,3,270017702003,832,91.35,0.36,1.56,0.24,0.0,0.0,19.8,5.89,67.55,26.56,white_alone,-93.60252160726318,47.010173209670064,22.097,88.059,23.991,22.097,23.777,18.991,25.665,2.344,22.881,23.755,23.755,23.755,24.802,False,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,22.097,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,23.991,88.059,88.059,88.059,88.059,67.337,67.337,24.955,24.955,24.955,24.955,24.955,24.955,24.955,24.955,24.955,18.991,18.991,18.991,18.991,18.991,18.991,18.991,18.991,0.0,18.991,18.991,0.0,18.991,0.0,0.0,22.881,22.881,22.881,22.881,22.881,22.881,22.881,22.881,0.0,22.881,22.881,0.0,22.881,0.0,0.0,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802,24.802
27,1,770300,1,270017703001,1423,97.47,0.0,1.05,0.0,0.0,0.28,18.21,1.97,76.18,21.86,white_alone,-93.68496118606043,46.52989314237061,44.913,45.209,1.032,1.602,0.997,1.142,24.604,1.676,1.795,1.703,1.703,1.703,21.384,False,44.913,44.913,16.621,44.913,44.913,16.621,37.281,37.281,16.621,37.281,31.56,16.621,6.009,8.824,16.621,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,45.209,45.209,45.209,45.209,45.209,45.209,45.209,45.209,6.627,37.281,37.281,6.627,31.56,6.009,6.627,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.142,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.795,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,21.384,21.384,21.384,21.384,21.384,17.714,21.384,21.384,17.714,21.384,21.384,17.714,21.384,8.824,17.714
27,1,770300,2,270017703002,883,93.43,0.91,0.91,0.0,0.0,2.04,19.56,4.53,57.3,30.24,white_alone,-93.76418856250568,46.55402197241848,40.859,41.526,5.709,5.07,5.729,3.906,24.193,4.856,5.268,4.943,4.943,4.943,25.23,False,40.859,40.859,21.834,40.859,40.859,21.834,40.059,40.059,21.834,40.059,24.936,21.834,5.289,9.771,15.864,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,5.709,41.526,41.526,41.526,41.526,41.526,41.526,41.526,41.526,0.0,40.059,40.059,0.0,24.936,5.289,0.0,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,5.268,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,4.856,25.23,25.23,25.23,25.23,25.23,18.85,25.23,25.23,18.85,25.23,25.23,18.85,25.23,9.771,15.864
27,1,770300,3,270017703003,1126,96.54,1.42,1.6,0.0,0.0,0.0,8.48,1.69,51.15,37.48,white_alone,-93.75596094446908,46.50679126493165,38.903,39.212,5.086,3.937,5.126,3.992,19.598,3.596,4.287,4.773,4.773,4.773,27.286,False,38.903,38.903,17.285,38.903,38.903,17.285,34.772,34.772,17.285,34.772,27.866,17.285,0.0,4.491,14.318,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,5.086,39.212,39.212,39.212,39.212,39.212,39.212,39.212,39.212,5.289,34.772,34.772,5.289,27.866,0.0,5.289,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,3.992,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,4.287,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,3.596,27.286,27.286,27.286,27.286,27.286,13.687,27.286,27.286,13.687,27.286,27.286,13.687,27.286,4.491,13.687
27,1,770401,1,270017704011,1337,93.27,0.45,1.42,0.0,0.0,4.79,7.48,4.71,63.2,32.09,white_alone,-93.19575692152692,46.68912304843396,56.756,77.821,42.293,12.661,42.253,11.924,42.307,12.651,43.095,12.524,12.524,12.524,20.917,False,56.756,56.756,45.669,56.756,56.756,45.669,56.756,43.603,45.669,43.603,43.603,0.0,43.603,0.0,0.0,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,42.293,26.907,77.821,77.821,77.821,77.821,77.821,68.558,64.871,64.871,45.937,55.353,43.603,45.937,43.603,43.603,0.0,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,43.095,43.095,0.0,43.095,43.095,0.0,43.095,0.0,0.0,43.095,0.0,0.0,0.0,0.0,0.0,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,12.651,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917
