State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
39,1,770100,39001770100,4498,94.22,0.42,0.0,1.73,0.0,0.18,30.66,10.07,67.61,22.32,white_alone
39,1,770200,39001770200,4786,99.29,0.25,0.15,0.0,0.0,0.31,14.24,6.52,76.49,16.03,white_alone
39,1,770301,39001770301,3781,94.5,1.48,0.0,0.0,0.0,4.02,11.27,15.71,69.53,14.76,white_alone
39,1,770302,39001770302,3385,91.94,0.32,0.0,0.0,0.0,1.89,6.06,3.13,80.89,15.98,white_alone
39,1,770400,39001770400,4528,98.52,0.11,0.0,0.0,0.0,0.11,26.11,9.81,65.55,19.57,white_alone
39,1,770500,39001770500,3586,96.85,0.11,0.0,0.0,0.0,0.59,23.23,3.4,75.46,21.14,white_alone
39,1,770600,39001770600,3121,96.99,0.0,0.0,0.61,0.0,0.74,29.0,9.32,71.9,18.78,white_alone
39,3,10100,39003010100,4318,94.88,0.56,0.0,2.87,0.0,0.9,2.65,4.54,77.61,15.61,white_alone
39,3,10200,39003010200,4203,95.81,0.0,0.05,0.1,0.0,2.57,5.42,5.71,73.66,18.96,white_alone
39,3,10300,39003010300,1605,93.71,0.0,0.37,0.0,0.0,5.42,1.99,9.28,72.83,17.69,white_alone
39,3,10600,39003010600,4786,96.39,0.71,0.02,0.29,0.0,0.4,7.8,3.76,74.15,20.94,white_alone
39,3,10801,39003010801,4487,93.25,3.99,0.0,0.11,0.0,0.82,4.24,3.37,71.76,24.87,white_alone
39,3,10802,39003010802,3583,78.7,0.87,0.0,8.4,0.0,5.53,5.27,7.62,71.98,20.4,white_alone
39,3,10900,39003010900,4323,83.69,11.08,0.19,0.16,0.0,3.33,11.46,2.78,76.1,21.12,white_alone
39,3,11000,39003011000,5254,66.58,17.19,0.0,0.82,0.0,6.34,26.98,7.21,70.54,19.22,white_alone
39,3,11200,39003011200,3148,70.24,22.17,0.0,0.19,0.0,6.07,15.06,5.27,37.45,7.43,white_alone
39,3,11301,39003011301,4359,89.63,5.76,0.0,0.11,0.0,0.48,12.69,10.97,67.77,21.27,white_alone
39,3,11302,39003011302,2832,93.22,0.53,0.0,1.98,0.0,0.6,1.74,4.98,87.25,7.77,white_alone
39,3,11400,39003011400,2920,97.81,0.14,0.0,0.0,0.0,0.58,5.32,5.31,78.29,16.4,white_alone
39,3,11500,39003011500,2661,97.41,0.56,0.0,0.0,0.0,0.45,4.89,6.69,71.74,21.57,white_alone
39,3,11600,39003011600,2790,93.55,1.65,1.51,0.0,0.0,0.47,10.67,2.94,72.33,22.51,white_alone
39,3,11800,39003011800,2396,86.1,6.68,0.0,1.5,0.0,3.3,4.39,3.67,73.91,20.78,white_alone
39,3,11900,39003011900,2654,87.15,1.96,0.15,2.52,0.0,6.37,5.52,6.74,71.67,19.82,white_alone
39,3,12000,39003012000,2429,91.35,3.42,0.0,1.77,0.0,1.07,1.85,2.1,76.25,21.66,white_alone
39,3,12100,39003012100,3330,81.29,9.07,0.0,1.92,0.0,3.93,2.23,2.85,75.71,21.44,white_alone
39,3,12200,39003012200,3490,64.01,24.9,0.0,0.34,0.0,1.52,22.41,5.36,73.35,21.29,white_alone
39,3,12300,39003012300,3967,75.37,10.81,0.0,0.0,0.0,7.92,12.02,9.23,65.79,24.98,white_alone
