State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
56,1,962700,56001962700,3411,91.64,0.0,0.0,0.0,0.0,6.36,5.72,6.04,77.69,15.98,white_alone
56,1,962800,56001962800,2992,75.97,0.07,0.6,0.0,0.07,21.79,9.48,12.63,74.73,12.63,white_alone
56,1,962900,56001962900,1916,56.16,0.0,0.0,0.37,0.0,38.88,9.17,16.91,66.49,16.6,white_alone
56,1,963000,56001963000,2531,85.42,0.08,0.32,1.03,0.0,9.44,46.83,11.54,74.12,12.29,white_alone
56,1,963101,56001963101,4053,88.92,0.0,0.0,2.34,0.0,5.4,2.1,2.34,84.83,12.83,white_alone
56,1,963102,56001963102,4448,83.07,0.09,0.25,4.41,0.0,9.53,33.84,9.49,71.18,18.5,white_alone
56,1,963400,56001963400,3251,79.85,0.22,3.84,7.84,0.71,5.6,33.43,11.53,74.93,11.78,white_alone
56,1,963500,56001963500,2326,74.81,0.73,0.26,9.42,0.0,11.01,54.2,4.0,92.0,4.0,white_alone
56,1,963600,56001963600,4370,89.57,0.05,0.05,2.54,0.0,1.42,20.64,9.29,77.28,12.2,white_alone
56,1,963700,56001963700,6862,78.56,5.09,1.54,4.3,0.0,9.47,27.14,8.96,79.83,11.21,white_alone
56,1,963900,56001963900,2504,85.14,0.0,0.28,1.12,0.32,3.75,6.68,3.19,74.12,22.68,white_alone
56,3,962600,56003962600,2716,92.64,0.0,1.51,0.18,0.52,3.87,7.76,17.71,52.95,22.05,white_alone
56,3,962700,56003962700,4036,79.53,0.12,0.15,0.25,0.0,16.65,9.27,14.64,63.4,21.9,white_alone
56,3,962800,56003962800,5057,91.1,0.71,0.22,1.09,0.0,6.03,11.18,9.89,71.9,16.73,white_alone
56,5,101,56005000101,2180,98.3,0.0,0.0,0.0,0.0,0.0,14.23,8.81,85.92,5.28,white_alone
56,5,102,56005000102,5975,92.47,0.55,0.0,0.0,0.0,4.07,5.72,5.32,89.74,4.94,white_alone
56,5,103,56005000103,2348,76.7,1.62,0.0,1.87,0.0,15.97,17.04,23.64,71.17,5.2,white_alone
56,5,200,56005000200,7743,79.88,1.21,0.12,0.0,0.0,15.1,14.27,9.34,77.93,9.23,white_alone
56,5,300,56005000300,5218,84.36,0.79,0.0,0.0,0.0,9.35,21.95,12.36,75.07,12.57,white_alone
56,5,400,56005000400,3433,86.78,0.0,1.46,0.7,0.0,6.38,6.84,17.33,70.26,12.41,white_alone
56,5,500,56005000500,6164,94.44,0.0,0.16,0.0,0.0,4.64,3.69,7.59,74.79,14.73,white_alone
56,5,600,56005000600,5563,74.65,2.84,2.52,0.0,0.52,16.43,17.71,7.33,70.36,19.04,white_alone
56,5,701,56005000701,1838,100.0,0.0,0.0,0.0,0.0,0.0,3.16,13.87,64.64,21.49,white_alone
56,5,702,56005000702,6496,94.5,0.0,0.0,0.0,0.0,4.97,14.37,18.84,67.26,13.9,white_alone
56,7,967600,56007967600,2250,72.98,2.44,1.73,0.71,0.0,21.02,22.65,12.84,50.58,9.11,white_alone
56,7,967700,56007967700,3852,68.09,0.93,3.32,1.53,0.0,25.05,11.57,8.59,75.57,14.36,white_alone
56,7,967800,56007967800,4287,69.93,1.12,0.0,0.77,0.12,27.27,12.85,12.18,76.42,10.36,white_alone
56,7,968000,56007968000,3056,93.75,0.03,0.26,0.26,0.0,3.96,10.84,12.76,65.18,21.63,white_alone
56,7,968100,56007968100,1628,91.03,1.41,0.12,0.0,0.0,3.19,13.64,14.74,70.27,14.8,white_alone
56,9,956400,56009956400,4518,76.52,0.0,0.18,0.42,0.0,18.17,3.99,6.55,77.71,14.79,white_alone
56,9,956500,56009956500,3214,93.19,0.0,0.44,0.0,0.0,6.38,15.13,10.8,70.88,18.33,white_alone
56,9,956600,56009956600,3289,95.68,0.0,0.0,0.0,0.0,2.25,4.71,6.87,77.01,16.11,white_alone
56,9,956700,56009956700,2821,94.26,0.0,0.0,0.0,0.0,1.56,9.93,13.9,68.7,16.73,white_alone
56,11,950200,56011950200,4698,95.06,0.0,1.7,0.38,0.0,2.15,6.91,6.47,78.2,15.33,white_alone
56,11,950300,56011950300,2804,92.3,0.0,0.04,0.0,0.0,2.89,10.87,11.09,69.54,16.83,white_alone
56,13,100,56013000100,3816,85.72,0.0,8.05,0.0,0.0,4.35,10.72,17.71,57.89,19.52,white_alone
56,13,200,56013000200,3782,86.22,1.51,4.92,0.42,0.0,3.04,5.47,15.81,68.32,15.86,white_alone
56,13,301,56013000301,2492,93.82,1.08,3.01,0.0,0.0,0.96,7.82,8.55,65.45,23.96,white_alone
56,13,302,56013000302,1424,94.03,0.0,2.18,0.0,0.0,3.65,11.69,21.56,60.25,18.12,white_alone
56,13,400,56013000400,1455,97.04,0.48,0.21,0.21,0.0,1.51,11.61,18.69,50.52,30.79,white_alone
56,13,940100,56013940100,3965,15.46,0.05,78.76,0.25,0.0,3.71,20.79,30.92,56.09,12.08,aian_alone
56,13,940201,56013940201,4225,79.41,0.0,5.04,0.05,0.62,9.02,7.34,19.55,63.98,16.43,white_alone
56,13,940202,56013940202,5070,31.93,0.28,54.89,0.0,0.0,7.44,27.74,30.51,59.29,10.2,aian_alone
56,13,940301,56013940301,1889,77.55,0.0,11.38,1.06,0.0,9.16,13.98,33.93,52.36,13.71,white_alone
56,13,940302,56013940302,3107,77.28,1.32,9.33,1.06,0.0,8.69,18.14,11.46,68.68,9.08,white_alone
56,13,940400,56013940400,5586,81.1,0.43,3.56,0.07,0.0,12.41,12.15,7.14,71.14,21.59,white_alone
56,13,940500,56013940500,2900,67.07,0.34,12.76,0.0,0.0,17.03,15.32,16.28,67.07,16.66,white_alone
56,15,957700,56015957700,1916,90.45,0.0,0.16,0.0,0.78,7.83,7.64,8.87,67.22,23.9,white_alone
56,15,957800,56015957800,3902,81.42,0.44,1.82,2.1,0.0,10.87,7.92,13.89,65.56,18.86,white_alone
56,15,957900,56015957900,4879,80.65,0.49,0.68,0.64,0.0,15.93,12.52,6.64,57.66,25.07,white_alone
56,15,958000,56015958000,2604,93.86,0.04,0.12,0.0,0.0,3.34,6.82,13.17,66.4,20.43,white_alone
56,17,967800,56017967800,2743,91.98,0.0,2.22,0.0,0.0,3.24,13.31,11.45,60.41,26.03,white_alone
56,17,967900,56017967900,1807,91.98,0.0,3.15,0.0,0.0,2.99,14.75,16.1,58.55,24.79,white_alone
56,19,955100,56019955100,2594,95.68,0.04,0.23,0.0,0.0,3.35,13.3,11.84,62.91,25.25,white_alone
56,19,955201,56019955201,2330,78.28,0.04,3.35,5.54,0.0,12.36,24.95,16.65,60.99,21.12,white_alone
56,19,955202,56019955202,3594,96.47,1.31,0.08,0.0,0.0,1.03,10.49,10.43,71.54,16.14,white_alone
56,21,200,56021000200,4718,54.75,1.12,2.16,0.02,0.0,37.86,21.15,12.08,70.67,16.07,white_alone
56,21,300,56021000300,4238,63.05,1.56,0.19,2.15,0.33,27.61,12.77,3.49,79.09,14.84,white_alone
56,21,401,56021000401,4936,78.16,1.64,0.02,0.57,0.0,18.98,17.37,10.27,71.03,17.99,white_alone
56,21,403,56021000403,4177,64.74,0.12,5.55,0.0,0.0,27.94,16.28,28.15,59.8,10.49,white_alone
56,21,404,56021000404,2097,71.82,0.0,6.58,3.67,0.0,17.45,12.02,7.06,72.53,14.83,white_alone
56,21,502,56021000502,3301,78.49,6.15,0.0,0.7,0.0,10.15,8.09,4.85,71.49,18.3,white_alone
56,21,503,56021000503,5411,77.36,0.0,0.02,0.91,0.46,14.67,6.88,7.28,69.71,21.57,white_alone
56,21,601,56021000601,3051,87.81,1.61,0.0,0.0,0.0,10.13,12.06,5.44,61.98,32.58,white_alone
56,21,602,56021000602,2947,85.78,0.41,0.0,0.71,0.0,12.01,7.39,4.14,67.32,20.94,white_alone
56,21,701,56021000701,2693,87.86,1.23,0.0,0.0,0.0,10.92,8.69,6.57,67.4,17.6,white_alone
56,21,702,56021000702,1247,67.44,2.09,2.65,0.0,0.0,26.14,19.14,21.17,43.14,10.26,white_alone
56,21,800,56021000800,1665,80.96,1.14,0.0,0.3,0.66,11.53,6.33,3.06,74.47,19.4,white_alone
56,21,900,56021000900,2511,89.96,1.31,0.88,2.83,0.04,3.46,6.02,7.65,72.64,18.84,white_alone
56,21,1000,56021001000,3160,76.23,1.04,0.0,0.92,0.63,17.75,7.15,10.09,68.92,19.34,white_alone
56,21,1100,56021001100,2997,63.26,10.51,1.07,1.63,0.0,18.32,5.94,1.5,41.14,11.71,white_alone
56,21,1200,56021001200,4971,87.73,1.07,0.02,2.03,0.0,5.71,8.27,6.2,57.96,34.98,white_alone
56,21,1301,56021001301,2564,82.72,0.0,0.0,1.29,0.0,9.44,9.83,7.22,63.3,26.72,white_alone
56,21,1302,56021001302,5645,86.11,1.28,0.0,2.55,0.0,7.09,1.35,3.77,64.34,31.07,white_alone
56,21,1401,56021001401,3691,78.03,1.14,0.73,0.65,0.43,12.57,5.37,6.96,66.59,22.68,white_alone
56,21,1402,56021001402,2821,85.43,0.11,0.18,6.52,0.0,4.08,6.86,4.61,63.52,24.71,white_alone
56,21,1501,56021001501,5530,70.24,4.5,0.0,1.36,0.0,22.35,6.73,7.94,69.78,21.48,white_alone
56,21,1502,56021001502,4648,79.75,0.0,0.0,1.72,0.0,16.89,9.51,6.15,64.22,27.52,white_alone
56,21,1901,56021001901,5497,83.43,2.42,0.13,0.64,0.0,12.52,4.5,3.71,76.7,19.05,white_alone
56,21,1902,56021001902,4441,91.65,0.0,0.0,0.0,0.0,4.39,3.5,3.45,77.12,19.3,white_alone
56,21,2001,56021002001,4314,87.95,0.56,0.23,0.0,0.0,10.25,10.55,11.68,74.73,12.38,white_alone
56,21,2002,56021002002,6001,74.0,2.28,0.0,0.0,0.0,15.06,6.73,5.3,69.57,23.18,white_alone
56,23,978001,56023978001,2719,90.7,0.18,0.22,0.04,0.0,6.95,8.08,22.95,69.66,7.39,white_alone
56,23,978002,56023978002,4361,93.53,0.0,0.34,0.21,0.0,5.16,2.82,15.13,62.81,21.92,white_alone
56,23,978100,56023978100,7140,91.6,0.0,0.24,0.22,0.0,3.6,8.98,11.11,75.78,12.51,white_alone
