State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,closest_distance_top_3_pharmacy_chains,closest_distance_urgentcare_centers,closest_distance_hospitals,closest_distance_pharmacies,closest_distance_dialysis_centers,closest_distance_nursing_homes,closest_distance_fedex_facilities,closest_distance_fdic_insured_banks,closest_distance_childcare_centers,closest_distance_top_3_logistical_facilities,closest_distance_dhl_facilities,closest_distance_ups_facilities,closest_distance_private_schools,urban,closest_distance_top_3_pharmacy_chains_p_1_k_5,closest_distance_top_3_pharmacy_chains_p_2_k_5,closest_distance_top_3_pharmacy_chains_p_inf_k_5,closest_distance_top_3_pharmacy_chains_p_1_k_10,closest_distance_top_3_pharmacy_chains_p_2_k_10,closest_distance_top_3_pharmacy_chains_p_inf_k_10,closest_distance_top_3_pharmacy_chains_p_1_k_25,closest_distance_top_3_pharmacy_chains_p_2_k_25,closest_distance_top_3_pharmacy_chains_p_inf_k_25,closest_distance_top_3_pharmacy_chains_p_1_k_50,closest_distance_top_3_pharmacy_chains_p_2_k_50,closest_distance_top_3_pharmacy_chains_p_inf_k_50,closest_distance_top_3_pharmacy_chains_p_1_k_100,closest_distance_top_3_pharmacy_chains_p_2_k_100,closest_distance_top_3_pharmacy_chains_p_inf_k_100,closest_distance_hospitals_p_1_k_5,closest_distance_hospitals_p_2_k_5,closest_distance_hospitals_p_inf_k_5,closest_distance_hospitals_p_1_k_10,closest_distance_hospitals_p_2_k_10,closest_distance_hospitals_p_inf_k_10,closest_distance_hospitals_p_1_k_25,closest_distance_hospitals_p_2_k_25,closest_distance_hospitals_p_inf_k_25,closest_distance_hospitals_p_1_k_50,closest_distance_hospitals_p_2_k_50,closest_distance_hospitals_p_inf_k_50,closest_distance_hospitals_p_1_k_100,closest_distance_hospitals_p_2_k_100,closest_distance_hospitals_p_inf_k_100,closest_distance_urgentcare_centers_p_1_k_5,closest_distance_urgentcare_centers_p_2_k_5,closest_distance_urgentcare_centers_p_inf_k_5,closest_distance_urgentcare_centers_p_1_k_10,closest_distance_urgentcare_centers_p_2_k_10,closest_distance_urgentcare_centers_p_inf_k_10,closest_distance_urgentcare_centers_p_1_k_25,closest_distance_urgentcare_centers_p_2_k_25,closest_distance_urgentcare_centers_p_inf_k_25,closest_distance_urgentcare_centers_p_1_k_50,closest_distance_urgentcare_centers_p_2_k_50,closest_distance_urgentcare_centers_p_inf_k_50,closest_distance_urgentcare_centers_p_1_k_100,closest_distance_urgentcare_centers_p_2_k_100,closest_distance_urgentcare_centers_p_inf_k_100,closest_distance_nursing_homes_p_1_k_5,closest_distance_nursing_homes_p_2_k_5,closest_distance_nursing_homes_p_inf_k_5,closest_distance_nursing_homes_p_1_k_10,closest_distance_nursing_homes_p_2_k_10,closest_distance_nursing_homes_p_inf_k_10,closest_distance_nursing_homes_p_1_k_25,closest_distance_nursing_homes_p_2_k_25,closest_distance_nursing_homes_p_inf_k_25,closest_distance_nursing_homes_p_1_k_50,closest_distance_nursing_homes_p_2_k_50,closest_distance_nursing_homes_p_inf_k_50,closest_distance_nursing_homes_p_1_k_100,closest_distance_nursing_homes_p_2_k_100,closest_distance_nursing_homes_p_inf_k_100,closest_distance_childcare_centers_p_1_k_5,closest_distance_childcare_centers_p_2_k_5,closest_distance_childcare_centers_p_inf_k_5,closest_distance_childcare_centers_p_1_k_10,closest_distance_childcare_centers_p_2_k_10,closest_distance_childcare_centers_p_inf_k_10,closest_distance_childcare_centers_p_1_k_25,closest_distance_childcare_centers_p_2_k_25,closest_distance_childcare_centers_p_inf_k_25,closest_distance_childcare_centers_p_1_k_50,closest_distance_childcare_centers_p_2_k_50,closest_distance_childcare_centers_p_inf_k_50,closest_distance_childcare_centers_p_1_k_100,closest_distance_childcare_centers_p_2_k_100,closest_distance_childcare_centers_p_inf_k_100,closest_distance_fdic_insured_banks_p_1_k_5,closest_distance_fdic_insured_banks_p_2_k_5,closest_distance_fdic_insured_banks_p_inf_k_5,closest_distance_fdic_insured_banks_p_1_k_10,closest_distance_fdic_insured_banks_p_2_k_10,closest_distance_fdic_insured_banks_p_inf_k_10,closest_distance_fdic_insured_banks_p_1_k_25,closest_distance_fdic_insured_banks_p_2_k_25,closest_distance_fdic_insured_banks_p_inf_k_25,closest_distance_fdic_insured_banks_p_1_k_50,closest_distance_fdic_insured_banks_p_2_k_50,closest_distance_fdic_insured_banks_p_inf_k_50,closest_distance_fdic_insured_banks_p_1_k_100,closest_distance_fdic_insured_banks_p_2_k_100,closest_distance_fdic_insured_banks_p_inf_k_100,closest_distance_private_schools_p_1_k_5,closest_distance_private_schools_p_2_k_5,closest_distance_private_schools_p_inf_k_5,closest_distance_private_schools_p_1_k_10,closest_distance_private_schools_p_2_k_10,closest_distance_private_schools_p_inf_k_10,closest_distance_private_schools_p_1_k_25,closest_distance_private_schools_p_2_k_25,closest_distance_private_schools_p_inf_k_25,closest_distance_private_schools_p_1_k_50,closest_distance_private_schools_p_2_k_50,closest_distance_private_schools_p_inf_k_50,closest_distance_private_schools_p_1_k_100,closest_distance_private_schools_p_2_k_100,closest_distance_private_schools_p_inf_k_100
55,1,950100,1,550019501001,1132,89.22,0.0,0.0,0.0,0.0,9.19,2.3,2.21,67.93,29.86,white_alone,-89.68689637656391,44.2065523069028,19.293,35.375,22.577,19.293,22.486,16.123,20.248,9.68,11.188,20.248,20.248,20.248,14.095,False,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,19.293,10.169,11.007,22.577,22.577,22.577,22.577,22.577,0.0,22.577,22.577,0.0,22.577,22.577,0.0,22.577,10.169,0.0,35.375,35.375,21.665,35.375,23.587,21.665,23.587,23.587,21.665,23.587,23.587,21.665,23.587,23.587,21.665,16.123,16.123,9.984,16.123,16.123,9.984,16.123,10.169,9.984,10.169,10.169,9.984,10.169,10.169,9.984,11.188,11.188,11.188,11.188,11.188,11.188,11.188,10.169,9.984,10.169,10.169,9.984,10.169,10.169,9.984,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,0.0,14.095,14.095,14.095,14.095,14.095,14.095,14.095,14.095,14.095,14.095,10.169,14.095,10.169,10.169,9.984
55,1,950100,2,550019501002,731,93.3,0.0,0.0,0.0,0.0,0.0,2.33,2.19,52.26,45.55,white_alone,-89.8051949699405,44.177095660683385,19.743,42.717,22.559,16.852,22.891,14.583,20.697,2.726,8.568,20.697,20.697,20.697,13.442,False,19.743,19.743,19.743,19.743,19.743,19.743,19.743,19.743,19.171,19.743,19.743,19.171,19.743,10.484,3.357,22.559,22.559,22.559,22.559,22.559,9.984,22.559,22.559,9.984,22.559,22.559,9.984,22.559,10.484,9.984,42.717,42.717,21.906,42.717,23.225,21.906,23.225,23.225,21.906,23.225,22.015,21.906,22.015,22.015,21.906,14.583,14.583,0.0,14.583,14.583,0.0,14.583,10.484,0.0,10.484,10.484,0.0,10.484,3.357,0.0,8.568,8.568,8.568,8.568,8.568,8.568,8.568,8.568,0.0,8.568,8.568,0.0,8.568,8.568,0.0,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,2.726,0.0,13.442,13.442,13.442,13.442,13.442,13.442,13.442,13.442,13.442,13.442,10.484,13.442,10.484,10.484,0.0
55,1,950100,3,550019501003,494,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.33,55.67,white_alone,-89.82493325512529,44.20376752719672,16.791,41.186,19.794,13.506,19.863,11.464,17.722,1.356,5.705,17.722,17.722,17.722,10.544,False,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,16.791,13.66,0.0,19.794,19.794,19.794,19.794,19.794,11.007,19.794,19.794,11.007,19.794,19.794,11.007,19.794,13.66,11.007,41.186,41.186,18.871,41.186,20.08,18.871,20.08,20.08,18.871,20.08,20.08,18.871,20.08,20.08,18.871,11.464,11.464,3.357,11.464,11.464,3.357,11.464,11.464,3.357,11.464,11.464,3.357,11.464,0.0,3.357,5.705,5.705,5.705,5.705,5.705,5.705,5.705,5.705,3.357,5.705,5.705,3.357,5.705,5.705,3.357,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,10.544,3.357
55,1,950100,4,550019501004,611,100.0,0.0,0.0,0.0,0.0,0.0,10.97,0.0,64.81,35.19,white_alone,-89.86720870500073,44.21840424653617,15.733,42.071,18.397,10.982,18.522,10.181,16.573,4.623,5.999,16.573,16.573,16.573,9.967,False,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,15.733,3.742,18.397,18.397,18.397,18.397,18.397,14.431,18.397,18.397,14.431,18.397,18.397,14.431,18.397,17.229,14.431,42.071,42.071,17.533,42.071,18.398,17.533,18.398,18.398,17.533,18.398,18.398,17.533,18.398,18.398,17.533,10.181,10.181,6.748,10.181,10.181,6.748,10.181,10.181,6.748,10.181,10.181,6.748,10.181,3.742,6.748,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,5.999,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,4.623,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,9.967,6.748
55,1,950201,1,550019502011,513,95.91,0.0,0.0,0.0,0.0,4.09,2.53,6.43,58.87,34.7,white_alone,-89.94210225677382,44.00873409941723,25.48,48.615,10.381,10.407,27.297,4.68,25.425,10.497,11.375,10.944,10.944,10.944,8.866,False,25.48,25.48,25.48,25.48,25.48,25.48,25.48,10.139,10.028,10.139,10.139,10.028,9.699,5.954,10.028,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,10.381,48.615,48.615,41.577,48.615,42.299,26.452,26.792,26.792,26.452,26.792,10.139,10.139,10.139,10.139,10.139,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,9.699,9.699,9.45,9.699,5.954,9.45,10.497,10.497,10.497,10.497,10.497,10.497,10.497,10.497,10.497,10.497,9.699,10.497,9.699,9.699,10.497,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866,8.866
55,1,950201,2,550019502012,711,94.94,0.0,0.0,0.0,0.0,0.0,12.1,3.23,66.81,29.96,white_alone,-89.81683078126949,44.00489075748661,30.571,46.597,3.393,3.417,32.224,1.711,30.257,4.42,5.009,3.841,3.841,3.841,18.85,False,30.571,30.571,30.571,30.571,30.571,30.571,30.571,2.856,0.0,2.856,2.856,0.0,2.856,2.856,0.0,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,3.393,46.597,46.597,40.993,46.597,42.177,31.737,32.522,32.522,31.737,32.522,2.856,2.856,2.856,2.856,2.856,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1.711,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,18.85,18.85,8.278,18.85,18.85,8.278,18.85,2.856,8.278,2.856,2.856,8.278,2.856,2.856,8.278
55,1,950203,1,550019502031,337,97.03,0.0,0.0,0.89,0.0,1.48,15.73,10.68,59.05,30.27,white_alone,-89.77418921020305,44.125190149844094,25.694,46.511,17.169,17.191,28.901,15.256,26.666,8.91,14.621,17.541,17.541,17.541,19.415,False,25.694,25.694,25.694,25.694,25.694,25.694,25.694,16.648,13.804,16.648,16.648,13.804,16.648,5.611,9.629,17.169,17.169,17.169,17.169,17.169,11.416,17.169,17.169,11.416,17.169,17.169,11.416,17.169,5.611,11.416,46.511,46.511,27.929,46.511,29.351,27.929,29.351,29.351,27.929,29.351,16.648,16.648,16.648,16.648,16.648,15.256,15.256,6.279,15.256,15.256,6.279,15.256,5.611,6.279,5.611,5.611,6.279,5.611,5.611,6.279,14.621,14.621,14.621,14.621,14.621,14.621,14.621,5.611,6.279,5.611,5.611,6.279,5.611,5.611,6.279,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,5.611,5.611,6.279,19.415,19.415,9.176,19.415,19.415,9.176,19.415,16.648,9.176,16.648,5.611,9.176,5.611,5.611,6.279
55,1,950203,2,550019502032,524,92.56,0.38,0.19,0.0,0.0,0.95,23.22,7.82,65.46,26.72,white_alone,-89.70507073454537,44.11603284877131,27.89,45.281,18.272,18.286,31.155,16.282,28.876,12.572,17.506,18.472,18.472,18.472,21.874,False,27.89,27.89,27.89,27.89,27.89,27.89,27.89,17.832,15.247,17.832,17.832,15.247,17.832,0.0,13.66,18.272,18.272,18.272,18.272,18.272,10.169,18.272,18.272,10.169,18.272,18.272,10.169,18.272,0.0,10.169,45.281,45.281,30.236,45.281,31.909,30.236,31.909,31.909,30.236,31.909,17.832,17.832,17.832,17.832,17.832,16.282,16.282,10.484,16.282,16.282,10.484,16.282,0.0,10.484,0.0,0.0,10.484,0.0,0.0,10.484,17.506,17.506,17.506,17.506,17.506,17.506,17.506,0.0,10.484,0.0,0.0,10.484,0.0,0.0,10.484,12.572,12.572,12.572,12.572,12.572,12.572,12.572,12.572,12.572,12.572,12.572,12.572,0.0,0.0,10.169,21.874,21.874,7.853,21.874,21.874,7.853,21.874,17.832,7.853,17.832,0.0,7.853,0.0,0.0,7.853
55,1,950204,1,550019502041,769,95.71,0.91,0.13,0.0,0.0,2.6,11.18,5.72,59.56,34.72,white_alone,-89.7326708628445,44.048247648505175,34.662,51.521,10.837,10.846,36.801,8.907,35.642,11.479,11.93,10.935,10.935,10.935,25.621,False,34.662,34.662,34.662,34.662,34.662,34.662,34.662,10.467,8.278,10.467,10.467,8.278,10.467,7.853,8.278,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,10.837,7.853,10.837,51.521,51.521,36.941,51.521,38.435,36.941,38.435,38.435,36.941,38.435,10.467,10.467,10.467,10.467,10.467,8.907,8.907,8.907,8.907,8.907,8.907,8.907,7.853,8.907,7.853,7.853,8.907,7.853,7.853,8.907,11.93,11.93,11.93,11.93,11.93,11.93,11.93,7.853,11.93,7.853,7.853,11.93,7.853,7.853,11.93,11.479,11.479,11.479,11.479,11.479,11.479,11.479,11.479,11.479,11.479,11.479,11.479,7.853,7.853,11.479,25.621,25.621,0.0,25.621,25.621,0.0,25.621,10.467,0.0,10.467,7.853,0.0,7.853,7.853,0.0
55,1,950204,2,550019502042,895,95.31,0.0,1.79,0.0,0.0,0.0,5.47,7.04,61.23,31.73,white_alone,-89.90861798006247,44.11253212842277,27.96,50.038,16.854,16.885,30.714,7.899,28.797,12.73,16.172,17.452,17.452,17.452,15.143,False,27.96,27.96,27.96,27.96,27.96,27.96,27.96,16.332,14.038,16.332,16.332,14.038,16.332,13.968,12.144,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.854,16.254,16.854,50.038,50.038,29.729,50.038,30.476,29.729,30.476,30.476,29.729,30.476,16.332,16.332,16.332,16.332,16.332,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,7.899,16.172,16.172,16.172,16.172,16.172,16.172,16.172,16.172,10.938,16.172,16.172,10.938,16.172,13.968,10.938,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,10.938,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,15.143,10.938
