GEOID
471570112003
471570088004
470370106021
471570110103
471251003001
470370190031
471130010002
470650026002
471570082004
470370131002
471570116002
470930020003
470650024004
470370127013
471251013091
471490414051
471570078212
471570202221
471570081102
471490401072
470470606001
471570201014
470370156185
471570059002
471570115004
470650016003
471570206213
470079531022
471670410001
471570089003
471570205231
470359701041
471570100021
471570008003
471570013001
471570106202
470970505051
471570220253
471570204002
471570101223
471570224105
470370104042
471670401001
470239702002
470930070002
470459644022
471570217591
470650123001
470370156283
471570222204
470699504001
470370192003
470539670022
471130005002
471570221322
470370138002
470930026002
471570211221
471570110102
470370128023
471570211361
470370182052
471570089001
470370153002
471190105004
471570210221
471570217521
470699502002
470370156343
471570215482
470370110011
471570227004
471570102205
471319656002
470370191172
471570108101
471251013063
470799693003
471251021003
470370195021
470039506001
471130018002
470470605013
470370158041
470650113114
470930028002
471251010021
470370156262
471890305001
470650033002
471130001002
470370191212
471251009002
471790605042
471570209011
470370191093
471570091002
470370189051
470110107004
471251020031
