GEOID
483579504001
480439504002
481059501005
482679502001
480039502003
484459504004
481039501005
482059502003
480839503006
482999705022
484850136001
482090108131
484559504004
484119501002
480359505003
480717104011
483779502001
485039502002
480479502003
481610006004
483379503003
482119503004
484959503003
481699501022
480179501023
481899509001
483217306005
481259503001
481939503001
482379503003
481959503003
484039503001
484759503003
484839503001
480157605024
482839503011
481499706024
480239503023
480770302001
481299502001
482211602102
480219507001
483859501002
483839501003
482719501004
484279502032
480590301011
480050012004
483732103013
482799505002
482479504002
484850135042
482530202001
484930001043
482939706004
483279503001
481099503002
483159503003
482079503004
483090042013
481576757022
484179503003
483396928032
483959604001
484359503001
484379503003
481439503012
482850004004
482899503012
482139509033
484850137002
485079503024
480819502001
481210202033
480659502003
483699502002
483359502005
483919502003
485019502003
483732101061
480319502023
481019501001
481979501002
482979501003
481319501004
483199501002
484530349002
481872106063
481610002001
481539506004
481810007002
481410105051
481210201182
480559607013
484391112042
480439505004
482419505004
480370113012
481677217012
484659505012
