STATE,NAME,geometry
UT,walgreens,POINT (-111.8351557 41.7497681)
UT,walgreens,POINT (-113.6232695 37.1223379)
UT,walgreens,POINT (-111.8241843 40.6679154)
UT,walgreens,POINT (-111.850272 40.7004698)
UT,walgreens,POINT (-111.9378416 40.5617023)
UT,walgreens,POINT (-111.8756721 40.7612523)
CA,walgreens,POINT (-120.3603968 36.1370267)
OR,walgreens,POINT (-121.1765851 44.2624084)
NV,walgreens,POINT (-115.2560055 36.2637239)
NV,walgreens,POINT (-115.0338385 36.0846608)
ID,walgreens,POINT (-114.4595238 42.5671408)
CA,walgreens,POINT (-119.0667378 35.3136684)
NV,walgreens,POINT (-115.155566 36.0127256)
CA,walgreens,POINT (-120.4919508 37.3037748)
CA,walgreens,POINT (-121.2176418 37.8114401)
CA,walgreens,POINT (-119.3960555 36.5453954)
CA,walgreens,POINT (-121.0507087 37.7008746)
CA,walgreens,POINT (-119.7898878 36.7728084)
CA,walgreens,POINT (-120.6554924 35.4773423)
CA,walgreens,POINT (-119.7728724 36.8225868)
CA,walgreens,POINT (-119.8270555 36.8377821)
CA,walgreens,POINT (-121.2244171 38.7443627)
CA,walgreens,POINT (-119.8275109 36.7722737)
CA,walgreens,POINT (-119.7356891 36.7354019)
CA,walgreens,POINT (-119.297353 36.3423605)
CA,walgreens,POINT (-119.8092756 36.8219116)
CA,walgreens,POINT (-119.7143189 36.809109)
CA,walgreens,POINT (-119.0396984 35.2953054)
CA,walgreens,POINT (-119.0219338 35.3243951)
CA,walgreens,POINT (-120.0731854 36.9521532)
CA,walgreens,POINT (-120.0811254 36.9739767)
ID,walgreens,POINT (-111.9651967 43.4824456)
ID,walgreens,POINT (-112.4669873 42.9109351)
ID,walgreens,POINT (-111.7788167 43.8255656)
CA,walgreens,POINT (-121.1293792 38.6581176)
CA,walgreens,POINT (-121.2251959 38.6778501)
CA,walgreens,POINT (-121.1647988 38.6701781)
NV,walgreens,POINT (-115.2263808 36.2163256)
NV,walgreens,POINT (-115.0279464 36.196267)
NV,walgreens,POINT (-115.1415151 36.1693558)
NV,walgreens,POINT (-115.117357 36.1747303)
NV,walgreens,POINT (-115.1016944 35.9919536)
NV,walgreens,POINT (-115.1704048 36.1231798)
CA,walgreens,POINT (-119.7991327 36.8865735)
CA,walgreens,POINT (-119.6557891 36.3432958)
UT,walgreens,POINT (-111.8259639 40.3891869)
AZ,walgreens,POINT (-111.6204847 35.2186895)
NV,walgreens,POINT (-118.8008025 39.476854)
NV,walgreens,POINT (-115.1806856 36.2770542)
NV,walgreens,POINT (-119.7754745 39.5449558)
UT,walgreens,POINT (-111.9378781 41.0386176)
UT,walgreens,POINT (-111.8915826 40.8837285)
NV,walgreens,POINT (-119.7976609 39.4916772)
ID,walgreens,POINT (-116.1880156 43.5711046)
UT,walgreens,POINT (-111.7317198 40.0449829)
UT,walgreens,POINT (-112.025245 40.5073631)
UT,walgreens,POINT (-113.0862734 37.6558573)
UT,walgreens,POINT (-111.9395827 40.6684795)
UT,walgreens,POINT (-111.9875923 40.6533953)
ID,walgreens,POINT (-112.0680773 43.4971211)
NV,walgreens,POINT (-115.2784585 36.0549378)
AZ,walgreens,POINT (-111.6612929 35.1911163)
CA,walgreens,POINT (-120.6351895 40.4103193)
CA,walgreens,POINT (-119.7553353 36.7580263)
CA,walgreens,POINT (-119.6813979 36.7788386)
CA,walgreens,POINT (-119.7006892 36.7365609)
CA,walgreens,POINT (-119.8616513 36.7724647)
CA,walgreens,POINT (-119.5566886 36.5173576)
CA,walgreens,POINT (-119.6834678 36.8382347)
CA,walgreens,POINT (-119.8698184 36.8229826)
CA,walgreens,POINT (-120.8503228 37.5068681)
CA,walgreens,POINT (-120.9393668 37.6783101)
CA,walgreens,POINT (-121.0231812 37.6885438)
CA,walgreens,POINT (-120.975482 37.6894376)
CA,walgreens,POINT (-119.0928807 35.3097695)
CA,walgreens,POINT (-119.0179445 35.3547326)
CA,walgreens,POINT (-119.1084106 35.3987064)
ID,walgreens,POINT (-112.0227773 43.4830662)
ID,walgreens,POINT (-116.4328736 43.6198334)
ID,walgreens,POINT (-116.3537273 43.6636624)
ID,walgreens,POINT (-114.4784871 42.5925097)
CA,walgreens,POINT (-121.2436224 38.5558777)
ID,walgreens,POINT (-116.3136707 43.5897792)
NV,walgreens,POINT (-115.0839123 36.0052238)
NV,walgreens,POINT (-115.28161 36.1585194)
