State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
21,1,970100,21001970100,1665,98.02,0.0,0.0,0.0,0.0,1.98,19.2,2.76,69.61,27.63,white_alone
21,1,970200,21001970200,2174,94.66,2.21,0.05,0.0,0.0,0.0,12.23,5.89,70.98,21.67,white_alone
21,1,970300,21001970300,3239,94.32,0.0,0.0,0.0,0.0,4.97,28.56,5.0,69.0,26.0,white_alone
21,1,970401,21001970401,4331,86.75,7.2,0.0,0.67,0.0,1.66,22.57,4.43,71.18,20.97,white_alone
21,1,970402,21001970402,4143,89.67,2.49,0.0,1.28,0.0,3.28,8.77,4.83,77.75,15.13,white_alone
21,1,970500,21001970500,2084,94.24,3.98,0.0,0.0,0.0,0.0,19.29,6.81,65.5,27.69,white_alone
21,1,970600,21001970600,1730,100.0,0.0,0.0,0.0,0.0,0.0,16.99,5.9,78.79,15.32,white_alone
21,3,920100,21003920100,3162,96.08,0.0,0.0,0.0,0.0,0.92,20.97,0.32,77.74,21.54,white_alone
21,3,920200,21003920200,3038,97.86,0.0,0.0,0.0,0.0,1.78,12.28,11.82,65.14,23.04,white_alone
21,3,920300,21003920300,4740,88.59,2.3,0.0,0.0,0.0,3.35,15.34,3.84,71.67,21.79,white_alone
21,3,920400,21003920400,4923,95.47,0.14,0.0,0.0,0.0,3.07,19.63,2.5,77.17,18.81,white_alone
21,3,920500,21003920500,1426,99.3,0.0,0.0,0.7,0.0,0.0,15.77,16.62,66.62,16.76,white_alone
21,3,920600,21003920600,3776,97.48,0.0,0.0,0.37,0.0,1.43,21.66,16.02,66.98,17.0,white_alone
21,5,950101,21005950101,1867,88.16,3.16,0.0,3.16,0.0,1.98,22.25,0.0,69.74,30.26,white_alone
21,5,950102,21005950102,6820,91.86,3.81,0.0,0.0,0.0,2.2,12.38,5.12,80.97,13.91,white_alone
21,5,950201,21005950201,5533,93.42,6.38,0.0,0.0,0.2,0.0,19.58,3.67,78.02,16.46,white_alone
21,5,950202,21005950202,3770,94.06,0.0,0.0,0.0,0.0,3.45,16.02,2.15,79.26,18.59,white_alone
21,5,950300,21005950300,2119,95.42,0.0,0.0,0.0,0.0,3.87,9.32,5.71,79.33,14.96,white_alone
21,5,950400,21005950400,2471,97.86,0.24,0.0,0.0,0.0,1.3,11.33,2.51,81.3,16.19,white_alone
21,7,950100,21007950100,4114,93.46,4.42,0.0,0.29,0.0,1.07,10.73,5.54,75.23,17.65,white_alone
21,7,950200,21007950200,1143,93.35,4.29,0.0,0.0,0.0,0.52,16.61,1.75,72.53,25.72,white_alone
21,7,950300,21007950300,2657,90.14,5.95,0.15,0.3,0.0,2.18,24.57,5.91,67.18,24.8,white_alone
21,9,950100,21009950100,3181,97.17,0.0,0.0,0.0,0.0,2.58,19.34,1.04,77.77,20.34,white_alone
21,9,950200,21009950200,3576,92.23,1.99,0.0,2.04,0.0,2.35,30.48,9.42,72.82,17.76,white_alone
21,9,950300,21009950300,3698,82.45,8.52,0.0,0.0,0.0,3.24,32.35,8.0,74.61,17.39,white_alone
21,9,950401,21009950401,2868,78.63,12.94,0.0,0.0,0.0,3.07,44.5,14.09,64.02,16.0,white_alone
21,9,950402,21009950402,3186,82.42,7.0,0.0,0.0,0.0,2.45,28.03,2.26,79.79,17.95,white_alone
21,9,950500,21009950500,3904,90.47,1.69,0.0,1.66,0.0,5.81,12.83,13.73,62.63,17.65,white_alone
21,9,950601,21009950601,3601,77.12,8.05,0.0,0.0,0.0,8.53,43.11,6.75,75.92,17.33,white_alone
21,9,950602,21009950602,3493,95.62,3.18,0.0,0.0,0.0,1.2,25.17,5.21,65.42,21.76,white_alone
21,9,950701,21009950701,2116,99.24,0.0,0.0,0.0,0.0,0.0,8.1,5.91,68.62,25.47,white_alone
21,9,950702,21009950702,3657,99.62,0.38,0.0,0.0,0.0,0.0,3.24,2.3,78.34,18.87,white_alone
21,9,950800,21009950800,3595,92.8,0.0,0.92,0.0,0.0,4.26,24.28,4.76,79.44,15.8,white_alone
21,9,950900,21009950900,3780,92.67,0.74,0.0,0.0,0.0,5.45,19.76,18.62,69.21,12.17,white_alone
21,9,951000,21009951000,3371,92.79,0.18,0.0,0.68,0.0,2.46,35.38,17.21,68.58,14.21,white_alone
21,11,970100,21011970100,2066,89.59,3.15,0.05,0.0,0.0,6.29,32.04,12.29,65.97,21.73,white_alone
21,11,970201,21011970201,2365,93.83,1.95,0.0,1.4,0.0,2.33,18.72,7.99,68.03,21.18,white_alone
21,11,970202,21011970202,4304,95.1,0.91,0.28,0.28,0.0,0.28,23.56,7.74,73.93,18.33,white_alone
21,11,970300,21011970300,3686,98.89,0.33,0.0,0.08,0.0,0.33,22.61,1.44,77.92,20.65,white_alone
