GEOID
280519501004
281439502001
281039503002
280539503003
281199503003
281579502023
280979503022
281259502001
281359502003
280219503003
280239504001
280470035143
280139505002
280779601002
280319504012
281510017002
281299503022
281099503002
281119501023
281339502003
281419504022
280490011002
280299501021
281479501022
280379501023
281210208012
280470032152
280199503002
280519502001
281279502003
281619502003
280279507002
280470030011
280490035002
280879800001
280490008004
280590409031
280690301002
280059501004
281399501004
280590408021
280590413013
280679501021
280819501022
280639501022
281210210013
281230204003
280819511022
281010502001
280490107002
280470016001
280750103042
280870001032
281510021001
280839509003
281279504013
281499509012
281539504021
280119503001
280839503002
281359503003
280350106013
280990101021
280470035103
280750102053
280590425001
280819504042
280859503022
280730202031
280119502002
280139502002
280619502002
280730201012
280730206003
280450303033
280939502011
281230201021
281099504062
281099507011
280419502021
281299502021
280039502023
280659502024
280719501002
280179501003
280319501004
280350002001
280890306001
280919506001
281079501012
281119501012
280490007002
280819502042
280619501021
280099501023
281139506022
281339505002
281210202091
280470039022
280450306044
