State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
8,1,7801,8001007801,4274,16.71,15.23,0.37,25.48,0.09,39.49,28.19,13.71,79.85,6.43,other
8,1,7802,8001007802,4491,14.18,16.88,0.82,7.84,0.0,59.83,33.03,34.96,56.2,8.62,hispanic
8,1,7900,8001007900,5561,29.46,15.37,0.7,3.52,0.0,48.34,14.58,23.36,69.43,7.21,other
8,1,8000,8001008000,5713,23.75,9.54,1.66,3.08,0.0,43.48,12.22,13.18,60.55,26.27,other
8,1,8100,8001008100,1440,59.31,0.97,0.9,13.47,0.0,22.01,24.51,2.92,79.44,5.42,white_alone
8,1,8200,8001008200,6779,25.52,11.89,0.0,1.9,0.0,56.7,9.95,16.82,69.29,9.03,hispanic
8,1,8308,8001008308,5837,22.32,17.15,0.81,6.58,0.0,52.25,15.62,21.16,68.31,9.95,hispanic
8,1,8309,8001008309,4113,20.96,11.09,0.0,2.89,2.33,61.76,15.9,20.91,71.02,6.83,hispanic
8,1,8354,8001008354,3785,23.8,37.68,0.11,7.53,0.11,21.08,12.66,6.61,86.29,6.66,other
8,1,8355,8001008355,5048,43.11,6.52,0.0,6.52,0.0,42.19,10.04,11.83,67.97,19.06,other
8,1,8401,8001008401,5326,77.6,0.41,0.92,0.19,0.0,17.59,10.52,7.96,78.13,13.57,white_alone
8,1,8402,8001008402,4904,76.49,0.0,0.14,0.0,0.0,17.07,2.69,1.88,88.07,10.05,white_alone
8,1,8505,8001008505,7373,64.53,0.35,0.98,0.0,0.0,33.19,12.14,2.24,80.4,17.36,white_alone
8,1,8506,8001008506,6581,52.55,5.23,1.34,3.22,1.5,26.35,10.19,17.98,64.7,15.23,white_alone
8,1,8507,8001008507,6632,58.72,3.59,0.27,0.51,0.0,34.35,5.48,5.5,76.21,18.29,white_alone
8,1,8508,8001008508,5831,64.96,0.14,0.0,2.13,0.0,28.37,6.56,8.37,76.88,14.75,white_alone
8,1,8524,8001008524,9726,65.11,3.41,0.2,8.64,0.0,17.1,6.54,3.95,86.33,9.73,white_alone
8,1,8526,8001008526,7227,66.15,1.78,0.0,10.1,0.0,16.65,5.19,2.96,84.32,12.72,white_alone
8,1,8533,8001008533,8532,55.0,2.44,0.2,4.01,0.0,36.3,3.91,11.29,79.09,8.46,white_alone
8,1,8534,8001008534,4851,59.7,0.66,0.0,2.12,0.0,35.5,3.4,4.14,91.07,4.78,white_alone
8,1,8535,8001008535,4008,60.45,2.2,0.12,1.4,0.0,35.55,5.19,7.14,80.24,12.62,white_alone
8,1,8536,8001008536,3716,64.94,1.1,0.08,3.12,0.0,24.14,4.1,3.04,82.99,13.54,white_alone
8,1,8538,8001008538,8344,62.37,3.6,0.0,1.32,0.0,29.55,3.42,1.55,89.96,8.4,white_alone
8,1,8540,8001008540,8996,60.34,0.61,1.27,7.34,0.0,26.61,4.08,4.47,89.56,5.97,white_alone
8,1,8544,8001008544,6086,65.81,0.79,0.0,7.26,0.0,20.36,8.28,2.5,89.75,7.76,white_alone
8,1,8545,8001008545,7186,79.22,0.11,0.0,4.62,0.0,13.29,1.83,3.24,86.38,10.38,white_alone
8,1,8546,8001008546,4327,67.04,0.83,0.0,10.72,0.0,20.82,4.44,6.17,83.36,10.47,white_alone
8,1,8547,8001008547,3108,70.33,0.0,0.61,1.03,0.29,18.21,4.51,2.9,81.44,9.4,white_alone
8,1,8548,8001008548,1737,59.18,2.19,1.96,6.16,0.0,25.39,10.39,5.81,86.24,7.94,white_alone
8,1,8549,8001008549,3905,55.88,0.0,0.95,10.78,0.0,30.4,9.53,12.47,75.88,11.65,white_alone
8,1,8550,8001008550,8258,67.4,1.63,0.0,4.89,0.0,23.4,2.6,8.21,79.0,12.59,white_alone
8,1,8551,8001008551,1697,63.46,0.88,0.0,9.37,0.0,20.68,2.13,2.47,81.97,15.56,white_alone
8,1,8552,8001008552,4147,61.13,2.89,0.36,1.62,0.0,28.53,10.12,5.45,84.18,10.37,white_alone
8,1,8553,8001008553,4908,87.37,0.33,0.24,1.04,0.0,7.33,4.05,4.44,78.26,16.99,white_alone
8,1,8554,8001008554,2836,70.73,8.74,0.0,0.0,0.0,17.07,3.31,4.76,70.17,25.07,white_alone
8,1,8555,8001008555,5317,54.22,6.09,0.0,2.78,0.0,35.55,9.33,12.06,75.7,12.24,white_alone
