,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,06,001,400100,6001400100,3035,72.65,3.1,0.0,13.97,0.0,4.12,4.45,0.49,77.96,21.55,1
2,06,001,400200,6001400200,1983,67.22,2.22,0.3,11.04,0.0,8.22,5.85,0.4,78.32,21.28,1
3,06,001,400300,6001400300,5058,60.99,8.56,0.12,15.28,0.67,9.15,5.14,0.34,83.49,16.17,1
4,06,001,400400,6001400400,4179,64.49,6.65,0.65,10.0,0.0,11.32,9.43,2.56,87.41,9.98,1
5,06,001,400500,6001400500,4021,44.69,27.38,0.0,9.62,0.0,8.93,9.77,2.69,87.69,9.62,7
6,06,001,400600,6001400600,1812,43.87,28.09,0.39,9.05,0.61,6.95,9.82,3.37,82.73,13.91,7
7,06,001,400700,6001400700,5165,43.47,28.6,0.83,5.83,0.0,14.27,10.9,9.0,79.01,11.98,7
8,06,001,400800,6001400800,4001,49.69,20.57,0.0,16.52,0.1,4.5,9.85,4.82,84.63,10.25,7
9,06,001,400900,6001400900,2853,34.28,28.99,1.89,4.98,0.0,18.61,8.83,6.94,85.1,7.96,7
10,06,001,401000,6001401000,6057,35.3,27.22,0.0,8.09,1.57,14.89,8.26,6.06,87.52,6.34,7
11,06,001,401100,6001401100,4269,52.07,10.14,0.0,15.84,0.26,7.82,13.05,10.63,81.24,8.13,1
12,06,001,401200,6001401200,2654,63.75,11.94,0.08,9.98,0.64,9.46,11.7,4.11,86.21,9.19,1
13,06,001,401300,6001401300,3830,38.96,21.7,0.55,21.2,0.0,9.92,17.79,3.66,74.83,13.97,7
14,06,001,401400,6001401400,4895,26.03,31.01,0.84,11.97,0.22,20.06,31.72,11.6,79.98,8.23,7
15,06,001,401500,6001401500,2816,32.88,43.43,0.0,4.12,0.67,14.24,18.04,6.92,85.37,7.71,7
16,06,001,401600,6001401600,2223,17.5,32.48,0.04,7.78,0.99,35.04,19.16,12.46,79.8,7.74,7
17,06,001,401700,6001401700,3210,37.94,17.54,0.0,16.14,0.22,21.99,16.32,11.9,81.09,6.54,7
18,06,001,401800,6001401800,1730,33.47,35.55,0.17,4.1,0.0,23.12,11.16,9.77,80.35,9.88,7
19,06,001,402200,6001402200,2387,28.7,33.98,0.42,17.26,0.0,16.05,21.41,4.61,86.72,8.67,7
20,06,001,402400,6001402400,2401,22.07,55.64,0.67,10.95,0.0,5.5,18.87,11.58,66.14,21.41,2
21,06,001,402500,6001402500,1904,7.3,59.51,0.0,15.91,0.0,15.39,29.88,4.46,78.57,16.96,2
22,06,001,402600,6001402600,1255,10.6,25.82,0.32,38.8,0.0,14.5,23.59,8.84,59.52,31.63,7
23,06,001,402700,6001402700,1927,27.97,34.77,0.52,13.44,0.0,18.68,20.59,10.22,76.02,13.75,7
24,06,001,402801,6001402801,3321,31.83,36.89,0.36,16.29,0.0,7.8,13.7,2.32,80.22,17.46,7
25,06,001,402802,6001402802,1337,23.78,43.75,0.0,17.95,0.0,9.12,56.62,6.43,60.88,32.69,7
26,06,001,402900,6001402900,1486,23.08,12.72,0.13,47.11,0.0,10.77,25.27,3.16,66.08,30.75,7
27,06,001,403000,6001403000,2850,7.51,3.86,1.16,76.56,3.86,1.89,30.95,3.68,67.75,28.56,4
28,06,001,403100,6001403100,2077,29.56,20.51,0.0,28.55,0.67,17.04,15.77,4.62,70.73,10.45,7
29,06,001,403301,6001403301,1615,14.12,1.11,7.49,67.18,0.0,4.46,54.74,2.35,73.19,24.46,4
30,06,001,403302,6001403302,2389,41.57,4.65,0.0,34.07,0.0,9.96,6.24,4.19,90.79,5.02,7
31,06,001,403401,6001403401,2940,45.99,19.83,0.48,21.73,0.44,7.38,22.62,1.73,60.68,36.43,7
32,06,001,403402,6001403402,1405,26.12,25.84,0.0,26.55,2.92,13.52,0.0,20.78,71.39,7.83,7
33,06,001,403501,6001403501,4454,38.21,23.62,0.88,22.11,1.46,6.08,14.12,4.71,72.83,22.45,7
34,06,001,403502,6001403502,1902,46.37,19.35,0.0,7.41,0.0,17.4,9.2,5.84,79.44,14.72,7
35,06,001,403600,6001403600,5582,28.36,34.58,1.45,9.23,0.0,17.48,12.95,4.51,85.01,8.72,7
36,06,001,403701,6001403701,2776,45.1,20.32,0.0,15.35,0.0,10.59,12.95,5.44,72.66,20.64,7
37,06,001,403702,6001403702,1883,54.17,16.3,0.0,14.5,0.0,11.05,8.94,0.96,83.91,15.14,1
38,06,001,403800,6001403800,3514,64.88,15.99,0.17,12.15,0.14,3.64,3.67,1.71,85.34,12.95,1
39,06,001,403900,6001403900,4122,60.63,9.8,0.51,14.46,0.0,10.94,6.89,1.99,80.45,17.56,1
40,06,001,404000,6001404000,2910,53.44,9.97,1.0,13.02,1.55,14.71,10.0,3.37,81.82,14.81,1
41,06,001,404101,6001404101,2988,68.34,7.46,0.4,10.01,0.0,6.79,5.02,1.44,84.2,14.36,1
42,06,001,404102,6001404102,2637,58.06,6.37,1.06,12.7,0.61,9.97,9.17,1.97,69.81,23.36,1
43,06,001,404200,6001404200,3826,64.38,7.5,0.18,15.6,1.02,5.07,4.96,1.78,82.49,15.73,1
44,06,001,404300,6001404300,3546,68.67,1.64,0.0,14.3,0.0,9.95,4.43,0.34,81.39,18.27,1
45,06,001,404400,6001404400,5755,64.33,2.07,0.42,14.13,0.0,1.98,3.34,0.23,85.44,14.34,1
46,06,001,404501,6001404501,1790,68.72,4.19,0.0,11.45,0.11,6.03,1.9,1.84,77.88,20.28,1
47,06,001,404502,6001404502,5893,72.46,3.38,0.0,12.74,0.0,7.06,1.24,0.85,85.59,13.56,1
48,06,001,404600,6001404600,4936,64.89,5.39,0.0,11.87,2.78,3.97,3.38,3.48,76.9,19.61,1
49,06,001,404700,6001404700,2099,69.27,4.76,0.0,12.53,0.38,7.72,1.62,1.91,79.61,18.48,1
50,06,001,404800,6001404800,2650,52.68,11.47,0.72,14.19,0.0,14.26,4.38,1.36,79.89,18.75,1
51,06,001,404900,6001404900,4253,57.54,8.23,0.66,13.64,0.85,14.65,2.96,4.02,74.7,21.28,1
52,06,001,405000,6001405000,3444,57.49,12.78,0.0,11.7,0.0,10.6,3.53,0.44,83.97,15.59,1
53,06,001,405100,6001405100,4285,60.56,11.97,0.0,13.26,0.0,3.59,4.06,0.26,83.45,16.29,1
54,06,001,405200,6001405200,5159,35.24,7.17,0.0,39.31,0.39,13.63,6.11,3.66,83.16,13.18,7
55,06,001,405301,6001405301,2947,53.89,13.4,0.0,11.57,0.27,16.02,13.49,5.12,84.19,10.69,1
56,06,001,405302,6001405302,2287,34.67,15.44,0.0,39.05,0.0,5.95,11.76,4.55,77.22,18.23,7
57,06,001,405401,6001405401,3670,26.13,14.06,0.0,32.26,0.0,22.07,13.0,5.56,75.94,17.85,7
58,06,001,405402,6001405402,3412,18.7,19.99,0.47,31.54,2.08,24.33,14.13,5.1,80.3,12.31,7
59,06,001,405500,6001405500,3674,20.71,23.57,0.49,35.6,0.68,14.29,16.2,6.04,75.64,18.32,7
60,06,001,405600,6001405600,3171,20.91,17.75,2.49,30.5,0.0,20.28,9.46,9.52,76.7,13.78,7
61,06,001,405700,6001405700,3308,16.78,32.56,0.33,34.82,0.0,9.67,16.51,8.89,82.56,8.56,7
62,06,001,405800,6001405800,3931,12.97,14.96,0.48,46.63,0.0,20.4,20.43,16.13,68.81,15.06,7
63,06,001,405901,6001405901,4230,1.49,12.74,0.78,35.65,1.02,46.22,23.64,7.12,76.29,16.15,7
64,06,001,405902,6001405902,3129,12.4,10.29,0.48,49.41,0.0,21.03,20.09,8.63,78.75,12.34,7
65,06,001,406000,6001406000,3890,16.5,17.87,0.0,37.38,0.18,25.68,14.96,5.68,77.1,16.99,7
66,06,001,406100,6001406100,4721,14.57,8.92,0.0,16.37,0.57,57.59,18.56,13.81,75.92,10.27,6
67,06,001,406201,6001406201,4954,3.77,18.67,0.14,28.32,0.36,47.66,20.8,11.14,79.71,8.32,7
68,06,001,406202,6001406202,4712,9.3,10.12,2.67,12.48,0.0,63.05,28.62,19.5,67.61,9.44,6
69,06,001,406300,6001406300,4403,9.15,24.48,0.41,20.44,0.0,38.91,35.68,5.52,82.78,11.7,7
70,06,001,406400,6001406400,2548,26.49,16.29,0.27,17.46,1.3,32.65,14.67,2.75,66.8,21.55,7
71,06,001,406500,6001406500,6400,11.78,12.69,0.0,20.97,3.81,47.91,21.34,5.5,80.0,14.31,7
72,06,001,406601,6001406601,4726,19.09,24.08,0.13,21.14,0.0,33.16,10.52,9.78,77.63,12.59,7
73,06,001,406602,6001406602,2417,15.18,22.09,0.79,32.27,0.17,24.91,11.58,8.03,76.38,15.6,7
74,06,001,406700,6001406700,5019,42.06,11.24,0.82,18.01,4.58,17.41,2.93,2.35,77.23,19.82,7
75,06,001,406800,6001406800,3668,28.05,17.56,0.33,24.73,0.16,20.58,5.03,0.71,80.51,18.59,7
76,06,001,406900,6001406900,3895,35.04,15.3,0.0,24.6,1.03,13.07,8.97,3.54,81.57,14.89,7
77,06,001,407000,6001407000,5780,17.53,18.7,0.43,22.08,0.0,27.72,11.17,13.62,72.65,11.49,7
78,06,001,407101,6001407101,3869,7.16,13.0,1.03,32.39,0.0,44.2,29.32,16.41,74.77,8.81,7
79,06,001,407102,6001407102,4603,9.73,17.79,1.0,26.74,0.0,40.13,22.13,9.54,77.88,12.51,7
80,06,001,407200,6001407200,6901,9.23,5.23,0.2,11.11,0.04,71.6,25.89,11.38,74.03,13.95,6
81,06,001,407300,6001407300,2461,12.47,8.9,0.16,2.72,0.0,73.43,12.56,19.95,71.15,8.9,6
82,06,001,407400,6001407400,4183,3.42,31.89,0.0,8.34,0.29,52.9,23.0,9.32,77.89,12.79,6
83,06,001,407500,6001407500,4242,8.06,24.45,0.09,13.41,0.09,50.97,43.81,9.76,78.76,10.07,6
84,06,001,407600,6001407600,5947,23.0,32.49,0.0,7.82,0.0,29.44,10.47,10.64,76.41,12.86,7
85,06,001,407700,6001407700,4255,35.56,37.49,0.0,5.45,0.56,15.16,2.35,3.34,83.64,12.9,7
86,06,001,407800,6001407800,2734,29.99,26.55,0.0,15.47,0.11,22.6,11.03,2.93,86.21,10.86,7
87,06,001,407900,6001407900,2800,47.32,19.96,0.0,11.89,0.0,7.86,3.58,6.57,76.07,17.14,7
88,06,001,408000,6001408000,2827,56.67,10.65,0.53,11.71,0.0,16.73,1.98,1.03,81.5,17.47,1
89,06,001,408100,6001408100,6795,36.97,21.49,0.0,26.96,0.0,9.67,3.22,0.6,81.88,17.51,7
90,06,001,408200,6001408200,4588,17.85,46.1,0.0,4.64,0.63,21.99,13.82,7.02,79.49,13.49,7
91,06,001,408300,6001408300,4954,19.72,38.23,0.12,13.61,1.19,19.28,10.6,9.63,74.26,16.11,7
92,06,001,408400,6001408400,3278,8.88,45.97,0.0,4.3,0.18,37.61,11.98,6.65,83.16,10.04,7
93,06,001,408500,6001408500,5796,2.59,41.49,0.02,2.92,1.41,48.52,13.85,14.96,73.74,11.21,7
94,06,001,408600,6001408600,7159,3.18,36.28,0.2,4.92,0.0,51.81,22.27,17.26,74.13,7.93,6
95,06,001,408700,6001408700,7536,7.91,38.77,0.0,5.36,0.0,45.79,14.07,10.15,70.24,19.53,7
96,06,001,408800,6001408800,6622,7.11,37.22,0.0,5.48,2.17,46.9,27.85,8.41,77.68,13.91,7
97,06,001,408900,6001408900,3660,4.84,20.03,0.0,3.44,0.82,69.23,20.7,19.4,72.43,8.17,6
98,06,001,409000,6001409000,4756,1.41,30.61,0.0,5.3,0.0,58.41,15.59,10.6,78.47,10.93,6
99,06,001,409100,6001409100,2477,9.0,25.15,0.52,4.72,0.16,57.89,13.61,6.98,84.74,8.28,6
100,06,001,409200,6001409200,3526,2.35,30.32,0.0,5.42,0.0,59.42,11.0,7.49,82.47,9.93,6
101,06,001,409300,6001409300,5153,3.8,23.48,0.0,2.0,0.33,68.78,24.28,8.73,78.61,12.34,6
102,06,001,409400,6001409400,5141,4.18,12.78,0.0,6.89,0.23,73.86,31.94,16.77,72.61,10.62,6
103,06,001,409500,6001409500,3877,10.39,18.78,0.08,1.6,1.88,65.23,30.95,12.33,75.83,11.84,6
104,06,001,409600,6001409600,4594,3.68,32.28,0.22,2.31,0.85,59.45,15.84,15.26,71.57,13.06,6
105,06,001,409700,6001409700,5226,5.74,31.09,0.0,0.92,1.09,47.76,26.69,11.23,79.58,8.67,7
106,06,001,409800,6001409800,3403,19.84,51.84,0.24,3.5,0.0,19.98,13.46,5.11,84.48,10.26,2
107,06,001,409900,6001409900,3695,28.04,40.32,0.0,8.09,0.0,14.02,8.03,1.22,75.72,22.92,7
108,06,001,410000,6001410000,3358,31.6,45.15,0.18,2.5,0.66,8.16,3.51,0.39,66.65,32.97,7
109,06,001,410100,6001410100,2746,15.62,54.12,0.0,4.59,0.95,16.06,10.63,4.01,83.18,12.05,2
110,06,001,410200,6001410200,3585,1.42,55.4,0.81,5.27,3.18,32.41,17.24,5.36,79.16,15.2,2
111,06,001,410300,6001410300,3842,2.68,20.41,0.29,2.86,1.17,70.43,17.86,10.36,83.89,5.75,6
112,06,001,410400,6001410400,4398,4.93,32.45,0.3,7.91,0.0,51.3,8.98,6.53,80.67,12.78,6
113,06,001,410500,6001410500,2547,20.65,57.28,0.24,9.89,1.06,8.36,35.02,1.88,84.49,13.62,2
114,06,001,420100,6001420100,2528,60.09,1.27,0.47,17.72,0.0,11.87,2.29,0.87,86.0,12.58,1
115,06,001,420200,6001420200,3326,33.04,6.86,0.3,41.94,0.0,6.7,7.88,5.65,84.43,9.92,7
116,06,001,420301,6001420301,2738,36.6,2.12,0.0,51.02,0.0,8.84,4.77,1.17,84.84,13.48,4
117,06,001,420302,6001420302,2561,31.98,3.16,1.52,35.22,0.0,15.89,5.74,4.06,86.72,9.22,7
118,06,001,420401,6001420401,1180,33.47,0.93,0.0,24.83,0.76,25.0,36.02,3.47,91.44,5.08,7
119,06,001,420402,6001420402,1772,29.35,2.43,0.0,39.95,0.0,24.6,22.52,1.64,87.64,10.72,7
120,06,001,420500,6001420500,2518,50.44,5.08,0.75,24.07,0.0,10.52,6.53,3.97,85.23,9.81,1
121,06,001,420600,6001420600,3522,65.33,0.0,0.09,12.92,0.65,13.2,3.58,1.05,86.63,12.32,1
122,06,001,421100,6001421100,2146,83.04,1.91,0.0,8.48,0.42,3.82,2.47,1.72,71.58,26.7,1
123,06,001,421200,6001421200,3690,66.07,0.92,0.11,19.0,0.0,2.47,0.62,0.3,69.76,29.95,1
124,06,001,421300,6001421300,4070,77.4,1.43,0.15,9.53,0.1,3.0,4.4,0.76,74.86,24.37,1
125,06,001,421400,6001421400,1661,78.81,1.69,0.42,6.8,0.24,6.8,5.54,0.24,68.45,31.31,1
126,06,001,421500,6001421500,3820,80.42,3.22,0.0,10.34,0.29,3.87,3.3,1.73,77.3,20.97,1
127,06,001,421600,6001421600,3728,71.67,2.9,0.0,12.23,0.72,2.9,8.05,0.89,73.9,25.0,1
128,06,001,421700,6001421700,3734,70.3,0.64,0.0,19.2,0.0,7.15,12.91,2.81,80.21,16.98,1
129,06,001,421800,6001421800,2232,71.86,1.39,0.09,13.26,0.0,4.26,5.98,0.49,81.77,17.74,1
130,06,001,421900,6001421900,4312,55.29,10.74,0.0,16.72,0.0,8.16,4.5,2.55,74.98,22.36,1
131,06,001,422000,6001422000,2157,59.85,6.63,0.0,13.63,0.0,9.04,14.01,1.99,82.24,15.76,1
132,06,001,422100,6001422100,3280,50.76,12.01,0.85,12.68,0.0,18.32,7.53,1.49,78.96,19.54,1
133,06,001,422200,6001422200,3202,59.15,4.72,0.0,12.65,0.0,13.99,8.87,3.5,88.07,8.43,1
134,06,001,422300,6001422300,3608,57.37,4.43,0.14,20.09,0.0,10.06,11.22,4.02,83.45,12.53,1
135,06,001,422400,6001422400,4578,37.83,1.16,0.0,41.31,0.0,15.25,23.92,4.22,85.93,9.85,7
136,06,001,422500,6001422500,4638,44.48,3.64,0.52,32.73,0.54,12.61,29.53,8.52,80.49,11.0,7
137,06,001,422700,6001422700,4975,39.32,3.24,1.09,33.05,0.24,16.14,45.76,1.43,86.77,11.8,7
