State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes
2,13,100,1,2,13,100,1,20130001001,958,15.97,7.83,24.22,31.32,0.0,16.28,13.96,41.65,51.04,6.78,7,-163.97089668025933,54.67900024349785,795.787082023018,792.5835840539231,189.3377223328402,582.8289742811583,1001.1824546783106,586.2777366176012
2,13,100,2,2,13,100,2,20130001002,1245,9.16,0.48,53.9,22.49,0.0,6.02,12.77,39.2,54.3,6.51,3,-161.11558711111826,55.60797416785739,587.0129865742625,583.8116033299095,397.9182837937444,407.71254248455335,800.8549830685341,412.3550854932151
2,13,100,3,2,13,100,3,20130001003,1186,15.43,1.26,40.39,19.81,0.93,5.48,10.16,38.62,50.42,10.96,7,-160.03569544644913,55.12799031548401,557.189934760823,553.7925625522004,439.9784587671659,439.9814762887408,797.0333585920264,445.40159167310105
2,16,100,1,2,16,100,1,20160001001,950,24.95,4.32,48.11,1.68,5.26,8.42,21.56,25.05,44.11,6.74,7,-77.71080737388031,52.485375264849615,821.5061161093896,819.761151456983,819.7588886890492,819.641765759617,819.9087965842933,819.7552278435028
2,16,200,1,2,16,200,1,20160002001,1917,16.8,2.45,1.2,62.65,1.25,12.47,7.0,12.73,79.92,6.94,4,-166.8445599671406,53.90081325947699,1000.1690886557308,997.0062703574396,20.254832046795045,761.9580034469119,1194.607626375875,764.5247639823175
2,16,200,2,2,16,200,2,20160002002,2841,26.89,2.78,2.82,39.35,3.38,16.54,4.44,16.02,74.41,8.66,7,-166.86891746152958,53.58488269894252,1020.3477298024504,1017.1380124657104,38.614887352425214,790.6856666015548,1220.456415315953,793.407542727601
2,20,101,1,2,20,101,1,20200001011,3228,81.04,1.86,0.99,3.04,0.0,10.1,5.36,3.62,70.91,24.26,1,-149.4651557349192,61.43056685587346,14.013882295013213,11.305178975969156,17.447663655714692,11.029082241824929,18.538389941243643,1.825974948929341
2,20,101,2,2,20,101,2,20200001012,2550,85.18,0.16,8.94,0.31,0.9,3.02,6.94,16.86,56.59,26.55,1,-148.827826161742,61.26112524801214,38.15048043784302,40.22446389140875,40.62730184402247,38.15048043784302,46.00621295103129,30.51174078692247
2,20,102,1,2,20,102,1,20200001021,743,91.66,0.0,0.0,0.0,0.0,7.94,17.65,0.0,72.95,26.92,1,-149.47109927227524,61.38919877409887,9.539574628473147,7.312339258347808,22.05442296036854,6.969454219799726,23.03502063747949,1.0095828369909985
2,20,102,2,2,20,102,2,20200001022,1790,66.54,0.06,1.17,10.22,0.0,0.06,6.03,8.1,68.99,21.62,1,-149.3277840448661,61.31960608049242,11.118692889536431,12.750664902477986,24.177830329774046,11.118692889536431,26.478067120695503,5.329739805595776
2,20,102,3,2,20,102,3,20200001023,2242,96.07,0.0,0.58,0.0,0.0,0.0,8.85,8.3,63.07,24.26,1,-149.53835911938413,61.398475090452585,9.944925200932552,6.598527840524612,21.24314842104763,6.421693978452721,23.287621068637435,2.519365000886364
2,20,201,1,2,20,201,1,20200002011,2507,77.46,1.4,3.03,1.95,0.96,10.01,3.99,8.97,62.23,17.11,1,-149.57514623974566,61.33838826338036,3.9042337210621634,0.6886541316331184,14.626325586130084,1.0980956775826327,16.985409675339096,0.2499790793985514
2,20,201,2,2,20,201,2,20200002012,2168,66.61,0.0,4.2,0.0,0.0,22.0,20.76,10.98,63.01,20.34,1,-149.5774748050231,61.32155661044735,2.662211276913156,2.2257761637935096,13.124205802648016,0.2973863288576946,15.50994904370148,0.8992983350297166
2,20,202,1,2,20,202,1,20200002021,1145,78.86,3.41,0.61,7.34,0.0,0.0,5.41,11.35,47.6,30.04,1,-149.56336762482326,61.32486961109056,2.3227679368144307,1.7167568024834905,13.910119915683856,0.5200466458798085,16.300459502317974,0.0748801597294123
2,20,202,2,2,20,202,2,20200002022,2863,72.65,5.9,0.42,4.37,5.13,3.63,6.95,12.61,53.48,31.26,1,-149.52957064689156,61.33327441198952,2.708438921694491,1.94051886404424,15.850448820541532,1.6453852580987385,18.24702805402836,1.6828377224114435
2,20,202,3,2,20,202,3,20200002023,1056,70.17,2.08,0.0,1.14,0.0,21.21,1.89,0.0,69.22,24.05,1,-149.55547675902758,61.32015673144193,1.651104734706387,2.2750369827076864,13.844332396909072,0.9864499950629048,16.24180811876189,0.3542965621546214
2,20,202,4,2,20,202,4,20200002024,1687,70.84,0.0,1.42,10.79,0.0,2.79,0.0,9.84,74.99,15.17,1,-149.5525771448156,61.31404803187587,1.0931902992810454,2.9710362331112266,13.507592813179258,1.0931902992810454,15.907433938823036,0.38834357397546543
2,20,204,1,2,20,204,1,20200002041,1439,92.43,0.0,4.73,0.0,0.0,0.83,4.66,6.12,68.24,24.95,1,-149.16150575458886,61.2043031302636,23.117009054979924,26.245942739222,31.40671405532101,23.117009054979924,33.1068791897956,15.440812742374668
2,20,204,2,2,20,204,2,20200002042,2116,73.91,3.73,6.9,0.0,0.19,8.84,5.08,3.88,49.67,24.24,1,-149.26223785159695,61.16822270091752,21.40322878206937,24.992014018191327,26.8902235552856,21.40322878206937,28.293805717071827,14.831742887302012
2,20,205,1,2,20,205,1,20200002051,2980,88.22,0.0,0.0,0.5,0.0,3.15,0.0,2.45,74.43,20.77,1,-149.52353798466112,61.30168736802162,1.0204182318753572,4.779747863212435,13.947663009489048,1.0204182318753572,16.32631132088818,1.077813294394664
2,20,205,2,2,20,205,2,20200002052,1527,59.4,2.36,1.11,5.5,0.0,19.19,1.11,0.0,68.5,21.48,1,-149.48098382415282,61.30255761776639,2.969669923277493,6.0590610055496175,15.966188698660686,2.969669923277493,18.318292753025577,1.940467041375056
2,20,205,3,2,20,205,3,20200002053,1771,91.93,0.0,2.15,0.0,0.0,0.0,5.76,0.79,75.89,13.27,1,-149.52514527060956,61.30807270174877,0.5339796724704061,4.11078589682518,14.265506518362114,0.5339796724704061,16.65538507926047,0.42599699458034707
2,20,205,4,2,20,205,4,20200002054,1084,84.04,0.0,0.0,2.12,0.0,9.41,3.04,8.58,47.23,42.44,1,-149.55358170107831,61.3069665264708,1.0220311050758129,3.740257875135992,12.96817329988914,1.0220311050758129,15.366415701989888,0.9640043892298215
2,20,206,1,2,20,206,1,20200002061,1042,91.17,0.0,3.26,0.0,0.0,0.0,1.54,4.13,61.71,33.01,1,-149.5263742512442,61.31357807055063,0.6797436028626108,3.553108854379008,14.568926317963928,0.6797436028626108,16.964895902866992,0.12756129736986813
2,20,206,2,2,20,206,2,20200002062,2267,82.66,0.66,4.59,0.62,0.0,4.1,2.4,0.71,80.86,16.85,1,-149.49724990051462,61.31915812611238,2.304070004876188,4.217179880236063,16.191823163010692,2.304070004876188,18.583579791516065,0.5978940007659684
2,20,500,1,2,20,500,1,20200005001,821,64.8,5.85,13.89,0.73,0.0,6.33,4.51,19.24,64.56,15.96,1,-149.91404089541703,61.23475508267207,5.06019347608717,5.460032213894269,5.244895835277323,2.634973284538229,6.981349568740852,2.6062165615420883
2,20,500,2,2,20,500,2,20200005002,1219,36.75,10.34,10.01,9.19,0.82,8.37,23.87,15.75,64.73,13.7,7,-149.85845843074108,61.229929646159306,4.323752881791829,3.9200775754382895,2.6537717799713185,1.8966842770393788,4.375317722602624,1.6005290497303348
2,20,601,1,2,20,601,1,20200006011,1265,45.14,0.0,15.81,18.5,0.0,10.12,21.11,4.27,74.62,19.68,7,-149.81211177050824,61.2295769585032,4.474608478459122,3.4282055357150782,2.2812072798705394,1.49089632975453,2.016850299133688,0.0739176493219542
2,20,601,2,2,20,601,2,20200006012,1071,9.06,29.97,60.13,0.0,0.0,0.0,56.15,5.51,89.73,3.92,3,-149.80465333989727,61.22955158031754,4.132248231255971,3.1225301600189828,2.464345137457835,1.65562634433613,1.6727576425438977,0.21630740915858215
2,20,601,3,2,20,601,3,20200006013,1197,29.32,16.37,25.06,7.6,10.69,10.94,45.2,15.37,62.32,22.31,7,-149.85055542733193,61.22392149958112,3.8338466898977424,3.177192772918465,1.8659916757646005,1.330973899966626,3.8538845845628273,1.430297350473637
2,20,601,4,2,20,601,4,20200006014,625,23.2,7.52,19.04,5.92,0.0,33.76,35.52,2.08,65.76,13.28,7,-149.81212947525424,61.22595975955547,4.288498267188526,3.195765450284797,1.9180846703200864,1.1147966534809568,1.864123379032504,0.36202302288844507
2,20,602,1,2,20,602,1,20200006021,879,5.46,13.54,11.72,0.0,0.0,35.49,12.12,15.36,41.3,40.05,7,-149.79720350724912,61.2295567239389,3.8033808004113294,2.843023803440068,2.696957468984191,1.8938518010517853,1.361833328137179,0.12896903086682196
2,20,602,2,2,20,602,2,20200006022,1114,24.96,2.78,0.0,7.63,46.5,18.13,33.3,7.63,79.35,10.05,7,-149.79955774599546,61.22473866271274,3.626009698641298,2.5674749471798632,2.1938141240994447,1.4337100251428043,1.18252598812401,0.24435757186322923
2,20,602,3,2,20,602,3,20200006023,1490,29.87,12.42,48.12,0.0,7.38,1.28,56.38,11.54,76.64,11.07,7,-149.80466290438204,61.2259761616617,3.931891589556864,2.8680612826906704,2.136962097032961,1.3314861443634567,1.4867965760204154,0.2521249473117501
2,20,701,1,2,20,701,1,20200007011,2634,31.06,11.85,8.66,5.92,0.0,19.7,11.16,7.74,51.48,35.0,7,-149.76815449698336,61.22106524123594,1.9962430628122128,1.223899072920632,2.003567366834241,1.4982217868314849,0.5698964800175619,0.4075435425886976
2,20,701,2,2,20,701,2,20200007012,1616,53.03,15.9,2.72,1.42,0.0,4.95,0.19,12.5,70.05,15.9,1,-149.75926872643424,61.21426573438212,1.1749893013992958,0.4416794894877305,2.4445323804327788,1.14341059718588,1.2926495128757254,0.04341646839631526
2,20,701,3,2,20,701,3,20200007013,1916,20.82,0.0,1.57,56.89,0.0,19.83,36.01,10.02,86.8,3.18,4,-149.7739824215837,61.21344935343201,1.8864831852420685,0.7295572327960274,2.103928992438941,0.598468036188222,0.8889557993557619,0.14418131371749796
2,20,701,4,2,20,701,4,20200007014,618,57.28,10.19,0.0,7.77,0.0,6.15,4.53,8.58,71.52,19.9,1,-149.7667192938247,61.21298351451182,1.4969309108861362,0.3816537398121529,2.445586787249641,0.7467072785339306,1.1103496297255369,0.16858687192805188
2,20,702,1,2,20,702,1,20200007021,1520,46.18,21.97,0.0,12.63,0.0,6.18,41.03,6.97,63.49,22.17,7,-149.7407363624842,61.22460719034329,1.687992094275955,1.933684037414226,1.1851201232036286,0.6509880576044407,2.074523045933875,0.357920684427877
2,20,702,2,2,20,702,2,20200007022,1194,35.26,11.39,13.65,22.19,3.1,4.27,11.98,14.07,57.54,26.55,7,-149.73959712473857,61.220566570052114,1.2379045070740335,1.634609262929415,1.6382267214057005,1.0125678558447693,2.099493550976228,0.05233534923896719
2,20,702,3,2,20,702,3,20200007023,3677,34.7,40.33,5.49,10.17,2.8,2.31,10.89,4.32,67.61,23.44,7,-149.74666820197973,61.215497733499056,0.7692022385060574,0.9842611892725248,2.1818582594392,0.6817467308395253,1.8295744353142889,0.2943664114042787
2,20,703,1,2,20,703,1,20200007031,1192,24.83,2.01,10.07,10.91,42.11,8.22,0.9,18.88,62.33,10.23,7,-149.72322841377894,61.22917946006292,2.367138105476157,2.930607583898845,1.3225116128157466,0.5838516820101841,3.10722905320577,0.566353407313796
2,20,703,2,2,20,703,2,20200007032,865,45.43,1.16,0.0,32.83,10.52,1.5,18.03,10.87,43.35,45.78,7,-149.72951330777346,61.22242741440225,1.5453410502065112,2.180567952275561,1.6254670378726024,0.8260251813312941,2.642521986307515,0.3251545366140105
2,20,703,3,2,20,703,3,20200007033,1078,48.89,15.4,10.58,0.0,0.0,18.92,1.21,26.25,57.61,12.52,7,-149.72587673542924,61.21872704764577,1.2727622995465075,2.1316059663604574,2.0795142238827564,0.9931826037497544,2.8454948739891823,0.2558465731116922
2,20,703,4,2,20,703,4,20200007034,1523,21.73,0.0,26.85,25.21,0.0,26.2,59.23,5.52,90.22,4.27,7,-149.72588687944426,61.21523054334148,0.9832770850404896,1.9952271103567825,2.4269080812417947,0.718727103334652,2.907058873345374,0.19994265304448602
2,20,703,5,2,20,703,5,20200007035,1043,32.21,14.86,0.0,18.79,16.68,5.85,0.86,7.38,75.26,17.35,7,-149.7256853366522,61.21121546871106,0.7790117575896297,1.936906459991147,2.843155281031688,0.6029564637168445,3.048829316267861,0.14377142328744696
2,20,801,1,2,20,801,1,20200008011,1385,36.82,11.62,8.74,5.05,16.9,8.66,32.94,6.5,70.25,20.79,7,-149.79936450316106,61.2209824767831,3.440332888176928,2.3241287028162585,1.795504454494327,1.1073826390887336,1.1009540325675848,0.10535773107847267
2,20,801,2,2,20,801,2,20200008012,505,34.46,0.0,6.14,20.99,0.0,38.42,6.14,5.54,78.02,10.69,7,-149.78915185425143,61.22232874774506,3.008478810182228,1.9682677934983843,2.159865660983092,1.457499021420391,0.5707476218305804,0.21283402558394912
2,20,801,3,2,20,801,3,20200008013,732,17.35,12.7,35.38,0.14,0.0,34.43,21.72,43.58,29.64,5.87,7,-149.7819138570383,61.223003290358754,2.7151084528840004,1.7587829568162872,2.4045366418029337,1.6702827003338192,0.2693974852349661,0.17963944630574835
2,20,801,4,2,20,801,4,20200008014,1408,23.72,19.11,9.66,0.0,31.61,0.92,20.95,16.48,71.59,11.93,7,-149.78585639270688,61.21502536141582,2.5457523864336813,1.3822010366065007,1.652170217419531,0.907985194714818,0.773938497423385,0.560973762439052
