State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools,urban
39,1,770100,1,390017701001,1069,88.12,0.0,0.0,0.0,0.0,0.0,19.93,3.37,45.84,50.8,white_alone,-83.34647844534366,39.0062207237357,31.053135933859995,32.672524896979866,22.091745220647976,8.160699839645554,22.41864776478142,9.359169713780322,30.16884499883788,8.055921560259366,9.055861796123018,28.70229989044287,28.70229989044287,28.70229989044287,27.120138895424223,False
39,1,770100,2,390017701002,1513,92.0,1.26,0.0,5.16,0.0,0.4,30.54,4.82,81.76,13.42,white_alone,-83.42492498780109,38.95577070390026,22.55971244161477,34.192996395967135,14.01705043876425,1.77578758028968,14.423841249906308,1.983311926531472,31.73209659741898,1.7869151524668552,1.6071555760229914,31.73209659741898,31.73209659741898,31.73209659741898,22.92072819985093,False
39,1,770100,3,390017701003,1656,99.28,0.0,0.0,0.0,0.0,0.12,42.51,19.08,69.2,11.71,white_alone,-83.37938578830712,38.96185653123371,25.419376941840667,35.7109784110381,18.01232613167172,2.699241343746513,18.41823337526654,3.81800418350261,33.35405379366745,2.5974329098630724,3.5313306308459254,31.974718046201552,31.974718046201552,31.974718046201552,25.703052139616126,False
39,1,770100,4,390017701004,260,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,64.62,24.62,white_alone,-83.34403633452405,38.90901900494215,23.598501648695493,37.95991702994335,20.997344266705465,6.996244001730323,21.49095984896592,6.9523218821428605,34.18467874318408,6.932533028613091,6.950590249969359,27.83234041364851,27.83234041364851,27.83234041364851,23.69961040188207,False
39,1,770200,1,390017702001,1152,100.0,0.0,0.0,0.0,0.0,0.0,13.43,9.46,69.88,16.67,white_alone,-83.48300810871187,38.985794319682725,23.466894786467773,28.96887435804108,10.49621516562626,7.785248420188126,10.733944596009268,5.1527135504908905,26.43955445854435,7.807789550674399,7.204495612212849,26.43955445854435,26.43955445854435,26.43955445854435,23.97841223165251,False
39,1,770200,2,390017702002,1348,99.41,0.0,0.0,0.0,0.0,0.59,12.61,8.23,84.87,6.9,white_alone,-83.59649938774837,38.99112296322098,23.130497666072475,26.01157633301993,6.421497929641826,5.894559354449315,6.0784047739391935,6.365932801985433,23.44110175311865,6.077377353916985,5.764327519125291,23.44110175311865,23.44110175311865,23.44110175311865,18.65669092108013,False
39,1,770200,3,390017702003,874,99.2,0.0,0.0,0.0,0.0,0.8,17.51,3.89,73.46,22.65,white_alone,-83.55841220742232,38.9424359355109,17.56176669795589,31.774607850414355,2.446247376457897,1.1579719521448368,2.7970246934980603,2.652763254921712,29.18220386719189,1.1483252461413604,2.5054260714430665,29.18220386719189,29.18220386719189,29.18220386719189,18.19656008228044,False
39,1,770200,4,390017702004,1412,98.65,0.85,0.5,0.0,0.0,0.0,14.38,4.11,75.78,20.11,white_alone,-83.64029717885394,38.946257717726326,19.130371826708743,26.51863552334254,5.00289396191386,5.947879039418296,4.486359239429183,4.775356719289245,24.602586219725488,1.072072578472647,4.6496391527051175,24.602586219725488,24.602586219725488,25.79581393786834,16.326997050802714,False
39,1,770301,1,390017703011,1837,90.2,3.05,0.0,0.0,0.0,6.75,0.0,19.11,66.19,14.7,white_alone,-83.47812008839642,38.84635507124848,10.1759065680962,43.73643619275656,13.422436412650594,8.16819608423683,13.946720607918111,7.637539140723938,33.256204764563506,7.963064386994678,5.594547707466268,31.89717129816713,31.89717129816713,31.89717129816713,10.372494298835509,False
39,1,770301,2,390017703012,1944,98.56,0.0,0.0,0.0,0.0,1.44,21.91,12.5,72.69,14.81,white_alone,-83.56746564742684,38.88406865153772,11.065445462540826,35.31110045845247,5.759427522716102,5.109782687764588,6.165864562042965,5.814922217607387,29.00801734902158,6.23809856094661,6.426681652238378,29.00801734902158,29.00801734902158,30.61195774150252,11.72012532926352,False
39,1,770302,1,390017703021,2053,92.79,0.54,0.0,0.0,0.0,3.12,2.53,3.56,84.9,11.54,white_alone,-83.65273141740924,38.86586371036296,11.822035003311228,30.47245097831143,9.610834272521618,10.444326642430068,9.570995829261266,9.466765714063976,21.49945516159791,8.433965991752642,8.19570507622524,21.49945516159791,21.49945516159791,25.881232662129985,12.542897499281777,False
39,1,770302,2,390017703022,1332,90.62,0.0,0.0,0.0,0.0,0.0,11.49,2.48,74.7,22.82,white_alone,-83.65276509393816,38.75877845347807,8.150084832812633,39.29916485603378,18.874319832648187,8.150084832812633,19.31255907542081,7.640305413732637,15.7096781906483,8.18617661580152,9.0175775662402,14.844756899839206,14.844756899839206,14.844756899839206,8.28855952668511,False
39,1,770400,1,390017704001,616,100.0,0.0,0.0,0.0,0.0,0.0,24.19,8.77,72.56,18.67,white_alone,-83.48810900969484,38.78137110420768,6.654489296737494,47.45708604167564,18.928476385615884,5.188534680644184,19.39065175409672,4.3780616215376815,28.2418357355537,4.856207144562432,1.7555264496546974,26.54147403801884,26.54147403801884,26.54147403801884,6.296629754310562,False
39,1,770400,2,390017704002,1467,100.0,0.0,0.0,0.0,0.0,0.0,42.02,15.81,70.55,13.63,white_alone,-83.54061243248266,38.8124470953181,3.739884790980138,41.74460092300485,14.054986743486262,1.995387709790644,14.460128301773464,2.050505075002014,26.714037542112774,1.995243353142868,3.561683720278152,25.4351745244454,25.4351745244454,25.4351745244454,4.125622264805153,False
39,1,770400,3,390017704003,1324,99.62,0.38,0.0,0.0,0.0,0.0,7.01,8.08,67.98,19.86,white_alone,-83.50985744886678,38.76847854405594,5.085676001516333,46.91864411663225,19.522510287921904,4.256918290783606,19.948284115074404,3.654178618917484,25.885925102694483,3.9906444918168655,3.578237647080574,24.174220116863168,24.174220116863168,24.174220116863168,4.552368288858502,False
39,1,770400,4,390017704004,1121,94.47,0.0,0.0,0.0,0.0,0.45,29.31,4.55,52.27,27.48,white_alone,-83.56801784730546,38.761412169715086,2.591156154850287,43.80183068806905,19.25780340809332,2.591156154850287,19.58304392234447,1.803162367363008,21.250387385528057,2.331070414070931,6.354166213413857,19.737818148498924,19.737818148498924,19.737818148498924,2.035574506252756,False
