,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,29,001,950100,29001950100,3694,94.04,0.08,0.11,0.3,0.0,4.11,13.2,12.45,66.38,21.17,1
2,29,001,950200,29001950200,3024,91.9,0.26,0.17,1.32,0.2,5.16,13.06,12.67,67.89,19.44,1
3,29,001,950300,29001950300,3247,95.32,1.02,1.02,0.95,0.0,1.29,42.38,9.95,78.01,9.79,1
4,29,001,950400,29001950400,3765,88.71,2.39,0.0,4.67,0.0,2.28,13.73,3.72,80.29,15.22,1
5,29,001,950501,29001950501,3893,78.99,10.04,0.0,5.81,0.0,0.62,29.49,5.32,71.72,22.22,1
6,29,001,950502,29001950502,3070,89.58,6.45,0.0,0.91,0.0,0.0,18.03,7.79,73.42,14.14,1
7,29,001,950900,29001950900,2605,91.9,3.22,0.0,0.65,0.0,4.22,33.28,10.63,81.34,8.02,1
8,29,001,951000,29001951000,2170,82.44,6.22,0.0,3.13,0.0,3.5,100.0,5.44,94.24,0.0,1
9,29,003,010100,29003010100,5801,88.24,2.88,0.0,0.16,0.0,5.71,5.56,3.0,79.85,15.82,1
10,29,003,010201,29003010201,3597,99.22,0.5,0.11,0.0,0.0,0.0,8.64,3.7,73.76,18.79,1
11,29,003,010202,29003010202,2893,100.0,0.0,0.0,0.0,0.0,0.0,6.33,10.51,68.65,20.84,1
12,29,003,010300,29003010300,2383,95.64,0.08,1.22,0.0,0.0,2.35,8.64,9.4,72.26,18.34,1
13,29,003,010400,29003010400,2880,93.09,0.0,0.0,4.1,0.0,2.05,11.91,9.76,62.57,25.87,1
14,29,005,950100,29005950100,2851,96.74,0.53,0.04,0.14,0.0,1.54,13.18,10.56,65.45,22.83,1
15,29,005,950200,29005950200,2329,95.79,0.26,2.02,0.0,0.0,1.37,8.75,6.4,68.53,22.97,1
16,29,007,950100,29007950100,4141,83.48,10.94,0.19,0.48,0.24,1.23,15.36,7.68,43.11,13.62,1
17,29,007,950200,29007950200,5335,95.5,3.06,0.04,0.0,0.07,0.81,9.27,9.2,71.17,19.63,1
18,29,007,950300,29007950300,3201,90.07,2.19,0.81,0.0,0.0,6.62,23.68,12.25,76.88,10.87,1
19,29,007,950400,29007950400,2409,89.95,3.65,0.79,0.0,0.17,3.45,10.38,8.63,68.29,20.05,1
20,29,007,950500,29007950500,4170,79.54,3.24,0.0,0.07,0.0,7.99,15.63,15.56,60.65,21.63,1
