State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools
46,3,973600,1,46,3,973600,1,460039736001,955,76.44,2.3,4.61,0.0,0.0,15.39,5.52,5.13,69.74,13.82,1,-98.5235141959164,43.69828005803573,40.53864084333812,128.29025258617082,5.519327439898917,31.893990767751664,40.20989505535536,15.291021951149428,40.17499654297917,3.5551445212895896,15.221264922297856,38.6329305960561,38.6329305960561,38.6329305960561,38.56487446582119
46,3,973600,2,46,3,973600,2,460039736002,635,96.54,0.0,3.46,0.0,0.0,0.0,5.2,16.38,69.13,14.49,1,-98.4547693554058,43.587198605639294,37.28255736139448,115.74059800447596,15.359711429526127,18.538584388971312,36.54977908252183,18.172443141681285,37.27662401837127,1.340257580382166,25.852009961985097,35.5073462469502,35.5073462469502,35.5073462469502,35.51821873366105
46,3,973600,3,46,3,973600,3,460039736003,1167,93.92,2.49,0.0,0.0,0.0,3.6,5.59,6.26,76.52,13.8,1,-98.59844543491764,43.76146034367927,47.00877662168871,137.51706794179225,11.40172580536459,35.541776441014555,46.87273329736884,9.903277481968535,46.495110341956206,10.018671121407817,9.396761378576112,45.11864175612091,45.11864175612091,45.11864175612091,45.01775949402764
46,5,956600,1,46,5,956600,1,460059566001,828,93.72,0.0,6.28,0.0,0.0,0.0,8.51,3.26,80.92,9.54,1,-98.07146100643769,44.274139247443415,13.32675461397885,103.90961985364896,14.757236882589543,13.32675461397885,14.792639230027032,13.9993930644807,15.00640401375386,13.836489107640991,13.13190367025403,13.887520637610924,13.887520637610924,13.887520637610924,14.115302513397875
46,5,956600,2,46,5,956600,2,460059566002,1064,92.2,0.0,1.69,0.0,0.0,1.03,8.8,5.26,77.26,17.48,1,-98.03114818972108,44.50402980114991,24.09522635704482,102.74464008106872,21.333899543287977,22.999728481931847,21.31090263206348,21.733220463543432,21.42647143649793,21.003473882121543,22.47208954384149,21.42647143649793,21.42647143649793,22.80352299979248,15.73630229307417
46,5,956700,1,46,5,956700,1,460059567001,1104,96.83,0.0,0.0,0.0,0.0,2.81,3.35,8.15,70.83,18.39,1,-98.47462488906903,44.52095401902971,29.22799875656269,137.66976430003703,27.42401893727405,27.74519319086244,27.388966758130643,27.005198294733027,27.17407923333522,12.398738391187422,12.784197276909442,27.17407923333522,27.17407923333522,28.38956991838756,28.28188160755281
46,5,956700,2,46,5,956700,2,460059567002,1217,89.07,0.0,0.66,0.0,0.0,10.11,8.55,3.86,78.31,17.83,1,-98.49925654185478,44.311033282370055,22.556458000175542,137.84194591630887,23.59872150111673,21.6730656292934,23.597604683046587,21.735844655543428,23.384230656556227,11.111757169906465,10.751794970709671,23.005969535217947,23.005969535217947,23.005969535217947,22.3946715962635
46,5,956800,1,46,5,956800,1,460059568001,1474,47.29,0.0,0.0,25.37,0.0,25.51,28.15,15.26,67.44,17.3,7,-98.24349070175268,44.39164007160571,6.847095293223663,117.76981384917178,4.225230999594315,5.560431955806672,4.185955575109721,4.438273722427389,4.000514614009181,3.754751507780714,3.479124121627754,4.000514614009181,4.000514614009181,5.58182100621138,5.769251905361921
46,5,956800,2,46,5,956800,2,460059568002,732,69.13,0.0,13.66,0.0,0.0,17.21,5.6,12.57,77.87,9.56,1,-98.20550648839496,44.37592347043517,4.869386124035206,114.64783367345991,1.6601110684445315,3.666324858078009,1.6236872236078743,2.074941629004971,1.6518884051039744,1.411999477204236,2.9679761090538794,1.6518884051039744,1.6518884051039744,3.396196056575382,3.9419118622088476
46,5,956900,1,46,5,956900,1,460059569001,771,78.08,0.0,1.3,0.0,0.0,20.36,12.97,2.98,77.04,19.97,1,-98.20641037664844,44.36145088478186,3.2855814982353144,114.64062712946168,0.3697147178799509,2.081528258751494,0.384025795705427,0.6576254451031891,0.623847787092167,0.4405872683172433,1.6527719612931036,0.623847787092167,0.623847787092167,1.8241374774791184,2.4319961777957713
46,5,956900,2,46,5,956900,2,460059569002,1630,49.33,0.0,15.28,0.0,0.0,35.4,19.42,28.59,55.64,13.44,7,-98.21998307839728,44.36309443431119,3.356998743035479,115.72641721846875,0.7303739017677181,2.2361600095671226,0.7107458961593626,0.7729810049317343,0.4705222720015126,0.366685762793156,1.2936916848736335,0.4705222720015126,0.4705222720015126,1.953696836002878,2.316331323096069
46,5,956900,3,46,5,956900,3,460059569003,1042,47.79,0.0,26.2,7.29,15.74,2.11,48.95,24.28,59.12,12.28,7,-98.21513706758272,44.358468139807,2.841726488726509,115.32042405247296,0.4701942453939401,1.669854547556605,0.4935482668093272,0.1575920479919577,0.4455063593222068,0.3896477369290329,1.107592599339868,0.4455063593222068,0.4455063593222068,1.3863124791531074,1.8621511530865904
46,5,957000,1,46,5,957000,1,460059570001,422,74.64,9.48,0.0,0.0,0.0,6.87,9.24,0.0,81.99,18.01,1,-98.21663272386166,44.3507671569396,1.980721617428923,115.40922385770854,1.2762893348095723,0.8416104173478455,1.3111073136208953,0.8589555664419212,1.309794001287787,0.6456436919935183,0.3998793473743753,0.5624571318258826,0.5624571318258826,0.5624571318258826,1.0093331515775654
46,5,957000,2,46,5,957000,2,460059570002,667,77.96,22.04,0.0,0.0,0.0,0.0,6.15,2.4,86.96,10.64,1,-98.22425636542572,44.35327150699917,2.3237044476254827,116.0240971454996,1.3943887983721757,1.2905541760487402,1.413518253708009,0.5901411555212079,1.2959212509162756,1.2004605938726998,0.4722209903877933,1.1360069637287866,1.1360069637287866,1.1360069637287866,1.247262295269744
46,5,957000,3,46,5,957000,3,460059570003,745,100.0,0.0,0.0,0.0,0.0,0.0,17.57,4.3,40.27,55.44,1,-98.2411000623641,44.36332731130017,3.867824566894847,117.40470114316793,2.3964564772383463,2.465753613340809,2.382245806250661,1.5480265488834868,2.1454855442912124,2.0451435088883154,0.4343295504157622,2.1454855442912124,2.1454855442912124,2.8775662234829023,2.828118709546186
46,5,957000,4,46,5,957000,4,460059570004,1813,98.4,0.0,0.0,0.0,0.0,0.66,10.45,4.14,77.0,9.54,1,-98.26944647833004,44.3351906180003,4.149063385274499,119.56786890950654,5.489372803490667,3.21258727257001,5.501952617933073,3.4304587163571543,5.338523462961559,4.534783892007678,3.829803178559919,4.55601780677324,4.55601780677324,4.55601780677324,3.9224217787148494
46,5,957000,5,46,5,957000,5,460059570005,1315,94.75,0.0,3.35,0.0,0.0,1.37,3.73,0.0,80.46,19.54,1,-98.22506616898067,44.34554893392534,1.5274798096279127,116.06288526129204,2.097249673835037,0.5398626560506735,2.1263024312295205,0.6112642145177712,2.0663847060924625,0.8663847946731126,0.4846995639854258,0.8661272688443369,0.8661272688443369,0.8661272688443369,0.4796372312006545
46,5,957100,1,46,5,957100,1,460059571001,1549,75.6,2.07,0.0,15.11,0.0,7.23,16.53,5.75,80.57,13.69,1,-98.18283335829646,44.32168470644703,3.0201006406395385,112.6643349892648,4.966895187039906,3.0201006406395385,5.008528158010399,3.690383981932725,5.1678825376009,3.6154837223210254,2.8126978361272643,3.680097270716716,3.680097270716716,3.680097270716716,3.810979497103182
46,5,957100,2,46,5,957100,2,460059571002,1166,57.12,0.0,0.0,10.46,0.0,20.93,14.24,6.86,81.13,12.01,1,-98.20079267957377,44.35387544291379,2.6732664331008222,114.16191438288402,1.179386286685452,1.548496581114791,1.2168797936576734,1.0941762679342455,1.423792460939709,1.3645033257349843,1.0190547367706546,1.3779166955878217,1.3779166955878217,1.3779166955878217,2.06840182376405
46,5,957100,3,46,5,957100,3,460059571003,799,57.2,0.0,0.0,27.66,0.0,14.77,6.51,13.02,72.97,14.02,1,-98.2108388930408,44.35252975484028,2.2370284377226817,114.9551186938396,1.0010680330082091,1.0323205671049371,1.042320619894023,0.647473269688813,1.1296928010795435,0.8538563766546178,0.6717308274048035,0.7715539304473191,0.7715539304473191,0.7715539304473191,1.403218586460797
46,7,941000,1,46,7,941000,1,460079410001,953,40.19,0.0,30.01,1.68,0.0,20.78,21.56,28.75,58.66,12.59,7,-101.74192987338392,43.17956710730424,111.2333276906308,154.39356162362972,1.419948912613443,0.7051165233634542,49.10009318561468,1.4264424087434555,56.50350804198942,0.8046048172014744,55.36343205183828,56.50350804198942,56.50350804198942,102.86253845796224,43.08525449591167
46,7,941000,2,46,7,941000,2,460079410002,785,32.36,0.0,63.69,0.0,0.0,0.38,31.46,25.48,59.36,10.32,3,-101.71142602369846,43.17857331282024,113.52077740161224,156.373997364382,1.8469129974444185,1.9799765246793049,51.54454203367349,1.843627953623374,58.10181234520937,1.967578153623956,56.98839713021988,58.10181234520937,58.10181234520937,100.4941216788502,45.45566213537078
46,7,941200,1,46,7,941200,1,460079412001,557,13.46,0.0,77.38,0.0,0.0,9.16,30.34,30.16,62.12,7.72,3,-101.62872972128407,43.29940622591994,124.78376138496066,153.77111416248346,16.616757279777598,16.279446755690888,57.29215022252738,16.61673195183454,72.57703010073018,16.35133136043823,60.6034023262541,72.57703010073018,72.57703010073018,99.84748257000416,49.714565850036365
46,7,941200,2,46,7,941200,2,460079412002,1135,37.44,2.38,53.13,0.0,0.0,3.44,36.12,14.8,75.68,9.52,3,-101.68928979589408,43.11790471078325,113.15366526489964,162.07990976007966,6.673884696506946,7.4037508502675,55.00530925758012,6.667888283208301,54.79275744207405,7.29375693455703,53.77692611139876,54.79275744207405,54.79275744207405,96.69767470031482,49.68001790044481
46,9,967600,1,46,9,967600,1,460099676001,877,98.97,0.0,1.03,0.0,0.0,0.0,9.88,5.02,66.59,23.03,1,-97.75434511571164,43.118747080167935,37.12228411230817,38.79987303605572,3.944374602561607,4.071416944694379,39.37832466123538,5.124404822806365,38.33806352621533,4.442803462489064,32.02724632602074,38.10884153887688,38.10884153887688,38.10884153887688,36.10406585214355
46,9,967600,2,46,9,967600,2,460099676002,1453,94.43,2.0,2.2,0.0,0.0,1.38,14.87,10.6,56.5,28.01,1,-97.75854353650224,43.01626169653348,31.51414393254446,32.28405829594357,9.277674672702805,8.866320435174906,32.7937240235095,8.847327928557362,32.41128262566461,8.909287697794287,21.039111503975136,32.166409418183825,32.166409418183825,32.166409418183825,32.37003663682154
46,9,967600,3,46,9,967600,3,460099676003,726,92.15,0.0,4.41,0.0,0.0,3.44,4.44,2.34,73.0,24.1,1,-97.74895475090383,42.90917285291514,28.33619026672607,27.78610975920526,13.30693133472102,11.845143666498837,28.14233541011416,13.728112934208118,28.69905706580615,8.53832615986832,11.341778285241388,28.462898776488124,28.462898776488124,28.462898776488124,28.457876753350185
46,9,967700,1,46,9,967700,1,460099677001,1460,94.86,0.0,1.64,0.68,0.0,1.71,21.26,5.27,76.99,17.74,1,-97.98502156204806,43.04761156260975,50.00515571961916,50.44722719581716,11.404992058048515,11.405374205668227,25.67436068484264,11.174838981275798,50.79482265582367,7.796474061306797,25.28455404681085,50.54889388565498,50.54889388565498,50.54889388565498,50.79453757639685
46,9,967700,2,46,9,967700,2,460099677002,2398,70.68,3.67,15.26,0.46,0.0,5.13,11.28,1.54,29.36,12.22,1,-98.0064354131056,42.85464670183973,49.673425080322,48.60816205024358,18.96685082168017,12.529646317378017,34.62172530229076,8.603738932091225,49.71567297414333,9.01252043746262,12.821066243053648,49.60638317385847,49.60638317385847,49.60638317385847,43.46439516583002
