State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,1,20100,1001020100,1941,77.49,12.11,0.0,2.11,0.0,1.7,13.65,9.63,71.51,18.86,white_alone
1,1,20200,1001020200,1757,36.48,58.39,0.0,0.0,0.0,1.71,17.01,5.18,67.27,14.8,black_alone
1,1,20300,1001020300,3694,63.97,28.21,0.0,1.19,0.0,4.87,14.43,3.44,73.04,22.96,white_alone
1,1,20400,1001020400,3539,87.17,8.73,0.28,0.48,0.0,0.48,7.94,4.78,67.65,27.3,white_alone
1,1,20501,1001020501,4306,81.68,15.28,0.0,1.86,0.0,0.84,18.63,3.14,75.82,19.37,white_alone
1,1,20502,1001020502,3100,69.58,7.48,0.0,8.97,0.0,11.9,4.45,0.0,74.81,15.68,white_alone
1,1,20503,1001020503,3268,73.35,20.17,0.0,0.55,0.0,0.0,10.28,5.08,64.44,22.49,white_alone
1,1,20600,1001020600,3536,72.14,20.25,0.0,0.31,0.0,5.26,23.59,11.74,66.29,20.84,white_alone
1,1,20700,1001020700,3562,71.67,20.24,0.9,0.0,0.0,4.77,29.99,12.46,67.63,19.48,white_alone
1,1,20801,1001020801,3073,88.58,10.28,0.0,0.0,0.0,1.14,6.61,6.44,76.44,16.73,white_alone
1,1,20803,1001020803,4350,71.56,22.18,0.0,2.16,0.0,3.43,20.74,11.93,71.15,16.44,white_alone
1,1,20804,1001020804,4560,81.51,10.39,0.0,0.94,0.0,4.58,7.46,7.54,72.92,17.37,white_alone
1,1,20805,1001020805,2305,88.85,10.67,0.0,0.48,0.0,0.0,2.6,6.68,84.73,7.9,white_alone
1,1,20901,1001020901,3661,79.6,17.7,0.0,0.0,0.0,2.7,9.31,4.94,79.79,15.27,white_alone
1,1,20902,1001020902,2586,81.36,7.15,2.98,0.0,0.0,0.62,8.31,7.73,62.84,29.43,white_alone
1,1,21000,1001021000,2904,77.93,18.22,0.0,0.0,0.0,1.14,26.45,17.84,70.8,11.36,white_alone
1,1,21100,1001021100,3497,43.21,53.99,1.03,0.34,0.0,1.12,30.91,14.21,61.45,24.34,black_alone
1,3,10100,1003010100,3266,73.27,21.22,4.87,0.0,0.0,0.0,12.04,3.95,70.67,24.53,white_alone
1,3,10200,1003010200,2916,86.35,7.24,2.74,0.69,0.0,0.0,17.04,7.51,77.4,15.09,white_alone
