State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools,urban
56,1,962700,1,560019627001,802,80.05,0.0,0.0,0.0,0.0,12.97,15.84,11.47,61.22,27.31,white_alone,-105.60835161427312,41.28471396802368,5.982862511378581,69.64180119235074,5.324088563784474,3.760587664899933,5.335504786232831,3.934046345330796,1.6678804280557882,3.062419472223973,2.8833978012756067,1.6678804280557882,1.6678804280557882,3.400877125603573,66.51164884056001,False
56,1,962700,2,560019627002,1619,97.16,0.0,0.0,0.0,0.0,2.1,3.34,4.01,84.87,11.12,white_alone,-105.60729563967551,41.23083896160054,9.65785616030887,68.63948396734924,10.015750921449165,9.301583759888178,10.011252054981645,9.063035157219575,6.946467102579742,8.880468165222245,8.634671179871917,6.946467102579742,6.946467102579742,9.254520149197411,65.55821598762469,False
56,1,962700,3,560019627003,990,92.02,0.0,0.0,0.0,0.0,7.98,1.41,4.95,79.29,14.75,white_alone,-105.65564637625532,41.37781199944043,12.81919609989758,76.10893942873957,11.033474456505756,8.31634139981521,11.064512872598666,9.649136035616433,6.271044530070979,8.516988452381646,6.613774448006804,6.271044530070979,6.271044530070979,6.271044530070979,72.95052156823968,False
56,1,962800,1,560019628001,1473,75.02,0.0,0.95,0.0,0.0,24.03,7.33,8.42,75.9,15.68,white_alone,-105.6291389378908,41.32392801869089,7.816305494444451,72.30073168846646,6.216626507717477,2.94864911167644,6.245768575366052,4.994710647431008,0.8061234363667166,3.10732034857121,0.7766407724793101,0.8061234363667166,0.8061234363667166,0.8061234363667166,69.15188736060155,True
56,1,962800,2,560019628002,940,80.64,0.21,0.43,0.0,0.21,14.47,12.48,10.96,79.15,9.89,white_alone,-105.62291785152225,41.3061226967729,6.912575532395207,71.32953382337654,5.606211268496624,2.642350911563853,5.630025664032089,4.165557854588308,2.414151329331598,2.4484014989950675,0.4506276649415804,2.414151329331598,2.414151329331598,2.414151329331598,68.18806950107356,True
56,1,962800,3,560019628003,579,70.81,0.0,0.0,0.0,0.0,27.98,11.05,26.08,64.59,9.33,white_alone,-105.62154296433424,41.31134657280933,6.864766941847427,71.34974668442868,5.449304864653956,2.3222213013617248,5.475088276063326,4.05937722191644,1.8284004373793608,2.297842304108868,0.2580900594526131,1.8284004373793608,1.8284004373793608,1.8284004373793608,68.20561518365037,True
56,1,962900,1,560019629001,1269,57.84,0.0,0.0,0.0,0.0,35.22,8.33,17.26,67.53,15.21,white_alone,-105.60567778416942,41.32526390540024,6.053032921033598,70.44226944895097,4.365341160624303,1.180302189063818,4.395698789411702,3.169956940420061,1.306840379445195,1.3770379878289276,1.1891069193791024,0.4158149052242992,0.4158149052242992,0.4158149052242992,67.29131059667834,True
56,1,962900,2,560019629002,647,52.86,0.0,0.0,1.08,0.0,46.06,10.82,16.23,64.45,19.32,white_alone,-105.60136963999702,41.314313809817286,5.285460649199372,69.7906203865865,3.769447720717541,0.6253223443158313,3.796550265259971,2.455417666590664,0.7982710919116958,0.6763938696469778,0.2761000311144148,0.5644654727963696,0.5644654727963696,0.5644654727963696,66.64353484369725,True
56,1,963000,1,560019630001,1039,82.0,0.0,0.48,2.41,0.0,10.49,41.58,11.16,79.69,9.14,white_alone,-105.59102202729504,41.32176465734039,4.784877952029753,69.15957889425518,3.0817858865216743,0.4429496329097885,3.1122308211583576,1.913944836789796,1.3304258555136168,0.5145564359193696,0.3787912800824896,0.9660363798524668,0.9660363798524668,0.9660363798524668,66.00882849548847,True
56,1,963000,2,560019630002,1492,87.8,0.13,0.2,0.07,0.0,8.71,50.84,11.8,70.24,14.48,white_alone,-105.58082853155358,41.35134417061009,6.476514939649355,69.26172154266956,4.794292407710539,3.798775029801618,4.821115837004257,3.5232601416920417,4.253327220130575,3.91093548903963,3.0689276937109744,3.5909371869656828,3.5909371869656828,3.5909371869656828,66.10383736765715,False
56,1,963101,1,560019631011,2037,90.23,0.0,0.0,4.66,0.0,0.0,0.44,0.98,83.85,15.17,white_alone,-105.5475621370919,41.32857238306621,3.053399065654326,65.8661968595893,1.945665084306109,2.3871353317952986,1.952142086056024,1.9056423780782603,2.634180702161081,2.35967859289822,2.123366978630325,2.303444261824636,2.303444261824636,2.303444261824636,62.71079331629453,True
56,1,963101,2,560019631012,2016,87.6,0.0,0.0,0.0,0.0,10.86,3.77,3.72,85.81,10.47,white_alone,-105.56878481371427,41.33090342302932,4.026241080367423,67.6402972127475,2.3104963278767667,2.348439031850631,2.337765700966909,1.0881731125848129,2.3955309902986683,2.390481048072629,0.7754255433879751,2.3719810386130447,2.3719810386130447,2.3719810386130447,64.4854375769236,True
56,1,963102,1,560019631021,1707,72.82,0.23,0.0,6.03,0.0,17.75,26.6,2.69,79.38,17.93,white_alone,-105.5802887025547,41.32536363775291,4.250273304127431,68.39827013160102,2.4700976885996293,1.395949135654045,2.50139755484938,1.1200170487470742,2.0473527595902627,1.3821777758951186,0.6038091685467629,1.7831587328592928,1.7831587328592928,1.7831587328592928,65.24561675345184,True
56,1,963102,2,560019631022,1093,92.86,0.0,0.0,7.14,0.0,0.0,29.09,3.29,62.76,32.39,white_alone,-105.56432537142472,41.32279832625818,3.087282359791992,67.03732319600688,1.3401971056546576,1.7931212469616191,1.3683003420601387,0.3670945036746577,1.4924301486206455,1.4865906186459918,0.6997331974165099,1.4924301486206455,1.4924301486206455,1.510836613620658,63.88444924859486,True
56,1,963102,3,560019631023,1648,87.2,0.0,0.67,0.91,0.0,7.34,45.94,20.63,68.26,9.89,white_alone,-105.57299507939196,41.32137164718188,3.497322693841624,67.69396983581873,1.7164486150034206,1.264252017301572,1.7477509092104035,0.4081103617020868,1.4427896783188392,1.4394098466120364,0.3063407995520634,1.3652296455142303,1.3652296455142303,1.3652296455142303,64.54212137532909,True
56,1,963400,1,560019634001,1172,77.39,0.0,9.98,2.22,0.0,8.53,16.35,15.7,74.32,5.12,white_alone,-105.59172266137776,41.31051404191011,4.400563741919763,68.90703325135034,2.964607220832224,0.7598349882628157,2.9895236157935536,1.5747922559059842,0.1797885839318259,0.2028868791280451,0.3198989300012887,0.1797885839318259,0.1797885839318259,0.4167915536347336,65.76082971676085,True
56,1,963400,2,560019634002,634,72.71,0.0,0.0,16.88,0.0,3.94,52.68,15.46,55.36,29.18,white_alone,-105.58796735031667,41.3144786423345,4.2232020845460765,68.70946394138133,2.654312349285966,0.5394098079493477,2.6819019092132605,1.4232750022473892,0.6957490083253117,0.4322518120855969,0.5793440374146119,0.5716199349084418,0.5716199349084418,0.5716199349084418,65.56126317567795,True
56,1,963400,3,560019634003,737,88.6,0.0,1.09,2.58,0.0,7.73,41.52,11.67,78.83,9.5,white_alone,-105.58691970063524,41.31820068184489,4.301026119118374,68.72764510231828,2.6375537056236413,0.6366571345513553,2.66714486753699,1.601948317956424,1.0779130632132508,0.5134142885825935,0.5307846987964732,0.8316569546038461,0.8316569546038461,0.8316569546038461,65.57790138527744,True
56,1,963400,4,560019634004,708,81.21,0.99,0.0,14.55,3.25,0.0,34.46,0.99,89.41,9.6,white_alone,-105.58038278896528,41.31778476853297,3.792631232896716,68.1877221546372,2.0989712337064312,0.6245847301398366,2.128975992849487,1.0896564041220989,1.4144586147900349,1.0520377700890868,0.434088369043671,1.2855430899739049,1.2855430899739049,1.2855430899739049,65.03765760855754,True
56,1,963500,1,560019635001,811,59.31,0.86,0.0,23.8,0.0,10.36,58.48,6.78,87.3,5.92,white_alone,-105.56050703132824,41.31113950071749,1.985107454622046,66.39539032581327,0.3755199344455109,0.5270963029413469,0.3944739348989879,1.1035832169594757,0.5096742810556547,0.5038730089276615,0.4127128390868784,0.4496341900173432,0.4496341900173432,0.4496341900173432,63.246419229897455,True
56,1,963500,2,560019635002,1515,83.1,0.66,0.4,1.72,0.0,11.35,17.31,2.51,94.52,2.97,white_alone,-105.57022298297105,41.31476115976786,2.887924548050992,67.28183619846888,1.1921812645376817,1.0342100798959093,1.221558807825191,0.729668605467697,0.6804345115723425,0.6777649196223425,0.7301499790936608,0.5951252884613444,0.5951252884613444,0.5951252884613444,64.13216994104798,True
56,1,963600,1,560019636001,1474,86.36,0.0,0.0,0.0,0.0,2.04,7.12,7.33,75.37,17.3,white_alone,-105.58744447499456,41.30454914642544,3.944747042157129,68.40404285822416,2.741381835336868,0.9708356820892834,2.760782349064073,1.2629276416458315,0.8012082463153428,0.7038350510435627,0.5257750003997248,0.8012082463153428,0.8012082463153428,1.1674412229544509,65.26028383415667,True
56,1,963600,2,560019636002,1381,92.25,0.0,0.0,5.0,0.0,0.94,27.29,17.38,76.61,6.01,white_alone,-105.58194727808954,41.3088831887344,3.5642107570135986,68.07086600224525,2.1756289382578093,0.3839215354027551,2.1983623214524,0.7409996033256059,0.9935431738932426,0.6475468781030724,0.4907385896823585,0.9935431738932426,0.9935431738932426,1.1280506242966497,64.92459137012871,True
56,1,963600,3,560019636003,628,93.31,0.0,0.0,6.69,0.0,0.0,35.51,2.39,82.96,14.65,white_alone,-105.57525518688854,41.30604730353664,2.9540807070327952,67.45295209141254,1.7307041597007993,0.906886468266111,1.7477606676554538,0.2976180798263613,0.8472305093243307,0.8533305211511499,0.793631743896549,0.6889207897033559,0.6889207897033559,0.6889207897033559,64.30742175201237,True
56,1,963600,4,560019636004,887,88.05,0.23,0.23,0.0,0.0,2.14,22.69,4.85,77.45,11.61,white_alone,-105.56671684935972,41.30701987094756,2.2797047704403823,66.78614931463885,1.0522335321728842,0.9210168116478864,1.0644349420234436,0.5507847394585651,0.2738176719480658,0.2798815412706774,0.2009833219638536,0.2738176719480658,0.2738176719480658,0.3195512258147048,63.63945152818609,True
