,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,13,001,950100,13001950100,3269,86.97,5.05,0.0,0.0,0.0,7.89,22.98,9.09,74.3,15.91,1
2,13,001,950201,13001950201,2276,55.32,27.99,4.88,0.0,0.0,11.82,13.44,16.78,74.78,8.44,1
3,13,001,950202,13001950202,2504,46.49,51.24,0.0,0.0,0.0,1.12,22.51,15.54,49.16,23.48,2
4,13,001,950301,13001950301,3008,59.28,9.57,0.0,0.0,0.0,31.15,19.6,9.74,67.95,18.15,1
5,13,001,950302,13001950302,1729,84.9,13.94,0.0,0.0,0.0,0.0,32.62,12.38,68.48,19.14,1
6,13,001,950400,13001950400,1892,74.58,19.08,0.0,0.0,0.0,3.91,17.81,14.22,72.25,13.53,1
7,13,001,950500,13001950500,3750,73.79,17.65,0.27,0.0,0.0,7.15,31.94,10.05,70.64,19.31,1
8,13,003,960100,13003960100,2342,56.58,12.85,0.0,0.0,0.0,30.49,17.72,17.16,68.62,14.22,1
9,13,003,960200,13003960200,4506,48.45,21.48,0.0,0.0,0.0,26.23,31.89,23.95,61.41,14.23,7
10,13,003,960300,13003960300,1463,77.1,1.23,3.83,0.0,0.0,17.84,33.56,17.5,70.68,11.83,1
11,13,005,970100,13005970100,2869,87.31,0.7,0.0,0.0,0.0,10.74,20.74,20.18,61.94,17.88,1
12,13,005,970201,13005970201,4206,70.83,22.94,0.0,0.67,0.0,2.54,28.75,15.22,66.48,15.15,1
13,13,005,970202,13005970202,4065,65.81,20.84,0.0,0.59,0.0,12.74,27.48,18.67,55.25,9.59,1
14,13,007,960100,13007960100,2017,45.22,42.24,0.0,6.59,0.0,4.36,25.33,16.01,68.91,15.07,7
15,13,007,960200,13007960200,1073,59.37,29.92,0.28,3.91,1.58,4.94,11.74,8.95,67.29,23.77,1
16,13,009,970101,13009970101,2310,51.82,46.75,0.0,0.0,0.0,0.0,1.09,13.77,69.13,17.1,1
17,13,009,970102,13009970102,2987,63.51,35.02,0.0,0.84,0.0,0.0,13.73,12.09,73.89,14.03,1
18,13,009,970201,13009970201,3686,49.13,45.79,0.0,4.88,0.0,0.19,32.94,8.38,78.95,12.67,7
19,13,009,970202,13009970202,3404,69.83,23.8,0.0,0.53,0.0,3.08,14.92,7.55,79.88,12.57,1
20,13,009,970301,13009970301,2276,57.25,28.08,0.0,14.1,0.0,0.0,8.44,1.14,75.04,23.81,1
21,13,009,970302,13009970302,3488,53.04,40.11,0.0,4.87,0.0,1.75,5.28,1.58,80.93,16.23,1
22,13,009,970400,13009970400,4394,46.9,50.89,0.0,0.0,0.0,1.89,24.0,6.87,73.4,19.73,2
23,13,009,970501,13009970501,4008,64.7,27.2,0.0,0.67,0.0,2.64,80.88,13.67,68.39,12.1,1
24,13,009,970502,13009970502,2988,51.81,45.21,0.8,0.3,0.0,1.24,7.03,4.62,71.08,24.3,1
25,13,009,970600,13009970600,3226,37.23,58.06,0.0,0.22,0.0,0.25,26.52,15.13,58.9,21.11,2
26,13,009,970701,13009970701,1969,34.33,52.16,0.2,0.81,0.0,10.26,33.31,25.19,59.42,13.71,2
27,13,009,970702,13009970702,2315,24.62,67.21,0.0,0.35,0.0,4.02,32.03,14.0,68.21,7.95,2
28,13,009,970801,13009970801,3325,67.22,26.62,0.0,0.63,2.17,3.34,6.7,6.71,60.54,32.75,1
