State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools,urban
54,1,965500,1,54,1,965500,1,540019655001,633,97.47,2.53,0.0,0.0,0.0,0.0,34.12,4.74,81.04,14.22,1,-80.09603883945441,39.21096736041993,17.10996300006625,16.90048083486351,8.087891426194439,8.382060885238202,16.816017855991504,7.9575603190964195,14.889789088462557,7.9431954532584035,6.995153710940605,8.179904763598243,8.179904763598243,8.179904763598243,7.721387934251146,False
54,1,965500,2,54,1,965500,2,540019655002,575,100.0,0.0,0.0,0.0,0.0,0.0,12.55,1.39,90.26,8.35,1,-80.1586126429047,39.16686511317492,15.325926949172173,14.893938407857776,8.751554304181257,10.58170019167824,14.601267664092289,8.603349313371664,15.455586529713694,10.28445606464949,0.3517904785336001,10.421918586746576,10.421918586746576,10.421918586746576,10.160795008028394,False
54,1,965500,3,54,1,965500,3,540019655003,1241,87.51,0.0,0.0,0.0,0.0,10.23,15.14,6.12,78.81,15.07,1,-80.1197560734143,39.08697953521012,14.031533560998572,14.126249354485774,8.00972671070469,9.816793344838969,13.58414830548987,8.002816610661279,13.946608200988331,10.00025345320008,9.021501632463156,10.02630385341994,10.02630385341994,10.02630385341994,10.197488693537135,False
54,1,965500,4,54,1,965500,4,540019655004,1440,100.0,0.0,0.0,0.0,0.0,0.0,24.03,2.15,85.35,12.5,1,-80.01332498942372,39.00858958602373,16.66440275777087,14.928444469399196,15.547001682217656,6.936303975439403,16.565419959717712,6.259095327454466,15.539358829401191,6.998075954973505,6.391378023210921,15.539358829401191,15.539358829401191,15.92497030515572,15.579517196513994,False
54,1,965600,1,54,1,965600,1,540019656001,1172,99.49,0.51,0.0,0.0,0.0,0.0,18.07,5.38,70.31,17.32,1,-80.07462156530286,39.14890152192902,21.751189385436582,21.80633679495225,1.2723683848191674,3.1920946229609632,21.2628059364684,1.1172941994910983,21.066823747542056,2.9960973689612045,2.7272907907395374,3.0687486573057523,3.0687486573057523,3.0687486573057523,2.9465854156590225,False
54,1,965600,2,54,1,965600,2,540019656002,732,97.68,2.32,0.0,0.0,0.0,0.0,46.72,7.92,73.09,18.99,1,-80.0218758024923,39.149403957595496,22.021332284940165,25.00916432343613,3.509669270570518,1.2289392149074323,21.870021414657177,3.61824334818342,24.194228430772306,1.2861617589482066,2.038500350233032,1.5272004466063454,1.5272004466063454,1.5272004466063454,1.8458689028660595,False
54,1,965600,3,54,1,965600,3,540019656003,789,94.55,0.0,0.0,3.8,0.0,0.0,16.6,3.42,77.19,19.39,1,-80.03279106582674,39.13112049003613,22.886346734706024,22.94292249680524,2.841734856557502,1.714873302568863,22.470584648047065,2.996589095006432,22.653040826086684,2.103433825856155,1.6240110785913229,2.390098087261581,2.390098087261581,2.390098087261581,2.8483394215884226,False
54,1,965600,4,54,1,965600,4,540019656004,1265,82.37,8.7,0.0,0.0,0.0,2.92,29.09,0.0,89.8,10.2,1,-80.04090292085831,39.16992219748049,19.949367027844,23.16894804396316,3.470027288915361,2.158595789965048,19.82894676136629,3.4618493998474325,21.458893263039545,1.7747103675791576,3.0189712820198507,1.99554648888298,1.99554648888298,1.99554648888298,1.5713265007334274,False
54,1,965700,1,54,1,965700,1,540019657001,1164,90.89,0.43,1.29,0.0,0.0,0.0,8.33,3.35,66.32,30.33,1,-79.99282917153903,39.20473282209237,15.83191735267628,25.317686270167187,9.059869969201346,7.146926806204888,15.639995671333706,9.075967905397288,22.82924905637869,6.981968077421535,8.16944890375629,7.097434338627426,7.097434338627426,7.097434338627426,6.877155624666463,False
54,1,965700,2,54,1,965700,2,540019657002,1029,94.85,0.0,0.0,0.0,0.0,2.43,20.31,2.53,76.58,20.89,1,-79.89031182208234,39.22956521744601,16.250751242327883,23.01916413908329,17.209645976740212,15.435297563141722,15.919615277746413,11.090627795506249,30.23354665166276,15.428888003049234,14.583743530143416,15.463809701008726,15.463809701008726,15.463809701008726,15.405339984368489,False
54,1,965700,3,54,1,965700,3,540019657003,1156,100.0,0.0,0.0,0.0,0.0,0.0,18.95,3.46,67.99,28.55,1,-79.90413800490107,39.11179505395656,20.8703171467563,19.12281870271444,14.041693960728256,9.987903062585634,21.083167213610672,9.346237962716836,20.380420367072865,9.945105547278589,12.54672578163455,12.483751827863738,12.483751827863738,12.483751827863738,12.828660896016444,False
54,1,965700,4,54,1,965700,4,540019657004,1644,98.78,0.0,0.0,1.22,0.0,0.0,13.24,5.66,75.49,18.86,1,-80.00193965507941,39.1099211318972,23.65979667121078,22.75928663918584,6.355289016303971,4.98671986995252,23.315364784344403,6.511320126667809,23.185342798495768,5.355210847064501,5.154554286198248,5.681369510175259,5.681369510175259,5.681369510175259,6.143823164071272,False
54,1,965800,1,54,1,965800,1,540019658001,1261,86.52,0.87,0.0,0.0,0.0,0.0,32.64,4.12,78.19,13.64,1,-79.9551941658142,39.03339439756167,14.751929848313848,13.388056449692336,14.559608830329308,1.876503875007836,14.796221392475886,0.5298629157392875,13.845174792802784,1.9132926645610155,6.950764742012033,13.845174792802784,13.845174792802784,14.173441277765347,13.244898260214914,False
