,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,28,001,000101,28001000101,5109,55.26,23.68,1.86,1.25,0.0,17.75,33.12,9.38,36.35,11.67,1
2,28,001,000102,28001000102,2658,62.38,19.9,0.0,0.0,0.0,17.72,17.64,9.33,82.96,7.71,1
3,28,001,000200,28001000200,3973,9.99,77.37,0.0,0.0,0.0,11.78,24.64,12.16,68.99,18.85,2
4,28,001,000300,28001000300,2018,0.79,95.39,0.0,0.0,0.0,2.33,44.7,3.87,74.48,21.66,2
5,28,001,000400,28001000400,3087,0.84,91.25,0.0,0.0,0.0,6.96,61.53,20.86,60.97,17.53,2
6,28,001,000500,28001000500,3998,21.99,57.03,0.0,2.35,0.0,17.11,52.43,28.66,51.88,19.46,2
7,28,001,000600,28001000600,2334,40.96,56.77,0.0,0.0,0.0,0.0,27.76,10.33,80.08,9.6,2
8,28,001,000700,28001000700,1362,46.92,49.49,0.0,0.0,0.0,2.86,22.63,1.25,53.89,34.73,7
9,28,001,000800,28001000800,2737,36.46,58.97,0.07,0.99,0.0,0.0,26.68,17.9,61.09,20.94,2
10,28,001,000900,28001000900,3827,75.36,21.19,0.0,0.0,0.0,2.4,15.86,7.29,66.24,22.0,1
11,28,003,950100,28003950100,5769,91.68,3.9,0.0,0.17,0.0,3.03,14.6,10.56,66.53,22.52,1
12,28,003,950201,28003950201,3375,55.94,37.13,0.0,0.0,0.0,6.93,32.5,11.23,68.03,19.7,1
13,28,003,950202,28003950202,3826,99.35,0.13,0.0,0.03,0.0,0.5,4.79,11.5,67.64,20.13,1
14,28,003,950300,28003950300,3741,76.58,22.45,0.0,0.0,0.0,0.61,19.83,16.09,52.61,23.87,1
15,28,003,950401,28003950401,3411,93.99,0.0,0.09,0.0,0.0,5.92,10.52,5.19,85.4,9.41,1
16,28,003,950402,28003950402,1871,100.0,0.0,0.0,0.0,0.0,0.0,15.55,22.98,56.49,20.52,1
17,28,003,950501,28003950501,3842,82.35,9.53,0.0,0.96,0.0,2.84,18.3,15.33,47.21,31.65,1
18,28,003,950502,28003950502,2728,34.49,47.29,0.0,0.0,0.0,6.27,39.51,25.48,54.62,14.63,7
