,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,15,001,020100,15001020100,4211,21.92,0.02,0.0,32.27,11.0,12.28,19.53,3.94,74.23,20.92,7
2,15,001,020202,15001020202,2750,29.16,0.98,0.55,21.96,14.69,12.18,12.41,1.49,52.25,12.62,7
3,15,001,020300,15001020300,4367,25.99,0.71,0.14,12.48,7.76,21.0,30.04,2.98,74.77,19.35,7
4,15,001,020400,15001020400,3377,19.4,0.33,0.0,27.57,12.47,12.64,27.38,4.47,70.24,25.29,7
5,15,001,020500,15001020500,5793,12.41,2.21,0.09,24.68,7.2,16.8,39.87,5.01,72.14,21.68,7
6,15,001,020600,15001020600,5823,8.83,0.17,0.05,18.65,29.23,10.2,12.49,4.1,72.51,23.27,7
7,15,001,020701,15001020701,4658,10.65,0.0,0.0,48.09,5.15,7.23,20.09,4.49,61.83,33.38,7
8,15,001,020702,15001020702,4696,7.96,0.26,0.0,48.0,6.9,10.9,4.66,0.43,72.02,27.56,7
9,15,001,020801,15001020801,4849,15.38,0.0,0.0,41.82,4.62,11.1,7.53,2.47,72.51,23.45,7
10,15,001,020802,15001020802,6821,24.97,1.6,0.0,29.53,5.07,10.35,6.31,0.34,74.24,24.41,7
11,15,001,020900,15001020900,4776,16.75,0.0,0.0,38.15,1.88,17.78,12.7,1.63,76.21,22.15,7
12,15,001,021003,15001021003,7430,27.77,0.78,0.66,9.21,16.54,26.35,22.37,6.88,71.67,21.45,7
13,15,001,021011,15001021011,4341,25.71,0.0,0.0,6.29,10.67,20.85,17.65,3.11,72.38,24.51,7
14,15,001,021013,15001021013,5524,12.49,0.0,0.0,39.99,18.99,5.61,18.35,4.65,72.01,23.15,7
15,15,001,021014,15001021014,6301,24.22,0.0,0.0,30.8,7.94,8.19,5.55,3.82,73.24,22.93,7
16,15,001,021015,15001021015,4268,50.63,0.0,0.91,10.75,13.82,7.15,14.76,2.32,73.41,22.19,1
17,15,001,021016,15001021016,4507,39.8,1.07,0.29,7.3,8.48,21.01,21.09,5.66,69.07,25.27,7
18,15,001,021017,15001021017,3764,37.11,0.37,0.03,5.26,11.85,18.81,11.92,3.56,72.1,24.34,7
