State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools,urban
37,1,20100,1,370010201001,1237,83.67,9.54,0.0,5.01,0.0,1.78,15.93,6.79,73.16,20.05,white_alone,-79.44837654053971,36.099124640336825,1.918811581979873,2.0111451055938234,6.41979892231552,1.202029070529231,2.172653266198357,0.90639718604923,0.9801344467789036,0.8956227119116366,0.7143753455173523,0.9801344467789036,0.9801344467789036,1.3843569525587092,0.6313353456012842,True
37,1,20100,2,370010201002,1189,83.94,13.12,0.0,0.0,0.0,2.94,14.47,7.91,63.92,28.17,white_alone,-79.45079365808641,36.092210928828926,2.351169381473565,1.2506664795784403,5.7678095271040135,0.856394593802296,2.54459456177505,0.8058686268928603,0.4932276063220719,0.797416998463011,0.8071590488404844,0.4932276063220719,0.4932276063220719,1.249492439076365,0.4752276926903031,True
37,1,20100,3,370010201003,1088,17.1,70.68,0.0,0.0,0.0,12.22,55.15,12.96,77.39,9.65,black_alone,-79.44549123577016,36.083537545714734,2.6556127016940785,1.2560287725268158,5.673107453588414,1.1654563318319378,2.6433945766289315,0.695159366078215,0.7835081857169452,1.0941179459949748,1.231492433885576,0.7835081857169452,0.7835081857169452,0.9685293846310108,0.4985615506669107,True
37,1,20100,4,370010201004,534,85.02,14.98,0.0,0.0,0.0,0.0,21.44,22.47,67.98,9.55,white_alone,-79.43660998745258,36.093869571745,2.995889506977424,2.360097091606505,6.927167901308892,0.2334498069573488,2.98418740826952,0.720884457862272,0.0737039177909618,0.1992402056277502,0.4476135010176204,0.0737039177909618,0.0737039177909618,0.352176218967929,0.8339233869833175,True
37,1,20200,1,370010202001,776,38.66,9.92,0.0,17.4,0.0,33.25,48.15,35.57,45.36,18.69,other,-79.41212051229827,36.08891427000725,0.8224636306723992,2.5855181498816253,8.665919274831344,0.8224636306723992,0.9795077008760552,0.9695507464013018,1.6292700770028876,0.7084762228478534,1.2368554030743832,0.5383701208473303,0.5383701208473303,0.5383701208473303,2.574548303671645,True
37,1,20200,2,370010202002,379,49.08,10.29,0.0,0.53,0.0,39.31,12.66,12.93,64.12,22.96,other,-79.42653464102192,36.09935975327684,2.2643294293856124,3.449666742485088,8.01821151525883,1.3135896296769858,2.156334198120497,0.8259794109266435,0.8921391797780599,1.0822022798382809,0.5918545459004906,0.8921391797780599,0.8921391797780599,0.8921391797780599,1.8452158974134305,True
37,1,20200,3,370010202003,1237,11.96,39.05,0.0,0.0,0.0,48.99,54.24,12.61,84.48,2.91,other,-79.42369007774424,36.08848110092463,1.8461681174811897,3.212334800153955,7.683829694891763,1.3612020541245784,1.93087335982243,0.5283770993754133,0.6692355172903756,0.9186140024397592,0.9848941037617044,0.6692355172903756,0.6692355172903756,0.6692355172903756,1.5663136404233715,True
37,1,20200,4,370010202004,1638,35.84,23.08,0.0,0.0,0.0,40.6,43.01,16.73,62.76,20.15,other,-79.42023112942273,36.09495933964021,1.5656650622061308,3.5477960877824466,8.271119589856253,1.1957179509500386,1.5146439858996852,0.2400148322368169,0.936275161816108,0.8085225483201444,1.121683997822248,0.936275161816108,0.936275161816108,0.936275161816108,2.188842495074373,True
37,1,20301,1,370010203011,1128,13.48,41.4,0.0,0.0,0.0,45.12,30.5,28.55,54.7,16.76,other,-79.40503046007339,36.11243302779324,2.361908011472063,4.882058458712232,10.428745260859374,1.2477299099176935,2.032707764975514,1.4816312616039202,3.201390147279268,1.8631096247498569,1.013257702160053,2.567151281098068,2.567151281098068,2.567151281098068,4.214508337573834,True
37,1,20301,2,370010203012,1138,32.86,20.74,0.0,0.0,0.0,46.05,16.95,11.51,46.84,28.73,other,-79.41302331096705,36.10188535445276,1.4651547335153623,3.922255801144111,9.205888453892392,0.2552391285545535,1.2156764154945785,0.4322232508901837,1.8849560330738029,0.6158971315282642,0.5348950160581118,1.5229463589524406,1.5229463589524406,1.5229463589524406,3.08642013164883,True
