State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes
12,1,201,1,12,1,201,1,120010002011,713,46.84,47.83,0.0,0.0,0.0,5.19,48.31,3.51,86.12,9.68,7,-82.32971093942214,29.656453755484392,0.726006627656795,0.8906492209677166,2.228722528431626,0.6700652451712648,1.7359281711590695,2.230141314751022
12,1,201,2,12,1,201,2,120010002012,1070,61.78,10.09,0.0,6.64,0.0,21.5,58.22,0.0,98.04,1.96,1,-82.33604650655354,29.656633682504776,1.0964785041635596,0.6781725566797102,1.9644779559241503,0.7074137021026277,1.99178289067158,2.161901009734692
12,1,201,3,12,1,201,3,120010002013,920,75.54,0.98,0.0,11.41,1.85,10.22,73.28,1.3,79.57,19.13,1,-82.33465529582634,29.651505116889584,1.4495377782609629,0.1630976773276584,1.5062797481153876,0.2016236625113314,1.5425253308430251,1.598057782312518
12,1,201,4,12,1,201,4,120010002014,1045,45.07,0.96,0.0,14.26,0.0,37.99,86.69,0.0,67.66,32.34,7,-82.33824941287679,29.65024911501123,1.7750638978679554,0.2271659525410496,1.2248485759769054,0.5472102529316835,1.2538072311970556,1.466203319314371
12,1,202,1,12,1,202,1,120010002021,915,62.62,19.02,0.0,5.57,0.0,12.79,81.09,5.46,81.97,12.57,1,-82.32968304825756,29.64685626698152,1.6263597535864154,0.7286173746961669,1.4851778669287414,0.2944178239781529,1.5347993557985715,1.2426721915443384
12,1,202,2,12,1,202,2,120010002022,979,63.13,12.67,0.0,5.31,0.0,18.79,57.63,4.09,72.63,22.88,1,-82.33596415710939,29.64671839368137,1.933647709617448,0.4244853251589912,1.0022351579448765,0.4309052990408696,1.0446204140280138,1.0594860579121965
12,1,202,3,12,1,202,3,120010002023,2060,75.97,2.96,0.0,2.96,0.0,16.75,86.97,5.34,93.01,1.65,1,-82.33661183801561,29.64359061029976,2.2545271238216413,0.7751326979248765,0.7248966325618622,0.7066304697064849,0.7738136962946301,0.713022313595554
12,1,301,1,12,1,301,1,120010003011,1953,50.13,36.41,0.0,4.61,0.0,4.45,33.54,11.26,77.83,10.91,1,-82.33126291525075,29.670433878945545,0.7987658075576453,2.2579122414167725,3.5660073643780383,0.7987658075576453,0.8096499573382474,2.056763611734118
12,1,301,2,12,1,301,2,120010003012,2355,59.07,30.06,0.55,0.85,0.0,7.64,22.38,11.21,82.12,6.67,1,-82.33116054606432,29.66300151162125,0.7510718639489063,1.4604978811575655,2.797579085834066,0.5410372839610568,1.186748629783221,2.8641368121474624
12,1,302,1,12,1,302,1,120010003021,440,59.09,11.14,0.0,0.0,0.0,27.27,12.5,12.73,61.82,25.45,1,-82.32521837621181,29.68136085292363,1.210397472799538,3.58022364484051,4.906055032349655,0.6595300043447705,1.184563335532433,1.3638961078751988
12,1,302,2,12,1,302,2,120010003022,834,34.65,50.36,0.48,0.0,0.0,11.03,22.54,30.34,65.83,3.84,2,-82.33466562452622,29.692276265994582,0.5136438817986116,4.642932343898969,5.867685700904352,0.5136438817986116,2.6347163779113503,0.49362314136268826
12,1,302,3,12,1,302,3,120010003023,893,75.7,1.12,0.0,0.45,0.0,21.95,15.15,16.24,59.01,24.75,1,-82.33495846008485,29.68125000814,0.5128652161311706,3.4165483377967605,4.651065701501645,0.5128652161311706,1.6375796591640983,0.8029377406596212
12,1,400,1,12,1,400,1,120010004001,1078,5.38,70.78,0.0,10.2,0.74,7.42,37.29,14.47,62.24,23.28,2,-82.29924410054798,29.681454939368777,1.943534253837926,4.9375042513520375,6.24687764545805,1.943534253837926,2.5691549101833626,3.713953686807322
12,1,400,2,12,1,400,2,120010004002,640,25.78,35.47,0.0,17.19,0.0,14.22,3.44,16.09,58.13,25.78,7,-82.30472393018967,29.670444036240585,0.813122229396138,3.74003187773337,5.005064088416897,0.813122229396138,1.7568261573642738,3.0445945682786903
12,1,400,3,12,1,400,3,120010004003,1429,65.08,10.22,0.0,0.0,0.0,11.06,9.45,6.86,59.69,33.45,1,-82.31687279088253,29.670070886055,1.253753271933816,2.8471839337155824,4.18284405932765,0.8388780926078567,0.5895771864136261,2.7988308187772444
12,1,400,4,12,1,400,4,120010004004,2719,42.48,38.95,1.36,0.0,0.0,6.25,23.8,8.42,85.77,5.81,7,-82.31276157730811,29.68099436778981,2.218080456190337,4.05935382262804,5.408284186564166,1.0596136151565003,1.4897185344922972,2.466543160789415
12,1,500,1,12,1,500,1,120010005001,1336,65.79,9.73,0.0,3.97,0.0,15.87,31.36,20.51,67.81,11.68,1,-82.32210124341931,29.65055518947016,1.1294390855893703,1.335561843421199,2.3251960429880114,0.9852760839791572,2.263559018265652,1.3353949700473664
12,1,500,2,12,1,500,2,120010005002,604,63.41,36.59,0.0,0.0,0.0,0.0,10.6,6.79,75.99,17.22,1,-82.30904497678037,29.66290071153868,0.8160131150546559,2.9385924184885885,4.143767358251501,0.8160131150546559,1.6072328192899348,2.154808018690337
