,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,44,001,030100,44001030100,4482,86.79,0.91,0.87,2.52,0.0,2.77,9.51,1.65,86.12,11.96,1
2,44,001,030200,44001030200,3129,91.59,0.0,0.0,1.34,0.0,4.92,3.2,1.28,82.29,16.43,1
3,44,001,030300,44001030300,4496,87.34,1.73,0.0,4.76,0.0,3.27,5.98,1.45,80.16,18.15,1
4,44,001,030400,44001030400,3992,90.98,0.03,0.0,4.01,0.0,3.68,2.0,0.03,86.72,13.25,1
5,44,001,030500,44001030500,3090,94.27,0.97,0.0,0.29,0.0,2.75,16.06,1.59,73.33,24.92,1
6,44,001,030601,44001030601,3508,93.33,0.0,0.0,0.0,0.0,3.88,1.39,5.13,79.33,13.88,1
7,44,001,030602,44001030602,3878,95.28,1.03,0.0,0.0,0.0,2.17,10.76,2.63,69.98,25.17,1
8,44,001,030700,44001030700,3334,84.61,3.87,0.03,6.51,0.0,3.21,18.57,6.6,67.73,25.67,1
9,44,001,030800,44001030800,6274,91.7,2.47,0.33,1.2,0.0,1.71,3.53,2.5,82.8,14.65,1
10,44,001,030901,44001030901,6052,94.22,0.0,0.0,0.51,0.0,4.13,6.73,0.43,76.39,19.73,1
11,44,001,030902,44001030902,6410,90.64,0.86,0.0,1.72,0.0,2.89,3.8,1.65,71.95,23.35,1
12,44,003,020101,44003020101,6598,82.87,0.0,0.0,6.24,0.0,9.94,10.26,2.33,74.28,23.39,1
13,44,003,020102,44003020102,4962,91.37,0.83,0.0,2.7,0.0,3.14,9.96,7.21,70.03,20.33,1
14,44,003,020200,44003020200,4628,82.02,0.8,0.0,1.1,0.0,12.79,11.02,3.22,77.25,19.53,1
15,44,003,020300,44003020300,5516,88.09,6.67,0.0,0.15,0.0,2.85,19.53,0.89,74.42,24.62,1
16,44,003,020400,44003020400,3222,81.94,0.28,0.84,1.52,0.0,9.84,6.53,5.74,77.37,16.88,1
17,44,003,020500,44003020500,4011,77.54,1.89,0.0,4.46,0.0,11.52,13.26,3.07,77.74,19.2,1
18,44,003,020601,44003020601,6002,92.1,0.0,0.0,0.03,0.0,4.03,10.4,2.23,79.64,14.98,1
19,44,003,020602,44003020602,3416,91.95,0.09,0.0,2.28,0.0,4.54,14.2,6.35,78.48,14.84,1
20,44,003,020603,44003020603,6398,94.06,0.02,0.0,0.66,0.0,4.77,15.14,1.59,75.55,22.74,1
21,44,003,020604,44003020604,5469,89.32,1.99,0.0,1.7,0.0,4.92,10.95,2.8,76.36,20.84,1
22,44,003,020701,44003020701,1831,94.92,0.98,0.0,2.57,0.0,0.22,3.2,3.6,79.14,15.78,1
23,44,003,020702,44003020702,4648,97.59,0.37,0.0,0.04,0.0,0.22,8.72,1.64,74.2,23.15,1
24,44,003,020703,44003020703,6983,97.89,0.09,0.0,0.0,0.0,0.72,1.75,1.7,86.65,9.37,1
25,44,003,020800,44003020800,6297,87.28,3.03,0.06,2.3,0.0,2.45,1.74,1.51,84.06,14.05,1
26,44,003,020901,44003020901,3612,88.34,0.42,0.58,4.73,0.0,3.82,6.17,1.44,82.53,16.03,1
27,44,003,020903,44003020903,5886,83.28,0.0,1.05,9.77,0.0,3.87,5.39,1.44,82.18,16.24,1
28,44,003,020904,44003020904,3600,84.11,2.89,0.0,4.58,0.0,4.42,2.01,0.0,82.83,15.89,1
29,44,003,021001,44003021001,2416,84.98,4.39,0.0,0.83,0.0,7.53,4.21,4.1,79.1,16.8,1
30,44,003,021002,44003021002,4629,88.23,0.91,0.0,2.25,0.0,5.85,10.87,4.9,77.84,16.92,1
31,44,003,021100,44003021100,4908,96.01,1.67,0.0,0.0,0.0,1.39,12.82,3.32,82.8,13.88,1
32,44,003,021200,44003021200,3327,73.7,7.51,0.36,5.08,0.0,12.32,3.34,3.34,73.61,23.05,1
33,44,003,021300,44003021300,4361,93.37,1.19,0.0,0.32,0.0,1.77,7.31,1.22,77.53,21.26,1
34,44,003,021401,44003021401,3840,92.14,0.99,0.0,1.02,0.0,3.78,4.78,5.65,76.69,17.66,1
35,44,003,021402,44003021402,3858,85.02,1.3,0.0,0.91,0.0,8.16,5.14,3.06,82.3,14.64,1
36,44,003,021501,44003021501,3244,91.58,2.34,0.0,1.94,0.0,0.89,8.36,2.25,78.14,18.87,1
37,44,003,021502,44003021502,3998,88.52,2.9,0.0,2.5,0.0,3.63,10.13,3.75,81.72,14.53,1
38,44,003,021600,44003021600,1655,84.77,1.51,0.0,1.75,0.0,9.55,3.2,2.18,70.51,27.31,1
39,44,003,021700,44003021700,4594,82.04,0.11,2.7,2.15,0.0,11.8,6.99,3.42,72.22,23.57,1
40,44,003,021800,44003021800,3813,84.05,4.14,0.0,0.52,0.0,8.76,4.5,4.01,67.82,28.17,1
41,44,003,021901,44003021901,3309,73.35,4.44,0.0,1.33,0.0,20.22,5.32,2.45,81.38,16.05,1
42,44,003,021902,44003021902,3021,81.96,4.73,0.0,2.05,0.0,7.18,3.2,9.2,65.14,25.39,1
43,44,003,021903,44003021903,3805,90.51,1.68,0.0,2.21,0.0,3.21,4.34,2.1,75.64,21.97,1
44,44,003,022000,44003022000,3082,86.53,0.91,0.0,7.04,0.0,3.47,10.81,4.77,77.68,15.12,1
45,44,003,022100,44003022100,5436,83.85,0.28,0.0,4.03,0.0,7.16,5.75,0.94,77.35,18.93,1
46,44,003,022201,44003022201,6891,90.49,0.64,0.15,6.28,0.0,1.9,4.73,3.89,81.02,14.89,1
47,44,003,022202,44003022202,4242,81.82,1.53,0.0,8.44,0.0,6.39,8.62,1.39,61.43,34.49,1
