State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
50,1,960100,50001960100,3910,96.68,0.13,0.0,0.59,0.0,1.46,5.05,5.86,78.62,15.14,white_alone
50,1,960200,50001960200,2729,98.53,0.0,0.0,0.0,0.29,0.22,3.63,3.74,75.93,20.34,white_alone
50,1,960300,50001960300,2607,96.36,0.73,0.46,0.0,0.0,1.5,9.47,4.56,78.63,16.07,white_alone
50,1,960400,50001960400,5014,95.01,0.12,0.4,1.32,0.0,1.62,4.67,4.51,74.57,20.92,white_alone
50,1,960500,50001960500,3881,95.16,0.41,0.0,1.06,0.0,2.11,7.95,8.32,74.08,16.75,white_alone
50,1,960600,50001960600,2793,96.06,0.0,0.72,0.39,0.0,0.9,7.48,3.58,75.19,20.69,white_alone
50,1,960700,50001960700,3687,90.64,1.71,0.0,0.79,0.0,2.03,7.53,4.75,69.92,24.79,white_alone
50,1,960800,50001960800,5034,75.98,4.15,0.22,10.01,0.0,6.71,13.27,2.24,80.0,15.44,white_alone
50,1,960900,50001960900,4979,91.95,0.92,0.62,0.68,0.2,3.29,7.9,9.5,70.92,19.58,white_alone
50,1,961000,50001961000,2313,96.54,0.3,0.48,0.48,0.0,0.78,6.67,5.4,72.16,21.01,white_alone
50,3,970401,50003970401,2319,96.46,2.2,0.0,0.0,0.0,0.73,7.18,1.98,76.76,21.26,white_alone
50,3,970402,50003970402,1920,98.75,0.0,0.0,0.57,0.0,0.0,13.96,11.56,71.09,17.34,white_alone
50,3,970500,50003970500,1356,86.87,0.29,1.47,5.24,0.0,1.03,3.76,3.69,71.76,24.56,white_alone
50,3,970601,50003970601,1949,95.74,0.0,0.0,0.46,0.0,0.87,8.9,3.9,74.55,21.55,white_alone
50,3,970800,50003970800,3446,98.46,0.0,0.0,0.0,0.0,0.9,3.13,1.94,73.68,24.38,white_alone
50,3,970900,50003970900,2345,89.55,1.19,1.54,0.0,0.0,6.87,32.88,0.9,82.47,16.63,white_alone
50,3,971000,50003971000,3508,87.51,1.94,0.0,2.05,0.0,3.19,13.5,5.9,72.78,21.07,white_alone
50,3,971100,50003971100,4975,94.91,0.18,0.6,0.32,0.0,2.75,7.67,6.59,64.04,23.48,white_alone
50,3,971200,50003971200,4218,93.58,0.17,0.0,0.73,1.09,0.88,17.85,2.56,62.66,31.2,white_alone
50,3,971300,50003971300,3406,99.38,0.0,0.62,0.0,0.0,0.0,12.51,2.03,77.04,20.93,white_alone
50,3,971400,50003971400,2256,92.82,0.0,0.0,0.22,0.0,3.41,8.6,5.32,69.59,25.09,white_alone
50,3,971600,50003971600,3951,88.71,2.66,0.0,2.68,0.0,3.8,7.47,4.86,72.61,22.53,white_alone
50,5,957000,50005957000,4227,93.28,1.18,0.21,0.19,0.0,2.74,10.39,6.22,72.51,20.25,white_alone
50,5,957100,50005957100,2087,94.87,0.24,0.14,0.29,0.0,0.77,13.09,3.88,79.2,16.91,white_alone
50,5,957200,50005957200,2419,95.45,0.41,0.0,0.0,0.0,0.12,16.43,3.18,71.31,22.9,white_alone
50,5,957300,50005957300,3304,94.13,0.3,0.0,0.0,0.0,2.15,17.23,1.76,78.21,20.04,white_alone
50,5,957400,50005957400,3548,91.49,0.23,0.23,1.01,0.0,1.66,15.66,5.02,65.08,25.17,white_alone
50,5,957500,50005957500,3614,97.95,0.25,0.36,0.47,0.0,0.36,16.67,5.7,66.71,26.37,white_alone
50,5,957600,50005957600,2231,93.5,1.57,0.45,1.26,0.0,1.08,7.17,1.97,71.18,26.85,white_alone
50,5,957700,50005957700,2873,94.6,0.97,0.0,0.0,0.0,0.0,3.79,5.95,64.15,29.9,white_alone
50,5,957800,50005957800,2724,92.73,0.44,0.26,0.0,0.0,4.3,10.84,3.96,72.28,23.75,white_alone
50,5,957900,50005957900,3000,93.67,0.5,0.0,0.3,0.0,3.27,8.45,2.8,74.3,22.9,white_alone
50,7,100,50007000100,4361,79.5,7.41,0.0,9.4,0.0,2.27,10.81,8.58,71.77,19.65,white_alone
50,7,200,50007000200,5283,85.33,0.45,0.08,2.8,0.0,5.7,5.92,2.73,70.45,21.47,white_alone
50,7,300,50007000300,4716,68.15,12.32,0.0,9.82,0.0,6.21,27.23,4.45,84.88,10.56,white_alone
50,7,600,50007000600,4726,75.41,11.93,0.0,2.37,0.0,3.96,35.67,5.25,82.44,12.0,white_alone
50,7,800,50007000800,2272,96.13,0.0,0.62,0.66,0.0,1.98,10.48,1.41,84.64,13.95,white_alone
50,7,900,50007000900,2574,89.7,1.79,0.0,5.32,0.0,2.02,25.66,2.45,82.09,14.76,white_alone
50,7,1000,50007001000,2319,85.38,5.13,0.0,2.33,0.0,1.81,18.06,4.61,81.5,13.5,white_alone
50,7,1100,50007001100,2166,86.29,4.16,0.97,2.22,0.0,1.25,6.43,0.69,83.43,15.74,white_alone
50,7,2101,50007002101,3020,96.62,0.0,0.56,0.76,0.0,0.1,2.69,3.18,76.99,19.24,white_alone
50,7,2103,50007002103,4312,98.03,0.88,0.0,0.0,0.0,1.0,7.86,1.0,77.41,21.59,white_alone
50,7,2104,50007002104,3580,95.11,3.91,0.98,0.0,0.0,0.0,1.9,4.44,72.35,22.26,white_alone
50,7,2201,50007002201,3465,83.29,2.19,0.0,1.47,0.0,4.3,12.23,2.63,86.29,8.89,white_alone
50,7,2202,50007002202,5121,90.31,2.01,0.02,3.38,0.0,1.62,8.92,1.72,87.78,10.23,white_alone
50,7,2301,50007002301,1497,91.72,0.0,0.0,2.47,0.0,2.2,20.39,1.8,87.71,10.15,white_alone
50,7,2303,50007002303,4420,93.19,1.24,0.0,0.38,0.0,3.8,3.41,2.83,77.58,19.59,white_alone
50,7,2304,50007002304,2753,89.58,2.0,0.0,1.53,0.0,3.74,5.78,2.03,83.84,14.13,white_alone
50,7,2400,50007002400,3284,71.77,5.82,0.52,17.63,0.0,2.5,26.89,5.85,79.78,12.79,white_alone
50,7,2501,50007002501,2063,86.86,1.94,0.0,10.52,0.0,0.68,18.52,2.04,80.51,17.45,white_alone
50,7,2502,50007002502,1973,93.21,0.96,0.0,1.82,0.0,2.74,19.18,2.33,79.47,18.2,white_alone
50,7,2601,50007002601,6289,79.0,0.0,0.0,10.8,0.0,2.11,8.25,7.82,75.34,16.47,white_alone
50,7,2602,50007002602,4472,84.79,2.82,0.0,9.48,0.0,2.71,8.04,3.76,81.13,15.12,white_alone
50,7,2701,50007002701,5624,90.63,3.25,0.37,0.75,0.0,1.53,8.02,1.72,74.75,22.74,white_alone
50,7,2702,50007002702,5287,90.56,1.83,0.0,1.48,0.0,0.66,3.9,1.59,78.25,19.39,white_alone
50,7,2800,50007002800,5032,94.99,0.74,0.28,0.24,0.0,1.03,4.85,2.36,82.15,15.48,white_alone
50,7,2900,50007002900,6558,93.93,0.29,0.05,1.22,0.0,1.16,2.58,5.95,78.47,14.97,white_alone
50,7,3000,50007003000,4129,90.85,1.53,0.0,4.58,0.0,1.07,2.32,1.57,77.52,20.13,white_alone
50,7,3101,50007003101,7980,92.23,2.17,0.0,1.69,0.46,2.08,7.99,1.82,81.15,16.43,white_alone
50,7,3102,50007003102,1904,92.44,0.0,0.0,2.0,0.0,1.52,2.31,5.62,70.59,23.79,white_alone
50,7,3301,50007003301,4377,86.95,1.39,0.0,9.09,0.0,0.82,2.89,2.08,81.04,16.88,white_alone
50,7,3304,50007003304,6327,83.7,0.76,0.87,6.92,0.0,2.62,4.98,0.82,81.97,13.21,white_alone
50,7,3401,50007003401,5310,92.58,0.66,0.0,2.88,0.0,2.5,3.92,3.43,78.79,17.78,white_alone
50,7,3402,50007003402,2393,95.53,0.13,0.0,2.47,0.0,0.79,9.23,0.0,64.06,30.13,white_alone
50,7,3501,50007003501,3817,93.42,2.15,0.0,0.0,0.0,1.94,1.95,4.17,79.54,16.3,white_alone
50,7,3502,50007003502,5253,98.5,0.0,0.32,0.0,0.0,0.23,8.62,3.16,77.4,19.15,white_alone
50,7,3503,50007003503,1874,93.7,0.48,0.0,0.85,0.0,2.29,5.26,7.42,73.75,18.57,white_alone
50,7,3600,50007003600,4303,91.24,0.81,0.0,0.77,0.0,4.62,13.43,2.23,74.6,23.17,white_alone
50,7,3900,50007003900,7178,85.82,2.55,0.0,4.81,0.0,3.51,47.68,1.24,92.7,6.06,white_alone
50,7,4002,50007004002,4352,76.68,8.25,0.83,4.07,0.0,4.53,5.53,2.21,77.85,18.54,white_alone
50,7,4100,50007004100,2901,85.73,3.69,0.0,2.07,0.24,2.14,61.2,1.59,90.11,8.31,white_alone
50,7,4200,50007004200,4149,84.26,1.76,0.0,5.83,0.0,5.86,35.79,4.48,82.55,9.59,white_alone
50,9,950100,50009950100,1692,93.91,2.72,0.0,0.12,0.0,1.71,14.43,2.6,66.73,30.67,white_alone
50,9,950200,50009950200,1114,95.69,0.0,0.0,0.0,0.0,0.45,11.67,4.76,71.81,23.43,white_alone
50,9,950500,50009950500,3373,95.29,0.0,0.12,0.74,0.0,1.54,14.77,6.61,69.17,24.22,white_alone
50,11,10101,50011010101,3647,96.3,0.0,2.5,0.0,0.0,0.08,10.86,5.79,82.4,11.82,white_alone
50,11,10102,50011010102,4022,96.67,0.0,0.1,0.94,0.0,1.14,6.84,2.26,81.05,16.68,white_alone
50,11,10200,50011010200,4152,85.6,1.45,0.0,0.77,0.0,2.05,13.78,2.7,81.98,14.21,white_alone
50,11,10300,50011010300,3572,94.9,0.0,0.39,0.08,0.0,1.76,12.9,6.58,75.34,18.09,white_alone
50,11,10400,50011010400,3440,90.73,0.15,1.69,0.35,0.0,3.92,5.9,4.42,76.13,19.19,white_alone
50,11,10500,50011010500,6542,94.57,0.02,0.38,0.69,0.0,1.05,11.22,3.55,76.84,18.69,white_alone
50,11,10600,50011010600,6488,96.05,0.17,0.0,1.85,0.0,0.46,10.14,2.39,68.34,24.26,white_alone
50,11,10700,50011010700,3449,93.82,1.83,0.0,0.0,0.0,2.55,20.79,5.97,74.51,19.51,white_alone
50,11,10800,50011010800,3347,91.4,1.37,0.0,0.03,0.0,0.0,8.75,2.69,78.43,17.36,white_alone
50,11,10900,50011010900,4757,88.8,0.04,0.21,2.21,0.0,5.63,6.16,2.08,80.03,17.89,white_alone
50,11,11000,50011011000,5859,98.29,0.0,0.0,0.12,0.0,0.53,3.98,1.64,81.24,16.98,white_alone
50,13,20100,50013020100,3301,93.52,0.24,2.61,0.58,0.0,1.12,7.92,3.51,73.61,22.87,white_alone
50,13,20200,50013020200,3774,90.89,1.46,0.42,0.5,0.0,2.84,4.97,3.29,79.7,16.83,white_alone
50,15,953000,50015953000,2394,94.86,0.17,0.13,0.0,0.0,1.75,6.41,3.43,78.2,18.09,white_alone
50,15,953100,50015953100,3819,92.22,0.0,0.55,0.0,0.0,2.46,11.15,4.22,81.88,13.9,white_alone
50,15,953200,50015953200,3625,95.67,1.05,0.58,0.36,0.0,0.97,17.17,4.39,81.3,14.18,white_alone
50,15,953300,50015953300,2981,96.71,0.0,0.0,1.34,0.0,1.07,9.77,10.1,71.96,17.18,white_alone
50,15,953400,50015953400,2625,98.48,0.57,0.0,0.0,0.0,0.8,10.7,5.14,79.39,15.47,white_alone
50,15,953500,50015953500,5485,90.14,3.14,0.36,0.24,0.0,2.81,15.53,6.84,71.58,20.78,white_alone
50,15,953600,50015953600,4447,95.32,0.02,2.02,0.0,0.0,2.32,12.19,5.6,75.22,19.18,white_alone
50,17,959000,50017959000,2117,95.84,0.09,0.0,0.0,1.04,0.94,9.31,3.59,75.34,21.07,white_alone
50,17,959101,50017959101,2226,93.31,0.27,2.02,0.18,0.0,2.96,5.32,3.77,79.02,17.21,white_alone
50,17,959102,50017959102,2526,94.18,1.82,0.0,0.08,0.0,1.54,15.69,6.1,73.75,20.15,white_alone
50,17,959200,50017959200,3498,98.63,0.0,0.0,0.06,0.0,0.37,7.69,5.09,73.7,21.21,white_alone
50,17,959300,50017959300,2370,95.4,0.89,0.72,0.0,0.0,0.72,12.0,4.43,72.74,22.83,white_alone
50,17,959400,50017959400,4625,97.04,0.0,0.0,0.0,0.0,0.86,9.37,4.06,72.67,22.53,white_alone
50,17,959500,50017959500,4348,93.15,0.92,0.28,0.07,0.02,0.87,11.9,6.28,73.28,19.66,white_alone
50,17,959600,50017959600,2546,94.82,0.0,0.0,0.2,0.0,1.92,6.59,2.95,82.95,14.1,white_alone
50,17,959700,50017959700,1910,90.68,0.0,0.26,4.29,0.0,3.14,5.36,2.77,66.34,30.89,white_alone
50,17,959800,50017959800,2707,96.64,0.22,0.0,0.15,0.0,2.07,11.76,4.14,79.17,15.96,white_alone
50,19,951100,50019951100,2142,96.45,0.0,0.42,0.0,0.0,0.37,10.8,3.45,73.25,23.3,white_alone
50,19,951200,50019951200,2445,92.15,0.0,0.0,1.68,0.0,2.17,14.71,2.54,72.19,24.17,white_alone
50,19,951300,50019951300,1811,98.84,0.0,0.0,0.0,0.0,1.05,10.08,2.48,75.92,21.59,white_alone
50,19,951400,50019951400,2215,90.74,1.99,0.95,0.0,0.0,2.03,9.24,0.41,53.41,27.27,white_alone
50,19,951500,50019951500,2029,96.25,0.0,0.0,0.0,0.34,1.53,20.2,2.96,57.42,34.55,white_alone
50,19,951600,50019951600,5442,96.47,1.12,0.66,0.07,0.0,0.81,8.82,4.02,74.53,21.3,white_alone
50,19,951700,50019951700,4214,93.17,0.95,0.0,0.02,0.0,2.85,9.37,3.32,75.77,20.6,white_alone
50,19,951800,50019951800,2471,92.47,1.98,0.97,0.16,0.0,0.36,15.34,2.23,67.83,24.56,white_alone
50,19,951900,50019951900,2322,94.79,0.09,2.28,0.0,0.0,2.02,16.49,5.56,74.89,19.55,white_alone
50,19,952000,50019952000,1752,97.09,0.06,0.0,0.06,0.0,1.77,15.47,2.34,65.58,27.0,white_alone
50,21,962100,50021962100,1803,94.01,0.0,0.0,0.5,0.0,2.88,2.73,3.0,81.25,15.42,white_alone
50,21,962200,50021962200,3749,93.79,0.85,0.59,1.79,0.0,0.67,11.18,3.01,71.3,25.69,white_alone
50,21,962300,50021962300,2326,96.6,0.0,0.0,0.56,0.0,1.5,8.98,4.43,73.47,21.71,white_alone
50,21,962400,50021962400,2795,92.06,0.75,0.0,0.64,0.0,0.0,17.97,4.76,66.08,29.16,white_alone
50,21,962500,50021962500,1754,100.0,0.0,0.0,0.0,0.0,0.0,5.53,5.3,75.14,19.56,white_alone
50,21,962600,50021962600,2224,92.76,0.0,0.0,0.0,0.0,5.35,3.06,5.62,77.34,17.04,white_alone
50,21,962700,50021962700,4114,97.69,0.02,0.0,1.43,0.0,0.8,11.42,0.29,75.64,24.06,white_alone
50,21,962800,50021962800,2926,92.45,0.44,0.1,2.63,0.0,1.26,3.49,3.04,79.32,17.33,white_alone
50,21,963000,50021963000,4516,93.58,0.55,0.0,3.48,0.0,1.75,7.82,2.97,66.72,29.83,white_alone
50,21,963100,50021963100,3667,92.12,2.67,0.0,0.0,0.0,1.5,18.62,8.97,69.05,18.41,white_alone
50,21,963200,50021963200,2485,95.98,0.4,0.24,0.0,0.0,2.94,10.05,6.88,68.89,19.15,white_alone
50,21,963300,50021963300,4539,93.5,1.15,0.0,0.0,0.0,1.92,15.82,3.94,68.21,22.1,white_alone
50,21,963400,50021963400,2304,97.7,0.26,0.0,0.0,0.0,0.56,6.64,9.07,72.44,18.49,white_alone
50,21,963500,50021963500,1802,97.11,0.0,0.0,0.5,0.0,0.89,10.51,3.05,78.08,18.87,white_alone
50,21,963600,50021963600,4544,96.32,1.25,0.0,0.42,0.0,0.77,13.12,4.05,78.01,17.91,white_alone
50,21,963700,50021963700,2579,93.06,0.08,0.0,0.0,0.0,2.33,17.29,5.85,75.69,18.46,white_alone
50,21,963800,50021963800,4225,95.64,1.44,0.0,0.64,0.0,0.69,10.38,7.93,72.71,19.36,white_alone
50,21,964000,50021964000,3403,97.21,0.0,0.0,0.85,0.0,1.0,9.24,3.03,77.08,19.89,white_alone
50,21,964200,50021964200,1434,98.19,0.0,0.0,0.49,0.0,0.98,11.84,3.28,75.1,21.62,white_alone
50,21,964300,50021964300,1338,81.61,1.42,2.77,0.0,0.0,8.0,14.5,1.87,77.13,21.0,white_alone
50,23,954000,50023954000,4406,93.19,0.09,0.0,1.38,0.5,1.25,10.85,3.56,74.65,21.67,white_alone
50,23,954100,50023954100,2515,95.11,0.4,0.16,0.56,0.36,1.63,9.18,3.18,69.54,27.28,white_alone
50,23,954200,50023954200,2644,95.12,0.87,1.06,0.64,0.0,0.64,5.13,7.49,74.7,17.81,white_alone
50,23,954300,50023954300,5154,95.48,0.0,0.0,2.25,0.0,1.38,11.08,5.18,78.85,15.46,white_alone
50,23,954400,50023954400,2854,93.62,0.0,0.14,1.16,0.39,1.23,5.04,4.45,80.48,15.07,white_alone
50,23,954500,50023954500,2795,97.5,0.0,0.0,0.0,0.0,1.0,6.28,0.57,66.91,22.22,white_alone
50,23,954600,50023954600,2133,94.33,0.0,0.0,1.13,0.0,1.27,5.16,3.47,80.08,16.46,white_alone
50,23,954700,50023954700,1620,96.91,0.0,0.0,0.74,0.0,1.36,5.93,4.75,65.62,29.63,white_alone
50,23,954800,50023954800,1820,94.56,0.0,0.0,3.35,0.0,1.04,2.76,0.77,76.04,22.58,white_alone
50,23,954900,50023954900,1861,82.54,2.26,0.0,3.17,0.0,5.75,2.28,2.58,73.03,23.91,white_alone
50,23,955000,50023955000,2564,94.77,0.0,0.0,0.7,0.0,0.43,1.83,4.21,71.37,24.41,white_alone
50,23,955100,50023955100,4684,87.0,2.75,0.0,0.0,0.0,3.78,18.34,3.29,79.5,17.21,white_alone
50,23,955200,50023955200,3906,96.8,0.59,0.03,0.64,0.0,0.03,28.02,2.18,77.52,17.87,white_alone
50,23,955300,50023955300,3915,96.48,1.02,0.0,0.38,0.0,1.58,4.42,1.0,74.3,24.44,white_alone
50,23,955400,50023955400,3832,93.89,3.13,0.0,0.0,0.0,1.12,8.2,1.44,83.72,14.85,white_alone
50,23,955501,50023955501,2423,97.73,0.0,1.69,0.0,0.0,0.45,17.54,1.4,79.16,17.09,white_alone
50,23,955502,50023955502,4763,88.28,0.46,0.04,1.55,0.0,7.08,13.51,4.2,77.45,17.38,white_alone
50,23,955600,50023955600,1688,96.5,1.42,0.0,0.18,0.0,1.24,16.17,3.08,74.05,22.87,white_alone
50,23,955700,50023955700,1697,93.46,0.53,0.0,0.0,0.0,3.42,5.95,6.89,73.42,19.68,white_alone
50,23,955800,50023955800,1062,98.4,0.0,0.0,1.22,0.0,0.38,6.33,2.35,78.72,18.93,white_alone
50,25,967000,50025967000,2908,89.55,3.03,0.62,0.48,0.0,1.75,20.54,3.75,75.86,19.05,white_alone
50,25,967100,50025967100,2100,94.43,0.0,0.0,0.0,0.0,4.33,12.51,6.76,71.67,21.57,white_alone
50,25,967200,50025967200,3077,95.48,0.0,0.39,0.45,0.06,1.1,9.39,3.54,75.43,20.38,white_alone
50,25,967300,50025967300,1800,94.33,0.83,0.0,0.0,0.56,1.83,3.78,5.67,68.0,26.33,white_alone
50,25,967400,50025967400,812,95.81,1.35,2.83,0.0,0.0,0.0,14.49,3.45,76.48,20.07,white_alone
50,25,967500,50025967500,1055,97.06,0.0,0.0,0.0,0.0,2.56,6.07,4.08,77.35,18.58,white_alone
50,25,967600,50025967600,2992,91.14,4.81,1.0,0.4,0.0,1.87,14.16,3.74,68.01,23.63,white_alone
50,25,967700,50025967700,2447,90.6,2.82,0.04,0.49,0.0,1.59,18.99,4.82,73.56,21.62,white_alone
50,25,967800,50025967800,1697,97.23,0.0,0.24,0.0,0.0,0.88,8.38,5.48,76.49,18.03,white_alone
50,25,967900,50025967900,1040,96.54,0.0,0.0,2.98,0.0,0.0,17.6,0.38,75.48,24.13,white_alone
50,25,968000,50025968000,1791,89.61,0.0,0.0,2.29,0.0,5.08,6.25,3.63,70.52,25.85,white_alone
50,25,968100,50025968100,1427,95.02,0.7,0.0,0.91,0.0,0.77,14.86,3.15,75.19,21.65,white_alone
50,25,968200,50025968200,1925,93.3,1.04,0.0,2.18,0.0,3.01,9.31,6.96,72.73,20.31,white_alone
50,25,968300,50025968300,1883,94.37,0.0,0.0,0.0,0.0,4.14,4.04,1.86,80.08,18.06,white_alone
50,25,968400,50025968400,4008,86.33,1.12,0.0,4.82,0.0,3.22,13.06,6.46,72.53,21.01,white_alone
50,25,968500,50025968500,5090,94.15,0.51,0.0,0.0,0.0,2.65,26.81,10.84,65.78,21.22,white_alone
50,25,968600,50025968600,2364,93.02,1.31,0.0,2.92,0.0,1.02,18.24,2.88,75.13,18.61,white_alone
50,25,968700,50025968700,4212,91.07,0.0,0.0,1.78,0.0,3.68,6.01,5.37,70.06,23.01,white_alone
50,27,965000,50027965000,3353,92.99,0.0,0.0,3.37,0.0,3.01,4.74,0.36,83.75,15.24,white_alone
50,27,965100,50027965100,2861,97.9,0.0,0.0,0.0,0.0,2.1,9.87,4.19,77.77,18.04,white_alone
50,27,965400,50027965400,3961,96.59,0.83,0.53,0.71,0.0,0.71,6.82,4.52,78.26,17.12,white_alone
50,27,965501,50027965501,3063,93.18,0.59,0.36,0.07,0.0,4.8,6.17,3.07,63.08,33.86,white_alone
50,27,965502,50027965502,2501,90.2,0.0,0.0,1.48,0.0,5.6,5.2,4.36,70.17,23.03,white_alone
50,27,965600,50027965600,4053,89.34,0.96,0.0,6.02,0.0,1.88,7.43,4.86,72.29,22.85,white_alone
50,27,965700,50027965700,3483,96.07,0.4,0.34,0.86,0.0,0.0,5.57,4.68,74.71,20.61,white_alone
50,27,965800,50027965800,2933,96.42,1.5,0.0,0.0,0.0,1.4,5.35,3.34,72.62,22.81,white_alone
50,27,965901,50027965901,1565,97.7,0.0,1.28,0.0,0.0,1.02,6.9,12.27,73.29,14.44,white_alone
50,27,965902,50027965902,1663,97.53,0.0,0.0,0.36,0.0,1.32,3.22,3.49,80.64,15.87,white_alone
