State,County,Tract,Block_group,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools,urban
15,1,20100,1,150010201001,1531,10.97,0.0,0.0,35.92,21.23,10.78,24.89,4.96,74.13,20.9,other,-155.1044881485351,19.833334746985567,12.94813734784915,13.521701665509028,12.838913029273128,12.281010245618114,14.634801220009276,12.803762782586466,13.920597397076584,12.086753467641538,4.98641847915806,13.045977052539625,13.045977052539625,13.045977052539625,12.455765267277105,False
15,1,20100,2,150010201002,578,40.48,0.0,0.0,23.88,7.96,7.27,9.86,2.94,76.99,20.07,other,-155.2182342207503,19.84685935675401,19.142845983679766,20.56540798202075,18.06840875054528,17.93077235070644,21.73461147227945,18.051584462438694,20.0474078507232,19.136736740275403,14.498990483143032,20.0474078507232,20.0474078507232,20.079559486965994,19.36604920655997,False
15,1,20100,3,150010201003,1221,27.11,0.08,0.0,32.84,4.59,5.49,8.16,2.62,74.45,22.52,other,-155.17037548772583,19.806200339298904,12.473728746534768,13.844291032340438,11.494780597204462,11.386145131297145,15.021153892271135,11.47856972560987,13.401909019137191,12.402317907826578,8.232091332262785,13.354341633622756,13.354341633622756,13.354341633622756,12.6405527382879,False
15,1,20100,4,150010201004,881,21.57,0.0,0.0,30.65,4.09,27.58,32.24,4.65,72.3,19.3,other,-155.09639496826367,19.79218061203752,8.294623669291067,8.868105561842052,8.410975395407476,7.635296449190231,9.982802538468444,8.362292825001347,9.313031745799517,7.439827008411878,0.3990768174653344,8.393624589260112,8.393624589260112,8.393624589260112,7.811808574499492,True
15,1,20202,1,150010202021,1684,35.15,1.43,0.83,19.42,20.9,12.11,5.4,1.72,38.48,4.87,other,-155.25419117689412,19.668989177044768,17.16207761684824,18.70233384758069,15.775001534323325,15.48887828217283,19.07936550842538,15.5731021605708,17.18469545696979,18.47294651488616,13.135899220889034,17.18469545696979,17.18469545696979,18.59144410197741,18.092760775736963,False
15,1,20202,2,150010202022,1066,19.7,0.28,0.09,25.98,4.88,12.29,17.5,1.13,74.02,24.86,other,-155.09578287881288,19.74466980566797,3.107391309025145,3.746479392264461,3.44827769651172,2.42964031339212,4.9277262757488165,3.3707733099668435,4.029697525011367,2.248326332155614,1.6865868130781745,3.2462091255228627,3.2462091255228627,3.2462091255228627,2.5917315051599785,True
15,1,20300,1,150010203001,858,27.97,0.0,0.0,26.92,16.78,11.42,10.53,1.52,67.25,16.43,other,-155.11364161083986,19.718301654521422,1.6106478301151397,3.3586326180608523,0.0856279648662066,0.2141931465333573,4.238374358438699,0.069948442139032,2.194752306027594,2.7737428187606965,0.3156866380536883,2.194752306027594,2.194752306027594,3.075888781585829,2.6285917272135624,True
15,1,20300,2,150010203002,1644,23.05,1.58,0.36,5.72,7.3,18.43,29.68,4.08,80.66,15.27,other,-155.08771447125952,19.730608466043225,1.4722752560259726,1.985718712248104,2.9731727978054483,0.7489954392304685,3.155561711587413,2.867853153106842,2.5967009601988686,0.5492189238028307,0.276920249206373,1.4948007702663657,1.4948007702663657,1.4948007702663657,0.933804289340841,False
15,1,20300,3,150010203003,1865,27.67,0.27,0.0,11.8,4.02,27.67,38.01,2.68,73.03,24.29,other,-155.0923134562129,19.72029740471306,0.7389501561800667,1.3163120398894597,2.162150735755715,0.565079814004258,2.4571585851369013,2.05557116749046,1.3606100477089484,0.7312689488205261,0.2872802017868015,0.8954595041724318,0.8954595041724318,0.8954595041724318,0.4210973229130603,True
15,1,20400,1,150010204001,1346,8.77,0.0,0.0,18.05,15.38,25.33,31.28,8.25,64.71,27.04,other,-155.08747146175344,19.711166324279493,1.022584066784228,0.6382146921373786,2.766591209434591,0.6222358696972526,1.420129839858839,2.5138661859477303,0.8922991996744923,1.067653597741189,0.5915039091216473,0.7864059276605471,0.7864059276605471,0.7864059276605471,0.4549932081360253,True
