State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes,Closest_Distance_FedEx,Closest_Distance_Banks,Closest_Distance_Childcare,Closest_Distance_Logistical_Top3,Closest_Distance_DHL,Closest_Distance_UPS,Closest_Distance_Private_Schools
28,1,101,1,28,1,101,1,280010001011,1879,60.24,37.79,1.97,0.0,0.0,0.0,29.48,16.39,64.98,18.63,1,-91.29696597957984,31.536801624431188,6.0152795219992905,9.066621572386753,8.618640249125859,6.0152795219992905,9.698588085028062,8.98570521214471,4.7157502213793645,5.9819472369087086,6.451399964195481,4.7157502213793645,4.7157502213793645,7.489121037991453,6.119171905186461
28,1,101,2,28,1,101,2,280010001012,2628,45.81,14.65,2.21,2.44,0.0,34.51,22.84,0.3,11.83,5.02,7,-91.21335863666508,31.590470143715024,13.605114452392812,18.33923475970149,17.980216162679174,13.605114452392812,18.30516813217699,17.982109743329627,9.058681303533849,13.429368047495943,13.106131354967411,9.058681303533849,9.058681303533849,16.041858948841767,15.056526473922494
28,1,101,3,28,1,101,3,280010001013,602,80.9,19.1,0.0,0.0,0.0,0.0,52.16,27.08,53.99,18.94,1,-91.20324017423884,31.48102279852579,16.822503942850258,18.596465527387803,18.07605803116705,16.822503942850258,18.955535213020184,18.82845525785965,14.666104595292628,16.804172046219765,17.25049305890061,14.666104595292628,14.666104595292628,17.879924787566555,16.408616333102778
28,1,102,1,28,1,102,1,280010001021,867,40.83,49.94,0.0,0.0,0.0,9.23,19.26,12.92,79.24,7.84,7,-91.347374179313,31.497532089604604,5.154204429685654,5.329830801558135,4.8220625865395625,4.832704167824892,5.429601746146811,5.829823127336365,5.1348320360328366,4.270253738089846,3.765557347490384,5.1348320360328366,5.1348320360328366,5.175079622490695,5.021775539260136
28,1,102,2,28,1,102,2,280010001022,1791,72.81,5.36,0.0,0.0,0.0,21.83,16.86,7.59,84.76,7.65,1,-91.29088072423518,31.40798099736534,16.18077084812806,16.320042579996404,15.869696926986864,15.83962323853669,16.136443461857805,16.942921842082075,16.33942347434167,15.138709951765597,14.54919465160128,16.332703464959156,16.332703464959156,16.332703464959156,16.24010661459495
28,1,200,1,28,1,200,1,280010002001,1227,26.08,71.15,0.0,0.0,0.0,0.0,32.19,17.69,64.79,17.52,2,-91.3321607218301,31.667639202547644,11.89942413561244,16.65218955342206,14.806021003384313,11.848538929268052,13.420468243022494,14.426004678953127,10.209728408776863,11.698468004521551,8.259634808370608,10.209728408776863,10.209728408776863,13.559694450308085,13.162147793817484
28,1,200,2,28,1,200,2,280010002002,1351,5.7,59.66,0.0,0.0,0.0,34.64,18.58,8.81,74.54,16.65,2,-91.42880611609232,31.607109738144747,4.588649755577576,9.590661899719189,5.114318266231067,4.588649755577576,4.601850987581238,6.853795209709972,4.297361443078372,4.186609985337278,5.123403522480094,4.297361443078372,4.297361443078372,4.380342708840042,5.959975298230821
28,1,200,3,28,1,200,3,280010002003,1395,0.0,100.0,0.0,0.0,0.0,0.0,23.87,10.54,67.31,22.15,2,-91.35935555588564,31.58752257235476,2.887176519718123,7.423720459619362,6.965892716502264,2.602359956219698,4.996284900549275,5.522684686128771,4.692330247924264,2.6781272557615137,1.1275306296036856,4.692330247924264,4.692330247924264,4.692330247924264,4.400426233519235
28,1,300,1,28,1,300,1,280010003001,710,2.25,97.75,0.0,0.0,0.0,0.0,33.52,6.2,69.58,24.23,2,-91.39241081500488,31.57083630601469,2.701505162579117,4.897566591820443,3.364776513620566,1.493250139435916,1.3612467149953658,2.2887999573826927,1.4943582581854624,0.1516789311109084,0.301255294357267,1.4780499033485233,1.4780499033485233,1.4780499033485233,1.0104132527280214
28,1,300,2,28,1,300,2,280010003002,303,0.0,84.49,0.0,0.0,0.0,15.51,39.6,9.57,60.4,30.03,2,-91.3818461772036,31.57429025592548,2.110195865614452,5.366718544366474,4.436080099866678,1.3399191119034666,2.41208347457718,3.0504871968107965,2.5283699122928485,1.091574749990453,0.8160086498835024,2.5174245167617992,2.5174245167617992,2.5174245167617992,1.8404765906451952
