State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
53,1,950100,53001950100,2606,82.23,2.76,0.61,1.11,0.27,10.09,11.48,5.6,69.57,21.3,white_alone
53,1,950200,53001950200,1763,67.61,0.0,0.62,0.11,0.0,27.85,16.62,12.48,72.21,15.31,white_alone
53,1,950301,53001950301,1581,29.48,0.0,1.45,0.0,0.0,69.01,23.67,29.35,59.71,9.55,hispanic
53,1,950302,53001950302,2434,6.04,0.0,0.0,0.0,0.0,93.96,21.24,15.9,79.99,4.11,hispanic
53,1,950303,53001950303,2514,27.68,0.0,0.0,0.0,3.38,68.93,31.91,11.97,83.13,3.86,hispanic
53,1,950400,53001950400,3144,20.07,0.25,0.48,2.61,0.0,76.27,24.7,18.45,68.73,10.56,hispanic
53,1,950500,53001950500,5660,23.04,0.12,0.0,0.3,0.0,76.54,27.51,17.79,72.44,9.77,hispanic
53,3,960100,53003960100,4320,91.99,0.53,0.0,0.28,1.46,1.64,5.63,5.65,67.82,26.53,white_alone
53,3,960200,53003960200,4755,92.47,1.41,0.0,0.0,0.0,2.75,4.51,3.36,70.66,25.57,white_alone
53,3,960300,53003960300,3633,86.76,0.0,0.14,0.41,0.14,11.59,23.88,5.51,75.31,17.01,white_alone
53,3,960400,53003960400,2517,83.47,0.6,0.0,0.68,0.0,7.07,27.51,6.95,63.61,28.21,white_alone
53,3,960500,53003960500,3517,81.43,0.0,3.75,5.37,0.0,4.55,16.76,9.27,59.34,29.26,white_alone
53,3,960600,53003960600,3894,98.2,0.0,0.0,0.03,0.0,0.03,9.62,7.27,65.51,26.84,white_alone
53,5,10100,53005010100,4894,85.02,0.55,0.45,8.19,0.0,4.13,2.71,5.54,71.8,22.48,white_alone
53,5,10201,53005010201,5440,83.36,0.06,0.0,4.96,0.24,2.22,6.89,4.43,72.48,22.9,white_alone
53,5,10203,53005010203,4055,64.07,3.72,0.57,4.04,0.0,24.91,14.79,8.46,76.45,15.09,white_alone
53,5,10204,53005010204,2379,54.52,4.12,0.0,3.24,0.0,29.17,38.12,5.38,65.87,26.02,white_alone
53,5,10300,53005010300,6314,68.97,5.61,0.0,0.98,0.0,19.94,15.88,2.91,82.13,14.95,white_alone
53,5,10400,53005010400,3469,75.58,2.02,0.29,1.59,0.0,16.92,11.84,12.74,72.1,15.16,white_alone
53,5,10500,53005010500,3050,72.1,0.82,1.18,0.49,0.0,22.33,11.19,7.7,75.15,17.15,white_alone
53,5,10600,53005010600,4982,75.83,2.43,0.0,1.57,0.0,12.61,8.46,7.45,77.94,13.75,white_alone
53,5,10701,53005010701,2035,72.14,0.0,1.23,0.98,0.0,17.54,8.97,6.24,76.07,17.69,white_alone
53,5,10703,53005010703,3316,75.03,0.0,0.0,0.27,0.0,22.5,12.34,5.64,69.66,24.7,white_alone
53,5,10705,53005010705,5256,89.52,1.14,0.34,0.25,0.0,4.59,3.37,3.23,77.53,19.08,white_alone
53,5,10707,53005010707,3500,78.0,0.49,0.0,2.57,0.0,14.83,2.34,2.89,83.03,14.09,white_alone
53,5,10708,53005010708,3792,81.49,1.9,0.0,1.9,1.32,10.71,8.28,0.79,79.43,19.78,white_alone
53,5,10807,53005010807,1813,76.72,0.94,0.33,0.0,0.0,17.6,9.09,8.99,79.15,11.86,white_alone
53,5,10809,53005010809,6935,71.8,0.45,0.42,5.05,0.0,14.98,1.63,3.88,74.61,21.51,white_alone
53,5,10810,53005010810,4794,83.85,0.0,0.29,5.86,0.0,7.91,5.32,2.63,76.3,21.07,white_alone
53,5,10811,53005010811,5113,79.17,1.04,0.0,15.22,0.0,2.23,4.03,2.88,79.19,17.93,white_alone
53,5,10814,53005010814,5250,81.56,7.2,0.4,1.87,0.0,7.98,1.56,7.71,81.22,10.88,white_alone
53,5,10815,53005010815,8060,76.43,2.01,0.0,1.51,0.0,17.07,5.58,1.05,76.18,22.44,white_alone
53,5,10816,53005010816,5373,97.19,0.0,0.0,0.0,0.0,2.81,3.91,1.86,73.14,25.0,white_alone
53,5,10817,53005010817,6106,81.46,0.08,0.0,7.89,0.0,7.91,1.1,5.27,78.32,15.9,white_alone
53,5,10818,53005010818,2912,82.76,0.0,0.0,2.92,0.0,10.34,0.38,3.95,81.73,13.63,white_alone
53,5,10819,53005010819,2972,82.23,3.5,0.81,4.71,0.0,5.25,0.0,3.4,75.44,21.16,white_alone
53,5,10820,53005010820,3810,83.07,2.02,0.58,5.98,0.0,5.54,4.8,8.29,70.26,21.44,white_alone
53,5,10901,53005010901,6262,61.71,3.35,2.79,0.56,0.14,30.01,13.38,5.96,58.13,22.77,white_alone
53,5,10902,53005010902,5583,54.34,0.0,0.63,3.42,0.0,40.48,23.6,11.68,72.95,15.37,white_alone
53,5,11001,53005011001,5762,52.93,4.89,0.0,1.98,0.0,38.82,20.32,10.57,65.45,23.98,white_alone
53,5,11002,53005011002,4901,59.46,1.24,0.53,2.16,0.0,34.67,20.87,13.3,68.6,18.1,white_alone
53,5,11100,53005011100,7997,64.46,3.05,0.0,0.95,0.0,29.06,11.1,5.95,79.39,14.17,white_alone
53,5,11201,53005011201,4277,37.48,1.64,0.05,8.3,0.0,48.05,28.54,22.47,59.29,16.62,other
53,5,11202,53005011202,3311,41.92,0.18,8.03,0.0,0.0,46.81,33.01,10.27,66.6,23.14,other
