GEOID,Longitude,Latitude
400399508001,-98.96721046690952,35.51825202479986
401410704003,-99.01387282509992,34.382346840836135
400119589003,-98.41498313143342,35.84141159962383
401430079002,-95.98222474772994,36.22434613875381
401091047002,-97.51373065568458,35.440547347188186
401399508002,-101.4792144404462,36.684987315554416
401430016002,-95.90871611386352,36.17507421634181
401139400132,-96.31742736957632,36.66978600794123
401091063023,-97.52770805381336,35.583932225669685
401430114002,-95.98916043589264,36.18450484766935
401139400032,-96.68820502778962,36.55400342574781
401091024004,-97.54341844518618,35.48022449755936
401051724005,-95.62405829376569,36.69161964975073
401091063012,-97.51793410746892,35.56140283474248
401335836004,-96.4968007623384,35.15793026564679
401039569001,-97.29526745877794,36.30718712755112
401091055001,-97.55016082871624,35.42423751850643
401091052011,-97.48988357202758,35.51498362823586
401091095001,-97.4870496550772,35.48208573623686
400079518001,-100.51259112373955,36.80616376278783
401399506003,-101.20687282752658,36.86342802037543
401091071031,-97.56827167727876,35.41732632391088
401070807001,-96.4600337909444,35.533460669318075
400173003002,-97.94989957550094,35.53296542234606
401091074011,-97.45613946438787,35.41277417908256
401091059072,-97.5877908858124,35.48239342090514
401091056003,-97.57942272069576,35.44133370065183
400413760005,-94.79929723190745,36.41947659362479
401091074055,-97.43546622146503,35.387935779538395
400710005002,-97.0908492085543,36.70696962699065
400173009042,-97.67546095724497,35.48202138381461
400151621023,-98.23742234091132,35.07318698454554
401091088031,-97.34445092796672,35.52197035578647
401350304032,-94.57360844204771,35.411961614945746
401091078052,-97.4513996681803,35.45298068039536
400770873002,-95.17672090574072,34.70817561501537
400579678003,-99.89456999866016,34.68161186833199
400013768003,-94.73320946477462,35.87132521539658
400850941001,-97.08681512837084,33.91156004845408
401091079002,-97.4445146770895,35.48757277688757
400079516002,-100.809041570835,36.917030899278224
400470007013,-97.8702234671765,36.40121915227485
401430073064,-95.83745325570956,36.12277349337046
400310001001,-98.39610731516946,34.63430450664408
400413761001,-94.94791560139348,36.28283480956528
401110001001,-95.95673773108248,35.62846103160786
400219783021,-95.02790620387547,35.81007892208737
400151622001,-98.41090797430368,34.92910614799398
401010006001,-95.38139170218813,35.74025204068063
400890987004,-94.8358167599173,33.891757735467195
400151616011,-98.3466982704896,35.46950877454822
400198923022,-97.484423930877,34.22682547281884
401091083023,-97.50926872153124,35.58322169681257
401430073103,-95.8360181418593,36.14001565297113
400013770001,-94.58749992559773,35.68853577243746
401091050001,-97.52576271528837,35.43276220378208
401430080023,-95.98960909284988,36.218670413418906
400259503001,-102.5029464577355,36.7386915694121
401091039004,-97.49894218687204,35.449960946083905
401430015004,-95.9354409559012,36.1635492617451
401430079005,-95.9890022569109,36.23157477923034
401091066021,-97.59688153800822,35.51904389971921
401430009001,-95.9977561565488,36.17352648430028
401430057001,-95.96683812702146,36.231546300395934
400239673003,-95.87414569392176,34.02455961538973
401091078062,-97.42842305370236,35.46771475414324
401091080111,-97.38415368313932,35.485826480344244
401039566001,-97.12270768512616,36.49112480194216
400634846002,-96.285656745933,35.24295082734549
401430046003,-96.00280156714356,36.131703153308784
401430062001,-95.99488964748764,36.199949193539794
401430076084,-95.977727201247,36.07286534618139
401370009014,-97.96253618235744,34.66754681883258
401091043001,-97.55195351136236,35.44481193415224
401430003001,-95.9362462252618,36.18779191691966
401010003003,-95.3758344539239,35.75782008942545
401499651003,-99.03688562464468,35.32676208139211
400013768001,-94.7297268371594,35.71595221331547
401091048002,-97.49700005498794,35.428059912350186
400239672003,-95.52033445428172,34.002949725951424
401091069122,-97.64683007061284,35.47044057301682
401350302021,-94.97010488125024,35.49855281466632
400890989003,-94.62829966636104,33.73117965431638
401470013004,-95.9185486829986,36.53477995330766
401399506001,-101.06478238814606,36.96440993617289
401091083091,-97.53590163650236,35.578304648888384
400013767001,-94.6051975565657,36.030160401275296
401179575002,-96.80284521314488,36.33326628283725
400310024032,-98.3730861746372,34.6579211281457
400173004001,-97.96470616888232,35.54345417396785
401430090082,-95.85562489109736,36.09675279269303
400219783012,-94.96237856118393,35.73504957011973
400939553001,-98.45309533759998,36.2974781128481
400198929003,-97.12700015447612,34.17398554462405
400413761003,-94.859389101462,36.18564916263412
400836006001,-97.28332634670392,35.95150621334522
401091062001,-97.50916478019144,35.54020399519161
400219777012,-95.17512014664798,35.88798590600729
401091069173,-97.61454161987346,35.48785241160186
400790406013,-94.59898675035028,34.90206807953833
