STATE,geometry
AR,POINT (-90.768023243 34.723826977)
AR,POINT (-93.732886043 35.290607101)
AR,POINT (-93.634222665 35.298698346)
AR,POINT (-94.0088782239999 33.4788946050001)
AR,POINT (-92.853536273 33.596171779)
AR,POINT (-90.639375846 34.5612662020001)
AR,POINT (-93.5469187259999 34.331817104)
AR,POINT (-93.137006172 35.2777087100001)
AR,POINT (-93.151274039 35.2838365860001)
AR,POINT (-92.344188618 34.756806372)
AR,POINT (-92.280262775 34.769012375)
AR,POINT (-92.3483521799999 34.668427407)
AR,POINT (-92.480530389 34.813310921)
AR,POINT (-92.333370611 34.722223909)
AR,POINT (-92.401176785 34.779370268)
AR,POINT (-92.277554263 34.584712)
AR,POINT (-92.440847737 34.7999740590001)
AR,POINT (-92.402101019 34.7871090090001)
AR,POINT (-92.400399415 34.7898462360001)
AR,POINT (-92.3428656839999 34.876337683)
AR,POINT (-92.256569943 34.822374779)
AR,POINT (-92.2665364539999 34.8016373660001)
AR,POINT (-92.251103552 34.779310912)
AR,POINT (-92.344867457 34.647381737)
AR,POINT (-92.332959816 34.7598147)
AR,POINT (-92.3295025149999 34.760902388)
AR,POINT (-92.235388289 34.8176977460001)
AR,POINT (-92.290480131 34.75230406)
AR,POINT (-92.371641126 34.758296989)
AR,POINT (-92.349669847 34.749787349)
AR,POINT (-90.974746346 36.2606795250001)
AR,POINT (-92.583063314 34.6826925670001)
AR,POINT (-92.641651958 34.539160102)
AR,POINT (-92.596307458 34.5665137190001)
AR,POINT (-94.4050352419999 35.364974364)
AR,POINT (-94.42874003 35.365673196)
AR,POINT (-94.384409013 35.4007830130001)
AR,POINT (-94.384321044 35.4010468880001)
AR,POINT (-94.4134384279999 35.3458219600001)
AR,POINT (-94.411995512 35.3811132120001)
AR,POINT (-92.689126793 33.206370561)
AR,POINT (-92.68572657 33.3081694750001)
AR,POINT (-94.1115453199999 36.0839560900001)
AR,POINT (-94.157018588 36.096004243)
AR,POINT (-94.1588562169999 36.093800371)
AR,POINT (-94.1551252359999 36.1691590570001)
AR,POINT (-94.133291752 36.0863267610001)
AR,POINT (-91.713068828 35.2444069650001)
AR,POINT (-91.74899695 35.246517527)
AR,POINT (-91.485690913 35.4256153200001)
CA,POINT (-122.231662439 37.8364994680001)
CA,POINT (-122.117331303 37.686698865)
CA,POINT (-122.243463554 37.7897082170001)
CA,POINT (-122.028495741 37.5393609610001)
CA,POINT (-122.004250414 37.5571918640001)
CA,POINT (-122.254419158 37.7657221750001)
CA,POINT (-122.272152661 37.8850662310001)
CA,POINT (-122.116077541 37.663565331)
CA,POINT (-122.079075269 37.6382415140001)
CA,POINT (-122.083220281 37.7004400500001)
CA,POINT (-122.243771344 37.7687622030001)
CA,POINT (-122.223404847 37.778562074)
CA,POINT (-122.230888814 37.8393605000001)
CA,POINT (-122.156356273 37.7534179100001)
CA,POINT (-121.967470993 37.5401168650001)
CA,POINT (-121.920057537 37.5347803430001)
CA,POINT (-122.286074965 37.86975712)
CA,POINT (-122.274315505 37.866793348)
CA,POINT (-122.219266626 37.786082815)
CA,POINT (-122.185992985 37.800060307)
CA,POINT (-122.081158484 37.642457016)
CA,POINT (-122.240085415 37.848551591)
CA,POINT (-122.273425312 37.864191728)
CA,POINT (-121.954791442 37.5593589210001)
CA,POINT (-121.773176402 37.697188775)
CA,POINT (-122.231767894 37.7585048810001)
CA,POINT (-122.239190864 37.727177129)
CA,POINT (-121.940489535 37.713876913)
CA,POINT (-121.868276422 37.6915350200001)
CA,POINT (-122.187433868 37.7835521700001)
CA,POINT (-121.87299013 37.6594996090001)
CA,POINT (-122.266042598 37.8025256990001)
CA,POINT (-122.257638397 37.8508708090001)
CA,POINT (-122.039721615 37.5507529160001)
CA,POINT (-122.231662597 37.839873002)
CA,POINT (-122.173223283 37.750456039)
CA,POINT (-122.102825975 37.637652175)
CA,POINT (-122.187485662 37.783471354)
CA,POINT (-122.150457282 37.7152205990001)
CA,POINT (-122.25509518 37.860864328)
CA,POINT (-122.111475531 37.708531162)
CA,POINT (-122.202153124 37.809017001)
CA,POINT (-122.144573006 37.7576020980001)
CA,POINT (-121.954747435 37.701946804)
CA,POINT (-122.101921125 37.6369877930001)
CA,POINT (-122.180082893 37.792785275)
CA,POINT (-122.293442062 37.8653221060001)
CA,POINT (-122.084011838 37.648387444)
CA,POINT (-122.2154575 37.803045899)
CA,POINT (-122.054745082 37.5807000570001)
CA,POINT (-122.093978136 37.6556107810001)
CA,POINT (-122.297655261 37.8057010570001)
CA,POINT (-122.105928196 37.6983277510001)
CA,POINT (-122.056812966 37.6621438)
CA,POINT (-122.149118202 37.7266161100001)
CA,POINT (-122.206147333 37.8001238300001)
CA,POINT (-121.961966231 37.535057491)
CA,POINT (-122.257155416 37.851066416)
CA,POINT (-122.294716232 37.8906861310001)
CA,POINT (-122.284044214 37.878584856)
CA,POINT (-122.288487806 37.888293289)
CA,POINT (-122.011496941 37.533137697)
CA,POINT (-122.297268473 37.8663140800001)
CA,POINT (-121.921531409 37.5332649150001)
CA,POINT (-122.169957496 37.7975595610001)
CA,POINT (-122.116821919 37.701547315)
CA,POINT (-121.936814299 37.72363864)
